Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.10V
-0.295	-1.4482e-09	-1.4198e-09	-1.3314e-09	-2.8259e-09	-2.0085e-09	-2.0485e-09	-2.159e-09	-2.156e-09	-1.9613e-09	-2.0051e-09
-0.29	-1.5248e-09	-1.459e-09	-1.4446e-09	-2.6811e-09	-1.93e-09	-2.0446e-09	-2.1933e-09	-2.0371e-09	-2.1887e-09	-2.0776e-09
-0.285	-1.5531e-09	-1.5169e-09	-1.6906e-09	-2.4535e-09	-1.7866e-09	-2.0092e-09	-2.1621e-09	-1.9389e-09	-2.3648e-09	-2.1839e-09
-0.28	-1.5967e-09	-1.6027e-09	-1.9515e-09	-2.2141e-09	-1.6365e-09	-1.9195e-09	-2.1117e-09	-1.7946e-09	-2.4389e-09	-2.2731e-09
-0.275	-1.6705e-09	-1.7101e-09	-2.0575e-09	-1.9086e-09	-1.5244e-09	-1.7801e-09	-2.1226e-09	-1.5599e-09	-2.4386e-09	-2.3326e-09
-0.27	-1.6452e-09	-1.757e-09	-2.0042e-09	-1.6739e-09	-1.5669e-09	-1.7452e-09	-2.1375e-09	-1.4535e-09	-2.2699e-09	-2.2929e-09
-0.265	-1.5686e-09	-1.7457e-09	-1.8962e-09	-1.7072e-09	-1.7356e-09	-1.835e-09	-2.0137e-09	-1.5573e-09	-2.0027e-09	-2.1588e-09
-0.26	-1.5812e-09	-1.8033e-09	-1.7223e-09	-1.7603e-09	-1.837e-09	-1.8654e-09	-1.8621e-09	-1.6775e-09	-1.8611e-09	-1.9961e-09
-0.255	-1.6229e-09	-1.8834e-09	-1.5651e-09	-1.691e-09	-1.892e-09	-1.8629e-09	-1.8088e-09	-1.7603e-09	-1.8318e-09	-1.9033e-09
-0.25	-1.5869e-09	-1.8127e-09	-1.5791e-09	-1.6712e-09	-1.8879e-09	-1.8785e-09	-1.7704e-09	-1.8243e-09	-1.8171e-09	-1.8624e-09
-0.245	-1.4937e-09	-1.641e-09	-1.7504e-09	-1.6573e-09	-1.7193e-09	-1.7896e-09	-1.7606e-09	-1.7329e-09	-1.845e-09	-1.8462e-09
-0.24	-1.4305e-09	-1.4903e-09	-1.8986e-09	-1.4943e-09	-1.5546e-09	-1.6334e-09	-1.8532e-09	-1.522e-09	-1.8423e-09	-1.8576e-09
-0.235	-1.3648e-09	-1.2836e-09	-1.8902e-09	-1.3309e-09	-1.5937e-09	-1.5887e-09	-1.9058e-09	-1.4131e-09	-1.7062e-09	-1.9575e-09
-0.23	-1.2156e-09	-1.0832e-09	-1.741e-09	-1.2923e-09	-1.7073e-09	-1.6206e-09	-1.7677e-09	-1.5035e-09	-1.5185e-09	-2.0422e-09
-0.225	-1.0598e-09	-1.0864e-09	-1.5209e-09	-1.3293e-09	-1.8171e-09	-1.6757e-09	-1.5667e-09	-1.7524e-09	-1.4035e-09	-1.9393e-09
-0.22	-1.0462e-09	-1.2478e-09	-1.2968e-09	-1.3812e-09	-1.8685e-09	-1.7024e-09	-1.4223e-09	-2.06e-09	-1.3705e-09	-1.8457e-09
