Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.372697	0.3981	0.4301
20	0.379884	0.4014	0.4253
30	0.385984	0.4054	0.427
40	0.391911	0.4098	0.4276
50	0.397317	0.4128	0.4289
60	0.402334	0.4168	0.43
70	0.406906	0.4208	0.4309
80	0.411058	0.4237	0.4318
90	0.41484	0.4285	0.4321
100	0.418232	0.4303	0.4325
150	0.444464	0.4648	0.4404
300	0.454005	0.5005	0.4348
450	0.454203	0.5021	0.4343
600	0.45402	0.5016	0.4341
750	0.453777	0.5016	0.434
900	0.45354	0.5002	0.4337
