Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.176177	0.3143	0.359
20	0.19137	0.3176	0.358
30	0.205976	0.3216	0.3591
40	0.218941	0.3249	0.3602
50	0.231665	0.3287	0.3606
60	0.243821	0.3315	0.3617
70	0.255089	0.3352	0.3621
80	0.265348	0.3386	0.3609
90	0.276465	0.3411	0.3613
100	0.285272	0.3434	0.3603
150	0.337423	0.3661	0.3591
300	0.370554	0.3783	0.3375
450	0.366031	0.3663	0.323
600	0.357087	0.3549	0.3101
750	0.347656	0.3417	0.2983
900	0.337887	0.3288	0.2876
