Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.325625	0.3629	0.3912
20	0.333393	0.368	0.3882
30	0.340388	0.3706	0.3887
40	0.346791	0.3739	0.3907
50	0.353025	0.3775	0.3919
60	0.35856	0.3802	0.3928
70	0.36384	0.3838	0.3933
80	0.368479	0.3866	0.3935
90	0.372893	0.3905	0.3932
100	0.37687	0.3938	0.3924
150	0.408563	0.4221	0.4014
300	0.42177	0.4438	0.3919
450	0.419923	0.4408	0.3874
600	0.416943	0.4359	0.383
750	0.414022	0.4316	0.3782
900	0.410979	0.4264	0.373
