Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.419556	0.4322	0.3853
20	0.423433	0.4364	0.4148
30	0.426936	0.44	0.4218
40	0.429827	0.4444	0.4273
50	0.43268	0.4478	0.4306
60	0.435108	0.4511	0.4344
70	0.437392	0.4548	0.436
80	0.439428	0.4581	0.4381
90	0.441295	0.462	0.4377
100	0.442967	0.4651	0.4384
150	0.459882	0.5015	0.4517
300	0.46552	0.5466	0.4467
450	0.465736	0.5571	0.4463
600	0.465664	0.5574	0.4459
750	0.465547	0.5563	0.4461
900	0.4654	0.5546	0.446
