Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.412838	0.425	0.429
20	0.417024	0.4289	0.4293
30	0.420681	0.4329	0.431
40	0.424016	0.4359	0.4317
50	0.427213	0.4399	0.4351
60	0.430153	0.4432	0.4369
70	0.432821	0.4464	0.4371
80	0.435229	0.451	0.4398
90	0.437525	0.4543	0.4405
100	0.439624	0.46	0.4407
150	0.45736	0.4933	0.4506
300	0.463789	0.5376	0.4448
450	0.464026	0.5465	0.4462
600	0.463963	0.5499	0.4451
750	0.463841	0.5465	0.445
900	0.4637	0.5453	0.4449
