Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.30437	0.3561	0.3905
20	0.312347	0.3581	0.3846
30	0.320308	0.3639	0.3868
40	0.328353	0.3661	0.3876
50	0.335075	0.37	0.3879
60	0.341753	0.3738	0.3897
70	0.34794	0.3765	0.3901
80	0.353747	0.3791	0.3902
90	0.359008	0.3826	0.3903
100	0.363975	0.3858	0.3895
150	0.401474	0.415	0.3973
300	0.419023	0.4404	0.387
450	0.417527	0.4381	0.382
600	0.414409	0.4328	0.3773
750	0.411161	0.4257	0.3732
900	0.408004	0.4206	0.3694
