Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.247706	0.3266	0.3688
20	0.257514	0.3318	0.3652
30	0.267935	0.3365	0.3658
40	0.277595	0.3405	0.3665
50	0.286877	0.3437	0.3663
60	0.295201	0.3472	0.3691
70	0.303185	0.3505	0.37
80	0.310145	0.3531	0.3693
90	0.316837	0.3547	0.367
100	0.322882	0.3584	0.3659
150	0.363756	0.3818	0.3706
300	0.383505	0.3926	0.3507
450	0.377145	0.3829	0.3362
600	0.368098	0.3702	0.3235
750	0.358469	0.3582	0.311
900	0.349021	0.3477	0.3006
