Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.320248	0.3594	0.4046
20	0.328556	0.3585	0.42
30	0.335259	0.3575	0.2341
40	0.34182	0.3647	0.4069
50	0.347869	0.3717	0.3252
60	0.353557	0.3663	0.3229
70	0.358933	0.3694	0.3224
80	0.363836	0.3591	0.3351
90	0.368348	0.3657	0.3161
100	0.37247	0.3681	0.4086
150	0.387336	0.3611	0.4073
300	0.398613	0.3749	0.3157
450	0.395196	0.3797	0.2946
600	0.390003	0.3887	0.3153
750	0.38405	0.3478	0.3146
900	0.378039	0.3534	0.3272
