Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.401004	0.4121	0.3006
20	0.405468	0.4073	0.4704
30	0.409504	0.4059	0.4743
40	0.412927	0.4137	0.3851
50	0.416301	0.4126	0.3846
60	0.41958	0.4117	0.3893
70	0.422469	0.3929	0.3797
80	0.425132	0.4052	0.3864
90	0.427589	0.3993	0.3738
100	0.429886	0.4113	0.3884
150	0.438062	0.4082	0.3851
300	0.444758	0.4247	0.3972
450	0.443418	0.4154	0.3842
600	0.441188	0.4311	0.3968
750	0.438739	0.4264	0.39
900	0.436594	0.427	0.3789
