Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.410386	0.4228	0.4537
20	0.414863	0.4225	0.4541
30	0.41826	0.426	0.4551
40	0.421518	0.4328	0.4543
50	0.424343	0.4278	0.451
60	0.427167	0.4226	0.3566
70	0.42959	0.4256	0.3831
80	0.431919	0.4245	0.3571
90	0.43407	0.4236	0.3884
100	0.43583	0.4128	0.3552
150	0.442528	0.4183	0.3706
300	0.446963	0.4283	0.3767
450	0.445184	0.4523	0.3654
600	0.4427	0.4284	0.3879
750	0.440212	0.4477	0.387
900	0.437641	0.4392	0.3815
