Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.246251	0.3296	0.2839
20	0.25698	0.3372	0.2724
30	0.266975	0.3366	0.36
40	0.276461	0.3392	0.2584
50	0.285782	0.3252	0.2592
60	0.294302	0.3367	0.3459
70	0.301934	0.3351	0.3463
80	0.309462	0.3334	0.346
90	0.316167	0.3399	0.2771
100	0.322346	0.3427	0.2781
150	0.345454	0.3426	0.346
300	0.366573	0.3228	0.2728
450	0.360467	0.3592	0.2719
600	0.349174	0.3379	0.2726
750	0.338339	0.3447	0.2568
900	0.326408	0.353	0.2595
