vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	9.8523e-10	-1.9237e-09	9.134500000000001e-10	3.1964e-07	-3.1952e-07	2.791e-09	-3.4679e-09	9.1477e-10	3.194e-07	-3.1952e-07	5.8245e-09	-6.0721e-09	9.1183e-10	3.196e-07	-3.2016e-07	1.07342e-08	-9.959799999999997e-09	9.1089e-10	3.1998e-07	-3.2162e-07	1.7911799999999998e-08	-1.53754e-08	9.1406e-10	3.2052e-07	-3.2382e-07	2.82326e-08	-2.25872e-08	9.1247e-10	3.2098e-07	-3.2742e-07	4.27984e-08	-3.1787e-08	9.134299999999999e-10	3.2052e-07	-3.3222e-07
-0.295	9.4568e-10	-1.8515e-09	8.7863e-10	3.1966e-07	-3.1958e-07	2.7046e-09	-3.3562e-09	8.753e-10	3.1938e-07	-3.196e-07	5.701e-09	-5.9283e-09	8.7949e-10	3.1962e-07	-3.2018e-07	1.05488e-08	-9.756399999999998e-09	8.754500000000001e-10	3.1996e-07	-3.2154e-07	1.76604e-08	-1.51378e-08	8.756e-10	3.2054e-07	-3.238e-07	2.78584e-08	-2.22666e-08	8.7882e-10	3.2096e-07	-3.2718e-07	4.22644e-08	-3.13932e-08	8.761100000000001e-10	3.2046e-07	-3.322e-07
-0.29	9.1306e-10	-1.7734e-09	8.4236e-10	3.1952e-07	-3.1954e-07	2.6399e-09	-3.2596e-09	8.4518e-10	3.1932e-07	-3.1958e-07	5.5842e-09	-5.775e-09	8.4119e-10	3.196e-07	-3.2016e-07	1.0373e-08	-9.570999999999997e-09	8.441600000000001e-10	3.1996e-07	-3.2154e-07	1.74296e-08	-1.48708e-08	8.4167e-10	3.2044e-07	-3.2366e-07	2.76092e-08	-2.19446e-08	8.442900000000001e-10	3.2084e-07	-3.2726e-07	4.18276e-08	-3.1e-08	8.453e-10	3.2044e-07	-3.32e-07
-0.285	8.8019e-10	-1.7061e-09	8.1326e-10	3.1956e-07	-3.1956e-07	2.5833e-09	-3.1573e-09	8.1047e-10	3.194e-07	-3.196e-07	5.4843e-09	-5.6369e-09	8.1231e-10	3.1952e-07	-3.2012e-07	1.0238e-08	-9.3921e-09	8.0906e-10	3.1992e-07	-3.215e-07	1.7197399999999997e-08	-1.46302e-08	8.1408e-10	3.2038e-07	-3.237e-07	2.73136e-08	-2.16306e-08	8.1243e-10	3.2074e-07	-3.2708e-07	4.15572e-08	-3.06166e-08	8.124600000000001e-10	3.204e-07	-3.3202e-07
-0.28	8.4202e-10	-1.639e-09	7.7596e-10	3.196e-07	-3.1954e-07	2.5078e-09	-3.0591e-09	7.7947e-10	3.194e-07	-3.196e-07	5.382e-09	-5.4981e-09	7.7787e-10	3.196e-07	-3.2024e-07	1.00656e-08	-9.2063e-09	7.784e-10	3.198e-07	-3.2138e-07	1.6995799999999998e-08	-1.4382799999999998e-08	7.765400000000001e-10	3.203e-07	-3.2356e-07	2.70528e-08	-2.13068e-08	7.7954e-10	3.207e-07	-3.2702e-07	4.1156e-08	-3.02498e-08	7.7993e-10	3.2042e-07	-3.318e-07
-0.275	8.098300000000001e-10	-1.5755e-09	7.498e-10	3.196e-07	-3.196e-07	2.4436e-09	-2.9637e-09	7.4456e-10	3.1932e-07	-3.195e-07	5.2713e-09	-5.3626e-09	7.4727e-10	3.1954e-07	-3.2014e-07	9.9204e-09	-9.023e-09	7.4606e-10	3.1984e-07	-3.2144e-07	1.6779799999999998e-08	-1.41424e-08	7.4671e-10	3.203e-07	-3.2356e-07	2.67042e-08	-2.10108e-08	7.4758e-10	3.206e-07	-3.271e-07	4.07842e-08	-2.9867e-08	7.4879e-10	3.2032e-07	-3.3204e-07
-0.27	7.7982e-10	-1.5075e-09	7.1523e-10	3.1956e-07	-3.196e-07	2.3886e-09	-2.8669e-09	7.189100000000001e-10	3.1936e-07	-3.1958e-07	5.176e-09	-5.2301e-09	7.1616e-10	3.1942e-07	-3.2008e-07	9.775399999999998e-09	-8.8384e-09	7.1769e-10	3.1978e-07	-3.2142e-07	1.6580799999999997e-08	-1.39126e-08	7.1822e-10	3.2022e-07	-3.235e-07	2.65108e-08	-2.07088e-08	7.181900000000001e-10	3.2052e-07	-3.2696e-07	4.03726e-08	-2.94898e-08	7.1635e-10	3.2042e-07	-3.3192e-07
-0.265	7.4407e-10	-1.4473e-09	6.8911e-10	3.1954e-07	-3.196e-07	2.3215e-09	-2.7723e-09	6.863700000000001e-10	3.1932e-07	-3.1958e-07	5.0756e-09	-5.0993e-09	6.876000000000001e-10	3.1948e-07	-3.2008e-07	9.5759e-09	-8.6694e-09	6.8659e-10	3.1976e-07	-3.2138e-07	1.6387399999999998e-08	-1.3677e-08	6.8781e-10	3.2016e-07	-3.2356e-07	2.60936e-08	-2.04036e-08	6.870200000000001e-10	3.206e-07	-3.2678e-07	3.99776e-08	-2.9118e-08	6.8934e-10	3.2038e-07	-3.3178e-07
-0.26	7.108500000000001e-10	-1.3861e-09	6.5628e-10	3.196e-07	-3.1958e-07	2.258e-09	-2.6907e-09	6.579700000000001e-10	3.1932e-07	-3.196e-07	4.9761e-09	-4.967e-09	6.5794e-10	3.1944e-07	-3.2008e-07	9.4412e-09	-8.4861e-09	6.574900000000001e-10	3.198e-07	-3.2132e-07	1.61562e-08	-1.34432e-08	6.5991e-10	3.2014e-07	-3.2346e-07	2.58266e-08	-2.01128e-08	6.595500000000001e-10	3.2046e-07	-3.2696e-07	3.97174e-08	-2.8748e-08	6.5811e-10	3.2038e-07	-3.3184e-07
-0.255	6.908900000000001e-10	-1.328e-09	6.321200000000001e-10	3.1964e-07	-3.1958e-07	2.2084e-09	-2.5935e-09	6.3053e-10	3.1936e-07	-3.1954e-07	4.8751e-09	-4.8458e-09	6.3052e-10	3.1942e-07	-3.2006e-07	9.2804e-09	-8.3124e-09	6.2893e-10	3.197e-07	-3.2132e-07	1.59682e-08	-1.32172e-08	6.2683e-10	3.2014e-07	-3.234e-07	2.5624e-08	-1.98146e-08	6.311e-10	3.2106e-07	-3.275e-07	3.93242e-08	-2.83822e-08	6.312000000000001e-10	3.2034e-07	-3.317e-07
