Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,1.14459238495678,2.24246671338472,-2.04391497313712,-2.48773651016117,-4.11118897453866,-6.06166783461808,-11.8196683017986,-12.9058631160944
0.3,0,1.00825551495466,2.73379347678982,-5.88712951684937,-6.36080660441196,-8.09987819732034,-10.0690215184734,-16.7343348220327,-18.1553660847205
0.45,0,0.503207255032077,2.81464277814642,-9.59411634594117,-10.0420261004203,-11.8060163680602,-13.6861313868613,-20.7310329573103,-22.4784339747843
0.6,0,0.0827985924239218,2.07513972262471,-11.7884495963569,-12.2024425584765,-13.920513351273,-15.72655764852,-22.6661146760505,-24.5446077416684
0.75,0,-0.195930670685744,1.06003516704345,-13.0670685757347,-13.4539060537553,-15.1419241396634,-16.8801808590806,-23.6473247927656,-25.5664405928159
0.9,0,-0.373868555686736,0.211530893349082,-14.0151515151515,-14.3890200708383,-16.0222353404172,-17.7144824872098,-24.3408107044471,-26.254427390791
