Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,0.705095587700806,1.18485134840445,-0.51610089409028,-0.661481427636845,-1.38838409536963,-2.49327615032347,-5.58988151486516,-6.16413462237406
0.3,0,0.70473005255614,1.79566810001593,-2.24159898072942,-2.36900780379041,-3.01003344481605,-4.12486064659977,-7.72814142379359,-8.50055741360088
0.45,0,0.702023298589822,2.71612507664009,-4.60453709380749,-4.65358675659105,-5.15021459227469,-6.1496014714899,-10.0674432863274,-11.020846106683
0.6,0,0.514556160915744,2.86445435033845,-6.39205327169666,-6.37004017390347,-6.71674646414616,-7.62203511089098,-11.4825821363711,-12.5612239282373
0.75,0,0.379203933260106,2.290914796799,-7.29902191537215,-7.26502432135573,-7.54746587164601,-8.37909932527852,-12.0979130707673,-13.1675296825148
0.9,0,0.229838607834703,1.59371606091986,-7.9205920238426,-7.86250094713713,-8.12769934079258,-8.9232945217589,-12.4744272977547,-13.5099638825045
