Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,0.995833039056434,1.49728088141818,-0.579136944699488,-0.748640440709091,-1.45490500741577,-2.64849212515008,-5.55123949431457,-6.8437036513878
0.3,0,1.08648754657776,2.32594626397333,-2.71818003530104,-2.92606393410473,-3.76936654245931,-5.05981565012747,-9.03314375367719,-10.7315159835262
0.45,0,1.06661734332131,3.37556644779432,-5.9218841517926,-6.13150836955517,-7.05015567680878,-8.34797620148587,-13.144671537347,-15.3272295693456
0.6,0,0.76912161203349,3.35461898680288,-8.61359443734924,-8.78955583936428,-9.69206754647368,-10.9124450120619,-15.8280119199659,-18.2801191996594
0.75,0,0.426269182113202,2.44486001870084,-10.1342060392718,-10.304713712117,-11.1765029426324,-12.3535559100159,-17.1415213684616,-19.6248831197404
0.9,0,0.121013284569471,1.44140267842737,-11.3456677244124,-11.5123971387081,-12.3460442101866,-13.4943258215457,-18.165438605927,-20.634109611144
