vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-5.410000000000001e-12	-3.800000000000001e-13	-3.4e-13	3.198e-07	-3.1984e-07	-6.907e-11	5.5260000000000005e-11	1.5e-12	3.1968e-07	-3.196e-07	-3.56e-10	3.4414e-10	1.825e-11	3.1956e-07	-3.1958e-07	-1.489e-09	1.4807e-09	1.841e-11	3.196e-07	-3.1954e-07	-5.3663e-09	5.3549e-09	-2.131e-11	3.1956e-07	-3.1952e-07	-1.8234e-08	1.82814e-08	-1.957e-11	3.195e-07	-3.1946e-07	-6.78964e-08	6.795479999999999e-08	3.95e-12	3.1946e-07	-3.1936e-07
0.005	9.58e-12	-1.03e-12	-2.6e-13	3.1984e-07	-3.1988e-07	-4.9330000000000006e-11	5.899000000000001e-11	-2.51e-12	3.1972e-07	-3.197e-07	-3.2551000000000005e-10	3.2857000000000003e-10	-1.295e-11	3.1954e-07	-3.1952e-07	-1.4048e-09	1.4113e-09	-1.8310000000000003e-11	3.1954e-07	-3.1954e-07	-5.1393e-09	5.145e-09	-1.3400000000000003e-12	3.195e-07	-3.1954e-07	-1.7455999999999998e-08	1.75188e-08	2.449e-11	3.1948e-07	-3.1948e-07	-6.48318e-08	6.48906e-08	-1.2360000000000001e-11	3.1942e-07	-3.1938e-07
0.01	2.631e-11	-1.9400000000000002e-12	1.5700000000000002e-12	3.199e-07	-3.1978e-07	-3.1260000000000004e-11	4.7980000000000005e-11	5.2500000000000004e-12	3.1966e-07	-3.1958e-07	-2.9543000000000003e-10	3.1614e-10	-1.144e-11	3.1958e-07	-3.1964e-07	-1.3327e-09	1.3493e-09	-1.78e-12	3.1958e-07	-3.196e-07	-4.9205e-09	4.9301e-09	1.345e-11	3.1946e-07	-3.1944e-07	-1.6718799999999998e-08	1.6809399999999997e-08	-2.644e-11	3.1942e-07	-3.1946e-07	-6.18954e-08	6.19522e-08	7.2300000000000005e-12	3.1946e-07	-3.194e-07
0.015	2.9370000000000004e-11	-1.4800000000000004e-12	4.3000000000000004e-13	3.1978e-07	-3.1978e-07	-2.313e-11	4.517e-11	1.13e-12	3.197e-07	-3.1972e-07	-2.7668e-10	2.9926e-10	1.535e-11	3.1962e-07	-3.1958e-07	-1.2624e-09	1.2831e-09	1.5870000000000002e-11	3.1966e-07	-3.1954e-07	-4.7051e-09	4.7305e-09	-1.27e-11	3.1944e-07	-3.1948e-07	-1.6029799999999998e-08	1.6117599999999997e-08	1.5010000000000002e-11	3.1938e-07	-3.1946e-07	-5.9098e-08	5.918159999999999e-08	1.2900000000000002e-12	3.1948e-07	-3.1944e-07
0.02	4.0120000000000006e-11	-3.7e-12	-1.79e-12	3.1984e-07	-3.1982e-07	-8.400000000000001e-12	4.3900000000000005e-11	-1.8400000000000002e-12	3.1966e-07	-3.1968e-07	-2.5274e-10	2.8472000000000003e-10	8.800000000000001e-12	3.1966e-07	-3.1954e-07	-1.1879e-09	1.222e-09	-1.082e-11	3.1956e-07	-3.1954e-07	-4.5055e-09	4.5346e-09	-8.300000000000001e-12	3.1956e-07	-3.1954e-07	-1.5369799999999997e-08	1.54732e-08	-1.3900000000000001e-12	3.195e-07	-3.1942e-07	-5.64114e-08	5.652379999999999e-08	-1.5560000000000002e-11	3.1942e-07	-3.1942e-07
0.025	5.7160000000000006e-11	-7.3e-12	3.690000000000001e-12	3.1984e-07	-3.1976e-07	1.052e-11	3.631e-11	3.76e-12	3.196e-07	-3.1966e-07	-2.3058e-10	2.7167e-10	-2.8250000000000003e-11	3.1954e-07	-3.1962e-07	-1.1252e-09	1.1666e-09	-1.124e-11	3.1954e-07	-3.1956e-07	-4.3148e-09	4.355e-09	2.349e-11	3.1954e-07	-3.1948e-07	-1.4742999999999998e-08	1.4857e-08	-1.059e-11	3.1952e-07	-3.1952e-07	-5.3908e-08	5.40128e-08	1.5780000000000003e-11	3.1944e-07	-3.1948e-07
0.03	5.982e-11	-1.8200000000000003e-12	-1.86e-12	3.198e-07	-3.1982e-07	1.82e-11	3.3960000000000005e-11	-2.01e-12	3.1972e-07	-3.1972e-07	-2.1493000000000003e-10	2.5106e-10	-1.783e-11	3.1958e-07	-3.1958e-07	-1.0616e-09	1.113e-09	1.5270000000000003e-11	3.1958e-07	-3.1958e-07	-4.1219e-09	4.1687e-09	3.61e-12	3.1948e-07	-3.1942e-07	-1.4140799999999998e-08	1.42468e-08	8.64e-12	3.1952e-07	-3.1952e-07	-5.1464e-08	5.15866e-08	-1.792e-11	3.1944e-07	-3.1952e-07
0.035	7.150000000000001e-11	-8.080000000000003e-12	1.04e-12	3.1984e-07	-3.1984e-07	2.562e-11	3.364e-11	-7.100000000000001e-13	3.1962e-07	-3.1968e-07	-1.8109e-10	2.2819e-10	-8.670000000000001e-12	3.1962e-07	-3.1964e-07	-1.0033e-09	1.056e-09	-1.631e-11	3.1956e-07	-3.1958e-07	-3.9431e-09	4.0002e-09	-1.937e-11	3.1944e-07	-3.1954e-07	-1.3527799999999998e-08	1.36588e-08	1.039e-11	3.195e-07	-3.1952e-07	-4.92016e-08	4.930859999999999e-08	1.79e-12	3.1938e-07	-3.1948e-07
0.04	7.932e-11	-5.960000000000001e-12	-8.600000000000001e-13	3.198e-07	-3.1988e-07	4.3500000000000005e-11	2.9230000000000005e-11	2.2000000000000002e-13	3.1968e-07	-3.197e-07	-1.7456000000000002e-10	2.4518000000000003e-10	-6.26e-12	3.1962e-07	-3.1954e-07	-9.4696e-10	1.0084e-09	-8.600000000000001e-13	3.196e-07	-3.1958e-07	-3.7715e-09	3.8342e-09	1.048e-11	3.195e-07	-3.1954e-07	-1.2971e-08	1.3102999999999998e-08	-2.158e-11	3.1946e-07	-3.195e-07	-4.70314e-08	4.717759999999999e-08	4.67e-12	3.1944e-07	-3.1942e-07
0.045	9.609e-11	-6.290000000000001e-12	-1.21e-12	3.198e-07	-3.1988e-07	5.542000000000001e-11	2.602e-11	5.910000000000001e-12	3.197e-07	-3.1966e-07	-1.385e-10	2.2701000000000003e-10	3.697e-11	3.1952e-07	-3.1964e-07	-8.854900000000001e-10	9.5619e-10	1.8000000000000004e-13	3.1956e-07	-3.196e-07	-3.6043e-09	3.6756e-09	1.0950000000000002e-11	3.1946e-07	-3.195e-07	-1.24274e-08	1.2574e-08	2.467e-11	3.1956e-07	-3.1954e-07	-4.49246e-08	4.50726e-08	-1.726e-11	3.1944e-07	-3.1948e-07
