Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	3.7651e-09	5.9642e-09	1.6217e-08	4.4956e-08	1.53078e-07	6.0512e-07
0.005	3.4828e-09	5.6639e-09	1.5842e-08	4.445e-08	1.50118e-07	5.95996e-07
0.01	3.2583e-09	5.3322e-09	1.5294e-08	4.3423e-08	1.45356e-07	5.80152e-07
0.015	3.0712e-09	4.9517e-09	1.4561e-08	4.2082e-08	1.39394e-07	5.58942e-07
0.02	2.7153e-09	4.6092e-09	1.3796e-08	4.0637e-08	1.33124e-07	5.34178e-07
0.025	2.4792e-09	4.4138e-09	1.31744e-08	3.9058e-08	1.2756e-07	5.0822e-07
0.03	2.5396e-09	4.3282e-09	1.26269e-08	3.7458e-08	1.2251e-07	4.83138e-07
0.035	2.4423e-09	4.3322e-09	1.21318e-08	3.6162e-08	1.17726e-07	4.599e-07
0.04	2.1992e-09	4.2853e-09	1.16465e-08	3.4995e-08	1.1312e-07	4.37966e-07
0.045	2.2479e-09	4.221e-09	1.11606e-08	3.3676e-08	1.0813e-07	4.17152e-07
0.05	2.3145e-09	4.2066e-09	1.07936e-08	3.2469e-08	1.02972e-07	3.97994e-07
0.055	2.0912e-09	3.9653e-09	1.04238e-08	3.1403e-08	9.8488e-08	3.79698e-07
0.06	1.976e-09	3.5478e-09	1.00099e-08	3.0122e-08	9.4464e-08	3.62046e-07
0.065	2.099e-09	3.5611e-09	9.7865e-09	2.8783e-08	9.0308e-08	3.45162e-07
0.07	2.065e-09	3.5972e-09	9.666e-09	2.7782e-08	8.6326e-08	3.28644e-07
0.075	1.923e-09	3.3473e-09	9.2761e-09	2.68e-08	8.2907e-08	3.13604e-07
0.08	2.0245e-09	3.4573e-09	8.6796e-09	2.5673e-08	7.9579e-08	2.99932e-07
0.085	2.1302e-09	3.7238e-09	8.1967e-09	2.4817e-08	7.6199e-08	2.85918e-07
0.09	1.9709e-09	3.5559e-09	7.8944e-09	2.4115e-08	7.3469e-08	2.72458e-07
0.095	1.9306e-09	3.2178e-09	7.6534e-09	2.3155e-08	7.1313e-08	2.6083e-07
0.1	2.1192e-09	3.0558e-09	7.4989e-09	2.2245e-08	6.8847e-08	2.49046e-07
0.105	2.0916e-09	2.8694e-09	7.5428e-09	2.1641e-08	6.6158e-08	2.36656e-07
0.11	1.9756e-09	2.6906e-09	7.455e-09	2.0936e-08	6.3705e-08	2.2548e-07
0.115	2.0236e-09	2.7042e-09	7.0461e-09	2.0141e-08	6.1334e-08	2.15478e-07
0.12	1.845e-09	2.9295e-09	6.6486e-09	1.953e-08	5.8916e-08	2.05088e-07
0.125	1.5615e-09	3.2415e-09	6.4546e-09	1.8952e-08	5.6713e-08	1.95306e-07
0.13	1.6161e-09	3.3725e-09	6.2415e-09	1.8267e-08	5.4765e-08	1.87614e-07
0.135	1.7967e-09	3.1001e-09	6.0332e-09	1.7691e-08	5.2738e-08	1.80622e-07
0.14	1.8869e-09	2.8126e-09	5.9876e-09	1.7164e-08	5.0802e-08	1.73276e-07
0.145	2.0731e-09	2.9688e-09	5.8644e-09	1.6588e-08	4.9117e-08	1.6617e-07
0.15	2.3825e-09	3.1443e-09	5.5978e-09	1.6119e-08	4.7323e-08	1.59272e-07
0.155	2.4976e-09	3.049e-09	5.4691e-09	1.55642e-08	4.5497e-08	1.51898e-07
0.16	2.3906e-09	3.2314e-09	5.4288e-09	1.49727e-08	4.4012e-08	1.449e-07
0.165	2.4317e-09	3.6448e-09	5.2418e-09	1.45825e-08	4.2489e-08	1.38812e-07
0.17	2.6354e-09	3.5104e-09	5.1273e-09	1.41132e-08	4.0766e-08	1.3315e-07
0.175	2.6455e-09	3.102e-09	5.2056e-09	1.3535e-08	3.9327e-08	1.27598e-07
0.18	2.6026e-09	3.032e-09	5.1721e-09	1.32172e-08	3.8097e-08	1.22376e-07
0.185	2.8081e-09	3.1355e-09	5.0116e-09	1.28505e-08	3.6779e-08	1.1744e-07
0.19	2.948e-09	3.3577e-09	5.0449e-09	1.23982e-08	3.5593e-08	1.12416e-07
0.195	2.8845e-09	3.6664e-09	5.1507e-09	1.21715e-08	3.4562e-08	1.07688e-07
0.2	2.9355e-09	3.9348e-09	5.0579e-09	1.18673e-08	3.3387e-08	1.03436e-07
