Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	1.904415e-05	0.002397139	0.03265962	0.1394482	0.1864966	0.209804
0.005	1.798874e-05	0.00227816	0.03706884	0.1385664	0.186084	0.2094668
0.01	1.628832e-05	0.002085128	0.0424378	0.137078	0.1854132	0.2090972
0.015	1.41843e-05	0.001844616	0.04714516	0.1349896	0.1843904	0.2085916
0.02	1.192117e-05	0.001581126	0.0478879	0.132257	0.1829984	0.2078314
0.025	9.874122e-06	0.001334871	0.04297828	0.1290848	0.1812974	0.206879
0.03	8.1786e-06	0.00112576	0.0379974	0.125918	0.17953	0.205972
0.035	6.7804e-06	0.00095044	0.0350406	0.12285	0.17783	0.20508
0.04	5.6306e-06	0.0008024	0.0322354	0.11972	0.176186	0.204176
0.045	4.6776e-06	0.00067726	0.029395	0.116566	0.174542	0.203602
0.05	3.8896e-06	0.0005734	0.026732	0.113508	0.172906	0.203396
0.055	3.237e-06	0.00048618	0.024346	0.11038	0.171528	0.202906
0.06	2.6918e-06	0.00041022	0.02209	0.10704	0.170358	0.202034
0.065	2.2458e-06	0.00034484	0.019972	0.103678	0.168834	0.20107
0.07	1.8842e-06	0.00029044	0.018046	0.10034	0.166908	0.19976
0.075	1.5858e-06	0.00024568	0.01627	0.096974	0.16497	0.19821
0.08	1.3428e-06	0.00020768	0.014574	0.093602	0.162726	0.19682
0.085	1.1456e-06	0.0001755	0.013016	0.09026	0.160078	0.19562
0.09	9.776e-07	0.0001501	0.011624	0.086866	0.15758	0.19436
0.095	8.32e-07	0.00013038	0.010348	0.083794	0.15538	0.19304
0.1	7.062e-07	0.000113	0.00921	0.081102	0.15322	0.1918
0.105	6.012e-07	9.74e-05	0.008228	0.078064	0.15108	0.19074
0.11	5.244e-07	8.496e-05	0.007346	0.074756	0.14892	0.18968
0.115	4.628e-07	7.402e-05	0.006552	0.071564	0.14664	0.18862
0.12	4.034e-07	6.388e-05	0.005854	0.068016	0.14432	0.1876
0.125	3.63e-07	5.632e-05	0.005214	0.064118	0.14204	0.18632
0.13	3.31e-07	5.108e-05	0.004624	0.06066	0.13964	0.18486
0.135	2.902e-07	4.694e-05	0.004092	0.0576	0.13716	0.18344
0.14	2.586e-07	4.342e-05	0.003622	0.05462	0.13484	0.182
0.145	2.374e-07	3.984e-05	0.003222	0.05172	0.13244	0.1805
0.15	2.182e-07	3.622e-05	0.002886	0.04888	0.12976	0.1791
0.155	2.058e-07	3.346e-05	0.002596	0.04608	0.12696	0.17762
0.16	2.018e-07	3.11e-05	0.002348	0.0433	0.12428	0.17604
0.165	2.002e-07	2.914e-05	0.00212	0.04062	0.12162	0.17456
0.17	1.946e-07	2.73e-05	0.001908	0.03812	0.11888	0.17314
0.175	1.874e-07	2.528e-05	0.001734	0.03572	0.11626	0.17162
0.18	1.774e-07	2.462e-05	0.001592	0.03344	0.11382	0.17006
0.185	1.56e-07	2.436e-05	0.001464	0.0313	0.11122	0.16848
0.19	1.432e-07	2.352e-05	0.001344	0.02918	0.10842	0.1668
0.195	1.468e-07	2.374e-05	0.001246	0.02712	0.1057	0.16514
0.2	1.46e-07	2.328e-05	0.001172	0.02522	0.10294	0.1635
0.205	1.498e-07	2.066e-05	0.001102	0.0235	0.10006	0.16174
0.21	1.558e-07	1.988e-05	0.00103	0.02186	0.09718	0.15994
0.215	1.432e-07	2.03e-05	0.000986	0.02024	0.09436	0.15826
0.22	1.348e-07	1.914e-05	0.000948	0.01868	0.09148	0.1563
0.225	1.408e-07	1.956e-05	0.000876	0.01724	0.08858	0.15418
0.23	1.414e-07	2.086e-05	0.000806	0.01592	0.08572	0.15234
0.235	1.462e-07	1.954e-05	0.000784	0.01468	0.08288	0.15048
0.24	1.616e-07	1.83e-05	0.00077	0.01358	0.08008	0.14836
0.245	1.69e-07	1.878e-05	0.000728	0.01264	0.0773	0.14636
0.25	1.522e-07	1.86e-05	0.000714	0.0117	0.07454	0.14456
0.255	1.262e-07	1.784e-05	0.000734	0.01072	0.07182	0.14256
0.26	1.088e-07	1.718e-05	0.00071	0.00992	0.0691	0.1404
0.265	1.06e-07	1.712e-05	0.000642	0.00928	0.0664	0.13828
0.27	1.144e-07	1.822e-05	0.00061	0.00858	0.06376	0.13614
0.275	1.264e-07	1.894e-05	0.000616	0.00788	0.06108	0.13376
0.28	1.43e-07	1.912e-05	0.000592	0.00728	0.0585	0.13144
0.285	1.578e-07	1.912e-05	0.000566	0.00674	0.05602	0.12932
0.29	1.542e-07	1.82e-05	0.00058	0.00628	0.05346	0.12706
0.295	1.256e-07	1.644e-05	0.000574	0.00592	0.05094	0.12476
0.3	1.096e-07	1.524e-05	0.000548	0.00564	0.04856	0.1226
0.305	1.178e-07	1.534e-05	0.000552	0.00538	0.0462	0.12034
0.31	1.246e-07	1.68e-05	0.00056	0.00506	0.04392	0.11788
0.315	1.28e-07	1.844e-05	0.000552	0.00472	0.04174	0.11548
0.32	1.398e-07	1.818e-05	0.000564	0.00446	0.0396	0.1131
0.325	1.526e-07	1.71e-05	0.000576	0.00426	0.03764	0.11068
0.33	1.468e-07	1.672e-05	0.000568	0.00402	0.03574	0.10828
0.335	1.332e-07	1.664e-05	0.000554	0.00378	0.03378	0.10586
0.34	1.242e-07	1.676e-05	0.000528	0.0036	0.03188	0.10336
0.345	1.214e-07	1.74e-05	0.000508	0.00346	0.03014	0.10082
0.35	1.178e-07	1.78e-05	0.000498	0.00336	0.02844	0.0983
0.355	1.188e-07	1.82e-05	0.000494	0.00328	0.02672	0.09574
0.36	1.308e-07	1.876e-05	0.00051	0.0032	0.02512	0.0932
0.365	1.364e-07	1.754e-05	0.00053	0.00308	0.02366	0.09074
0.37	1.396e-07	1.566e-05	0.000526	0.00286	0.0223	0.08828
0.375	1.434e-07	1.538e-05	0.000512	0.00266	0.02098	0.08576
0.38	1.36e-07	1.556e-05	0.000502	0.0026	0.0197	0.08326
0.385	1.254e-07	1.612e-05	0.000484	0.00256	0.01858	0.08088
0.39	1.29e-07	1.736e-05	0.000488	0.00254	0.01764	0.0785
0.395	1.374e-07	1.738e-05	0.000508	0.00262	0.01664	0.07604
0.4	1.366e-07	1.66e-05	0.0005	0.0026	0.0156	0.07358
0.405	1.272e-07	1.644e-05	0.000478	0.00242	0.0147	0.0711
0.41	1.2e-07	1.508e-05	0.000472	0.00236	0.01382	0.06862
0.415	1.224e-07	1.39e-05	0.00048	0.0024	0.01294	0.06624
0.42	1.228e-07	1.476e-05	0.00048	0.00232	0.01216	0.0639
0.425	1.296e-07	1.612e-05	0.000468	0.00226	0.01146	0.06158
0.43	1.486e-07	1.688e-05	0.000466	0.00234	0.01084	0.05934
0.435	1.616e-07	1.616e-05	0.000484	0.0023	0.01024	0.05708
0.44	1.592e-07	1.56e-05	0.000476	0.00212	0.00964	0.05476
0.445	1.48e-07	1.616e-05	0.00045	0.00212	0.0092	0.05248
0.45	1.358e-07	1.518e-05	0.000442	0.00218	0.00876	0.05034
0.455	1.288e-07	1.324e-05	0.00044	0.00208	0.00824	0.04832
0.46	1.254e-07	1.416e-05	0.000454	0.00204	0.00788	0.0463
0.465	1.214e-07	1.47e-05	0.000468	0.00212	0.00758	0.04438
0.47	1.218e-07	1.326e-05	0.000458	0.00212	0.00718	0.04254
0.475	1.266e-07	1.39e-05	0.000454	0.00206	0.00686	0.0406
0.48	1.244e-07	1.496e-05	0.000464	0.00204	0.00664	0.03868
0.485	1.162e-07	1.492e-05	0.000456	0.00202	0.00636	0.03688
0.49	1.214e-07	1.632e-05	0.000454	0.00198	0.00606	0.0351
0.495	1.276e-07	1.86e-05	0.000462	0.0019	0.0058	0.03346
0.5	1.196e-07	1.878e-05	0.000464	0.00184	0.00566	0.03196
0.505	1.246e-07	1.74e-05	0.000464	0.00188	0.0056	0.03038
0.51	1.384e-07	1.584e-05	0.000434	0.00196	0.00544	0.02884
0.515	1.372e-07	1.446e-05	0.000408	0.002	0.0053	0.02742
0.52	1.434e-07	1.378e-05	0.000418	0.00198	0.0052	0.02604
0.525	1.554e-07	1.346e-05	0.000426	0.002	0.0049	0.02474
0.53	1.514e-07	1.38e-05	0.000428	0.002	0.0046	0.02354
0.535	1.454e-07	1.502e-05	0.000448	0.00182	0.00456	0.02234
0.54	1.426e-07	1.528e-05	0.000448	0.00168	0.00448	0.0211
0.545	1.37e-07	1.398e-05	0.000438	0.00176	0.00428	0.0199
0.55	1.34e-07	1.334e-05	0.00045	0.00182	0.0043	0.0188
0.555	1.318e-07	1.43e-05	0.00044	0.00184	0.0043	0.0179
0.56	1.326e-07	1.52e-05	0.00041	0.00186	0.0041	0.01716
0.565	1.42e-07	1.53e-05	0.00041	0.00176	0.00408	0.01642
0.57	1.494e-07	1.592e-05	0.000426	0.00172	0.00414	0.01558
0.575	1.444e-07	1.72e-05	0.000404	0.00174	0.00402	0.01472
0.58	1.396e-07	1.714e-05	0.000384	0.00166	0.00388	0.01396
0.585	1.344e-07	1.594e-05	0.000398	0.00172	0.00374	0.0133
0.59	1.214e-07	1.506e-05	0.00041	0.00184	0.00356	0.01274
0.595	1.19e-07	1.37e-05	0.000406	0.00174	0.00348	0.01222
0.6	1.332e-07	1.264e-05	0.000412	0.00166	0.00348	0.0117
0.605	1.446e-07	1.3e-05	0.000426	0.00172	0.00356	0.0111
0.61	1.438e-07	1.306e-05	0.000424	0.00176	0.00372	0.01042
0.615	1.39e-07	1.252e-05	0.000414	0.00176	0.00374	0.00986
0.62	1.318e-07	1.272e-05	0.00041	0.00176	0.00362	0.00948
0.625	1.196e-07	1.356e-05	0.000408	0.00176	0.00352	0.00912
0.63	1.122e-07	1.466e-05	0.000398	0.00174	0.00342	0.00868
0.635	1.246e-07	1.502e-05	0.000392	0.00164	0.00332	0.0083
0.64	1.44e-07	1.54e-05	0.000394	0.00162	0.00328	0.008
0.645	1.578e-07	1.724e-05	0.000398	0.0017	0.00334	0.00768
0.65	1.686e-07	1.712e-05	0.00041	0.00164	0.00344	0.00742
0.655	1.702e-07	1.376e-05	0.00042	0.00156	0.0034	0.00726
0.66	1.592e-07	1.278e-05	0.000416	0.00162	0.00326	0.00714
0.665	1.51e-07	1.444e-05	0.000428	0.00164	0.0032	0.00692
0.67	1.472e-07	1.442e-05	0.000434	0.00156	0.00318	0.00664
0.675	1.452e-07	1.45e-05	0.000402	0.0016	0.00312	0.00644
0.68	1.464e-07	1.652e-05	0.000394	0.00168	0.00308	0.00628
0.685	1.424e-07	1.668e-05	0.000422	0.00164	0.00314	0.00604
0.69	1.406e-07	1.374e-05	0.000406	0.0016	0.00322	0.00582
0.695	1.442e-07	1.256e-05	0.000382	0.00162	0.00322	0.00576
0.7	1.45e-07	1.35e-05	0.00041	0.00162	0.0032	0.0057
0.705	1.496e-07	1.33e-05	0.000416	0.00156	0.00316	0.00552
0.71	1.572e-07	1.324e-05	0.000388	0.00158	0.00306	0.00536
0.715	1.522e-07	1.426e-05	0.000382	0.0017	0.003	0.00536
0.72	1.432e-07	1.47e-05	0.000388	0.0017	0.00296	0.0053
0.725	1.47e-07	1.492e-05	0.00039	0.00158	0.00288	0.00508
0.73	1.602e-07	1.512e-05	0.000386	0.0016	0.0029	0.005
0.735	1.686e-07	1.422e-05	0.00038	0.00164	0.00298	0.00498
0.74	1.73e-07	1.476e-05	0.000392	0.00148	0.0029	0.00476
0.745	1.69e-07	1.618e-05	0.000394	0.00144	0.00282	0.0046
0.75	1.566e-07	1.492e-05	0.000376	0.0016	0.00288	0.0046
0.755	1.424e-07	1.386e-05	0.000382	0.0016	0.0029	0.00456
0.76	1.31e-07	1.492e-05	0.00041	0.00144	0.00284	0.00452
0.765	1.356e-07	1.526e-05	0.000402	0.00144	0.0028	0.00448
0.77	1.58e-07	1.394e-05	0.00038	0.00158	0.0028	0.00436
0.775	1.722e-07	1.336e-05	0.000388	0.0016	0.00274	0.00426
0.78	1.652e-07	1.348e-05	0.000392	0.00154	0.00266	0.00424
0.785	1.63e-07	1.342e-05	0.000384	0.0016	0.00272	0.00424
0.79	1.624e-07	1.326e-05	0.000394	0.00166	0.00284	0.0043
0.795	1.486e-07	1.332e-05	0.000402	0.0015	0.00282	0.00432
0.8	1.468e-07	1.438e-05	0.000386	0.00134	0.00282	0.0041
0.805	1.688e-07	1.38e-05	0.000374	0.00138	0.00292	0.00386
0.81	1.82e-07	1.164e-05	0.000352	0.00146	0.00286	0.00388
0.815	1.846e-07	1.136e-05	0.00034	0.0015	0.0027	0.0039
0.82	1.92e-07	1.208e-05	0.000358	0.00158	0.00264	0.00378
0.825	1.868e-07	1.164e-05	0.000366	0.00166	0.00266	0.00384
0.83	1.742e-07	1.232e-05	0.000376	0.00166	0.00268	0.00392
0.835	1.676e-07	1.474e-05	0.0004	0.00158	0.00264	0.00372
0.84	1.546e-07	1.554e-05	0.000398	0.00148	0.00266	0.00356
0.845	1.362e-07	1.454e-05	0.000392	0.0014	0.00274	0.00362
0.85	1.36e-07	1.4e-05	0.000408	0.00132	0.00268	0.00372
0.855	1.61e-07	1.426e-05	0.000394	0.0013	0.00256	0.00376
0.86	1.906e-07	1.43e-05	0.000356	0.00136	0.00252	0.00372
0.865	2.008e-07	1.418e-05	0.000352	0.00144	0.00254	0.00364
0.87	2.032e-07	1.402e-05	0.000368	0.00156	0.00262	0.00364
0.875	2.068e-07	1.392e-05	0.000364	0.00166	0.0027	0.00366
0.88	1.834e-07	1.432e-05	0.000366	0.00166	0.00268	0.0036
0.885	1.608e-07	1.456e-05	0.000394	0.0016	0.00264	0.0036
0.89	1.712e-07	1.42e-05	0.000406	0.0015	0.00254	0.00366
0.895	1.864e-07	1.434e-05	0.000388	0.00136	0.00232	0.00364
0.9	1.856e-07	1.49e-05	0.00038	0.00128	0.00214	0.00352
