vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-6.009e-11	-3.36e-12	1.27e-12	3.1926e-07	-3.1912e-07	-1.1204e-10	5.923e-11	-2.89e-12	3.19e-07	-3.188e-07	-4.0604e-10	3.4668e-10	2.1e-13	3.1898e-07	-3.1882e-07	-1.5298e-09	1.471e-09	-1.88e-12	3.191e-07	-3.1902e-07	-5.3795e-09	5.3213e-09	-6.7e-13	3.1896e-07	-3.1882e-07	-1.80972e-08	1.8094e-08	-1.15e-12	3.1892e-07	-3.19e-07	-6.71938e-08	6.71598e-08	-6.28e-12	3.1902e-07	-3.1892e-07
0.005	-3.076e-11	-4.1e-12	-2.33e-12	3.1914e-07	-3.1912e-07	-9.386e-11	5.296e-11	-3.72e-12	3.1896e-07	-3.1892e-07	-3.7001e-10	3.2813e-10	4.2e-13	3.1898e-07	-3.1896e-07	-1.4516e-09	1.4044e-09	1e-13	3.1908e-07	-3.1902e-07	-5.151e-09	5.108e-09	-1.11e-12	3.1902e-07	-3.1898e-07	-1.73308e-08	1.73276e-08	0	3.1914e-07	-3.1902e-07	-6.41458e-08	6.41582e-08	4.39e-12	3.1904e-07	-3.189e-07
0.01	-2.029e-11	-4.3e-12	-7.4e-13	3.1914e-07	-3.1906e-07	-7.495e-11	4.837e-11	-4.65e-12	3.1902e-07	-3.1896e-07	-3.4222e-10	3.1406e-10	3.9e-13	3.1902e-07	-3.1892e-07	-1.372e-09	1.3375e-09	-1.57e-12	3.1908e-07	-3.19e-07	-4.928e-09	4.9024e-09	1.38e-12	3.1904e-07	-3.1892e-07	-1.6586e-08	1.66168e-08	-1.3e-12	3.1906e-07	-3.1898e-07	-6.12384e-08	6.12726e-08	-5.6e-13	3.19e-07	-3.1894e-07
0.015	-8.93e-12	-2.78e-12	-3.27e-12	3.1912e-07	-3.1902e-07	-5.896e-11	4.7e-11	-1.85e-12	3.1898e-07	-3.189e-07	-3.184e-10	2.9689e-10	-4.1e-13	3.1906e-07	-3.1896e-07	-1.2991e-09	1.2772e-09	1.17e-12	3.1908e-07	-3.1908e-07	-4.7174e-09	4.703e-09	1.29e-12	3.1898e-07	-3.1896e-07	-1.58978e-08	1.59388e-08	-9e-14	3.1906e-07	-3.1902e-07	-5.8497e-08	5.85498e-08	-3.27e-12	3.1902e-07	-3.1896e-07
0.02	4.2e-13	-4.55e-12	-4.79e-12	3.1914e-07	-3.1916e-07	-4.185e-11	4.213e-11	-1.47e-12	3.189e-07	-3.1896e-07	-2.8878e-10	2.8642e-10	-1.69e-12	3.1908e-07	-3.1896e-07	-1.22e-09	1.215e-09	1.21e-12	3.191e-07	-3.1902e-07	-4.5117e-09	4.5106e-09	1.16e-12	3.1892e-07	-3.1902e-07	-1.52218e-08	1.5284e-08	-1.6e-13	3.1908e-07	-3.191e-07	-5.588e-08	5.59392e-08	2.35e-12	3.1908e-07	-3.1894e-07
0.025	9.36e-12	-3.95e-12	-3.76e-12	3.191e-07	-3.1916e-07	-2.941e-11	3.785e-11	-1.5e-13	3.1892e-07	-3.1896e-07	-2.6471e-10	2.7282e-10	-2.63e-12	3.1898e-07	-3.1898e-07	-1.1482e-09	1.1581e-09	7.3e-13	3.191e-07	-3.1906e-07	-4.3176e-09	4.3268e-09	-2.83e-12	3.1902e-07	-3.1898e-07	-1.463e-08	1.47024e-08	-9.6e-13	3.1898e-07	-3.1898e-07	-5.33796e-08	5.34874e-08	-1.9e-13	3.1894e-07	-3.1896e-07
0.03	2.17e-11	-5.71e-12	-1.78e-12	3.192e-07	-3.1914e-07	-1.651e-11	3.507e-11	1.92e-12	3.1898e-07	-3.1892e-07	-2.4083e-10	2.5895e-10	-3.49e-12	3.1904e-07	-3.1912e-07	-1.0786e-09	1.1009e-09	-6.5e-13	3.1914e-07	-3.191e-07	-4.1297e-09	4.1488e-09	-1.74e-12	3.19e-07	-3.1898e-07	-1.40198e-08	1.41014e-08	1.51e-12	3.1902e-07	-3.1902e-07	-5.1015e-08	5.10776e-08	-4.57e-12	3.1906e-07	-3.19e-07
0.035	3.384e-11	-6.18e-12	-4.3e-13	3.1906e-07	-3.1914e-07	-3.91e-12	3.18e-11	1.77e-12	3.1884e-07	-3.1894e-07	-2.1905e-10	2.4794e-10	-3.25e-12	3.1896e-07	-3.1898e-07	-1.0147e-09	1.0523e-09	4.3e-13	3.1916e-07	-3.1912e-07	-3.9446e-09	3.9794e-09	-3.23e-12	3.191e-07	-3.1906e-07	-1.34334e-08	1.35268e-08	-1.51e-12	3.1902e-07	-3.1904e-07	-4.87376e-08	4.8831e-08	4.78e-12	3.1894e-07	-3.1894e-07
0.04	4.648e-11	-9.78e-12	9.7e-13	3.1912e-07	-3.191e-07	9.47e-12	2.655e-11	2.56e-12	3.1898e-07	-3.1898e-07	-1.9771e-10	2.3652e-10	-4.4e-13	3.1904e-07	-3.1898e-07	-9.6624e-10	1.0019e-09	1.21e-12	3.191e-07	-3.1914e-07	-3.7672e-09	3.8155e-09	-8.5e-13	3.191e-07	-3.191e-07	-1.28896e-08	1.29852e-08	-1.49e-12	3.1904e-07	-3.1902e-07	-4.65926e-08	4.6694e-08	1.85e-12	3.1898e-07	-3.1898e-07
0.045	6.189e-11	-1.078e-11	9.9e-13	3.1912e-07	-3.1916e-07	2.221e-11	2.688e-11	1.18e-12	3.1894e-07	-3.1896e-07	-1.7769e-10	2.2335e-10	1e-14	3.1902e-07	-3.1904e-07	-9.0686e-10	9.5432e-10	-1.8e-12	3.1908e-07	-3.1908e-07	-3.5958e-09	3.6549e-09	8.7e-13	3.1902e-07	-3.1904e-07	-1.23368e-08	1.2458e-08	-6.6e-13	3.1904e-07	-3.1904e-07	-4.45136e-08	4.4626e-08	-4.64e-12	3.1898e-07	-3.1904e-07
