vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.01V	ig_vd = 0.01V	is_vd = 0.01V	iavdd_vd = 0.01V	ignd_vd = 0.01V	id_vd = 0.02V	ig_vd = 0.02V	is_vd = 0.02V	iavdd_vd = 0.02V	ignd_vd = 0.02V	id_vd = 0.03V	ig_vd = 0.03V	is_vd = 0.03V	iavdd_vd = 0.03V	ignd_vd = 0.03V	id_vd = 0.04V	ig_vd = 0.04V	is_vd = 0.04V	iavdd_vd = 0.04V	ignd_vd = 0.04V	id_vd = 0.05V	ig_vd = 0.05V	is_vd = 0.05V	iavdd_vd = 0.05V	ignd_vd = 0.05V	id_vd = 0.06V	ig_vd = 0.06V	is_vd = 0.06V	iavdd_vd = 0.06V	ignd_vd = 0.06V	id_vd = 0.07V	ig_vd = 0.07V	is_vd = 0.07V	iavdd_vd = 0.07V	ignd_vd = 0.07V	id_vd = 0.08V	ig_vd = 0.08V	is_vd = 0.08V	iavdd_vd = 0.08V	ignd_vd = 0.08V	id_vd = 0.09V	ig_vd = 0.09V	is_vd = 0.09V	iavdd_vd = 0.09V	ignd_vd = 0.09V	id_vd = 0.1V	ig_vd = 0.1V	is_vd = 0.1V	iavdd_vd = 0.1V	ignd_vd = 0.1V
-0.3	1.6962e-10	-1.975e-09	-9.9e-13	3.1924e-07	-3.1726e-07	2.1851e-10	-1.9908e-09	-3.3e-13	3.1898e-07	-3.1714e-07	2.5839e-10	-2.0071e-09	8.8e-13	3.1898e-07	-3.1712e-07	3.0448e-10	-2.0236e-09	-1.9e-12	3.1884e-07	-3.171e-07	3.4585e-10	-2.042e-09	-4.5e-13	3.188e-07	-3.1706e-07	3.7322e-10	-2.0565e-09	-3.11e-12	3.1884e-07	-3.1724e-07	4.1645e-10	-2.0769e-09	5.4e-13	3.189e-07	-3.1724e-07	4.4279e-10	-2.0942e-09	5.58e-12	3.1892e-07	-3.173e-07	4.7854e-10	-2.1111e-09	-2e-12	3.189e-07	-3.172e-07	5.2624e-10	-2.1335e-09	1.12e-12	3.1892e-07	-3.1726e-07	5.5519e-10	-2.1549e-09	1.97e-12	3.1874e-07	-3.1716e-07
-0.295	1.6266e-10	-1.792e-09	5.71e-12	3.1914e-07	-3.1752e-07	2.0648e-10	-1.8015e-09	-1.12e-12	3.1904e-07	-3.1736e-07	2.4996e-10	-1.8175e-09	4.54e-12	3.189e-07	-3.1736e-07	2.9136e-10	-1.835e-09	-1.07e-12	3.1884e-07	-3.1728e-07	3.3401e-10	-1.8533e-09	-2.23e-12	3.189e-07	-3.1734e-07	3.5968e-10	-1.8687e-09	-1.49e-12	3.1892e-07	-3.1732e-07	4.0448e-10	-1.8869e-09	3.91e-12	3.1892e-07	-3.1742e-07	4.3851e-10	-1.9059e-09	3.86e-12	3.1896e-07	-3.175e-07	4.688e-10	-1.9225e-09	-2.61e-12	3.1888e-07	-3.1742e-07	5.1324e-10	-1.9423e-09	3.8e-13	3.188e-07	-3.174e-07	5.595e-10	-1.9646e-09	1.78e-12	3.1874e-07	-3.1736e-07
-0.29	1.5934e-10	-1.6212e-09	5.09e-12	3.191e-07	-3.176e-07	2.0018e-10	-1.6309e-09	2.3e-12	3.1898e-07	-3.175e-07	2.4343e-10	-1.6532e-09	3.48e-12	3.1888e-07	-3.1754e-07	2.8591e-10	-1.6671e-09	-1.61e-12	3.1886e-07	-3.1746e-07	3.2006e-10	-1.6821e-09	-2.57e-12	3.189e-07	-3.1744e-07	3.5032e-10	-1.702e-09	-2.24e-12	3.1892e-07	-3.176e-07	3.9463e-10	-1.7186e-09	3.97e-12	3.189e-07	-3.1754e-07	4.2694e-10	-1.7395e-09	3.86e-12	3.1896e-07	-3.1764e-07	4.58e-10	-1.7535e-09	-2.04e-12	3.189e-07	-3.1756e-07	5.0415e-10	-1.7731e-09	1e-13	3.1892e-07	-3.1766e-07	5.4998e-10	-1.7945e-09	-1.01e-12	3.1882e-07	-3.1754e-07
-0.285	1.4652e-10	-1.4683e-09	4.95e-12	3.191e-07	-3.1776e-07	1.904e-10	-1.4823e-09	-1.94e-12	3.1892e-07	-3.176e-07	2.3442e-10	-1.4958e-09	3.8e-13	3.1888e-07	-3.1764e-07	2.7483e-10	-1.5123e-09	-9.9e-13	3.1888e-07	-3.1758e-07	3.0414e-10	-1.5267e-09	-2.34e-12	3.188e-07	-3.1758e-07	3.3698e-10	-1.5454e-09	1.42e-12	3.1886e-07	-3.1766e-07	3.8288e-10	-1.564e-09	1.78e-12	3.189e-07	-3.1778e-07	4.2004e-10	-1.5793e-09	1.33e-12	3.1896e-07	-3.1778e-07	4.4598e-10	-1.5959e-09	-2.5e-13	3.189e-07	-3.1766e-07	4.939e-10	-1.6186e-09	-7.8e-13	3.1886e-07	-3.177e-07	5.3811e-10	-1.6376e-09	-1.2e-12	3.1872e-07	-3.1772e-07
-0.28	1.4291e-10	-1.3292e-09	3.61e-12	3.1906e-07	-3.1792e-07	1.792e-10	-1.3401e-09	-1.9e-13	3.1886e-07	-3.177e-07	2.2643e-10	-1.3592e-09	9.6e-13	3.1898e-07	-3.1774e-07	2.6776e-10	-1.3745e-09	-2.51e-12	3.1886e-07	-3.177e-07	2.9448e-10	-1.3905e-09	-8.3e-13	3.189e-07	-3.177e-07	3.2989e-10	-1.4105e-09	-6.8e-13	3.1894e-07	-3.1784e-07	3.7278e-10	-1.4248e-09	9.2e-13	3.1898e-07	-3.1782e-07	4.0529e-10	-1.4436e-09	-1.25e-12	3.19e-07	-3.1794e-07	4.4046e-10	-1.4624e-09	-3.3e-13	3.1892e-07	-3.1786e-07	4.7512e-10	-1.4757e-09	-1.82e-12	3.1886e-07	-3.1788e-07	5.2788e-10	-1.4994e-09	-4.51e-12	3.188e-07	-3.178e-07
-0.275	1.296e-10	-1.2025e-09	2.08e-12	3.1914e-07	-3.1796e-07	1.7504e-10	-1.215e-09	1.1e-13	3.189e-07	-3.1782e-07	2.189e-10	-1.2306e-09	-1.57e-12	3.1896e-07	-3.179e-07	2.5423e-10	-1.2476e-09	-5.4e-13	3.1886e-07	-3.1782e-07	2.8643e-10	-1.2645e-09	2.4e-12	3.188e-07	-3.1784e-07	3.2384e-10	-1.2842e-09	2.06e-12	3.1892e-07	-3.1796e-07	3.6382e-10	-1.2977e-09	-7.3e-13	3.1898e-07	-3.1802e-07	3.9665e-10	-1.3153e-09	-2.01e-12	3.1894e-07	-3.1796e-07	4.3099e-10	-1.3308e-09	1.18e-12	3.1886e-07	-3.1794e-07	4.6267e-10	-1.3514e-09	1.6e-13	3.188e-07	-3.1798e-07	5.1253e-10	-1.3707e-09	-6.8e-13	3.1884e-07	-3.1792e-07
-0.27	1.2357e-10	-1.0897e-09	6.2e-13	3.1914e-07	-3.1818e-07	1.6653e-10	-1.1037e-09	7.9e-13	3.1886e-07	-3.1786e-07	2.1004e-10	-1.1185e-09	-1.41e-12	3.189e-07	-3.18e-07	2.4196e-10	-1.135e-09	-3.05e-12	3.1886e-07	-3.1796e-07	2.7915e-10	-1.1509e-09	-7.3e-13	3.1886e-07	-3.1794e-07	3.1993e-10	-1.171e-09	4.2e-13	3.1898e-07	-3.1808e-07	3.5598e-10	-1.1841e-09	-1.05e-12	3.1894e-07	-3.1812e-07	3.8552e-10	-1.2033e-09	-5.3e-13	3.189e-07	-3.1808e-07	4.2207e-10	-1.2228e-09	4.07e-12	3.1886e-07	-3.1802e-07	4.5238e-10	-1.2419e-09	2.6e-13	3.1892e-07	-3.1814e-07	5.0475e-10	-1.258e-09	-2.45e-12	3.1874e-07	-3.1796e-07
-0.265	1.1484e-10	-9.8941e-10	-3e-13	3.1906e-07	-3.1814e-07	1.5815e-10	-1.0006e-09	1.76e-12	3.1886e-07	-3.181e-07	2.0059e-10	-1.0141e-09	2.9e-13	3.1894e-07	-3.1812e-07	2.3214e-10	-1.0321e-09	1.11e-12	3.188e-07	-3.1802e-07	2.699e-10	-1.0467e-09	2.05e-12	3.189e-07	-3.1808e-07	3.1137e-10	-1.0641e-09	5.3e-13	3.1894e-07	-3.1816e-07	3.5019e-10	-1.0822e-09	6e-13	3.1892e-07	-3.181e-07	3.7518e-10	-1.0972e-09	-1.23e-12	3.189e-07	-3.1824e-07	4.2061e-10	-1.1179e-09	3.42e-12	3.1882e-07	-3.1818e-07	4.4164e-10	-1.1338e-09	9.7e-13	3.1886e-07	-3.182e-07	4.8866e-10	-1.1553e-09	-2.4e-13	3.1874e-07	-3.1814e-07
-0.26	1.061e-10	-8.9445e-10	2.3e-12	3.192e-07	-3.1838e-07	1.4736e-10	-9.0685e-10	6.6e-13	3.1882e-07	-3.1808e-07	1.8901e-10	-9.2262e-10	6e-14	3.189e-07	-3.1812e-07	2.2602e-10	-9.3602e-10	-4.31e-12	3.189e-07	-3.1812e-07	2.6846e-10	-9.5536e-10	-4.38e-12	3.1884e-07	-3.1814e-07	3.0219e-10	-9.7217e-10	-1.75e-12	3.1894e-07	-3.182e-07	3.4225e-10	-9.8697e-10	-2.68e-12	3.1886e-07	-3.182e-07	3.6429e-10	-1.0048e-09	6.9e-13	3.19e-07	-3.183e-07	4.115e-10	-1.0248e-09	1.55e-12	3.1884e-07	-3.183e-07	4.3592e-10	-1.0411e-09	1.39e-12	3.1884e-07	-3.182e-07	4.8224e-10	-1.0606e-09	6.1e-13	3.1878e-07	-3.1818e-07
-0.255	1.0491e-10	-8.1023e-10	-6.9e-13	3.1914e-07	-3.1848e-07	1.4279e-10	-8.2545e-10	4.1e-13	3.1894e-07	-3.1824e-07	1.8439e-10	-8.3748e-10	-5.7e-13	3.1884e-07	-3.1812e-07	2.1873e-10	-8.5247e-10	-4.02e-12	3.1892e-07	-3.1828e-07	2.4861e-10	-8.703e-10	-1.45e-12	3.189e-07	-3.1834e-07	2.8173e-10	-8.8597e-10	1.62e-12	3.1896e-07	-3.1834e-07	3.2396e-10	-9.0023e-10	-1.27e-12	3.1896e-07	-3.183e-07	3.548e-10	-9.207e-10	7e-14	3.1898e-07	-3.1842e-07	4.0146e-10	-9.3625e-10	4e-13	3.189e-07	-3.183e-07	4.266e-10	-9.5627e-10	-7.7e-13	3.1886e-07	-3.1838e-07	4.7165e-10	-9.7339e-10	-2.51e-12	3.1884e-07	-3.1826e-07
