|Vds|	Gm_|Vgs|=0.15V	Gm_|Vgs|=0.3V	Gm_|Vgs|=0.45V	Gm_|Vgs|=0.6V	Gm_|Vgs|=0.75V	Gm_|Vgs|=0.9V
0.9	1.626e-05	1.264e-05	1.652e-05	7.05999999999997e-06	1.052e-05	-1.016e-05
0.895	1.57116666666667e-05	1.25016666666667e-05	1.617e-05	9.44666666666664e-06	1.18116666666667e-05	-1.80666666666666e-06
0.89	1.5409e-05	1.3202e-05	1.5778e-05	1.0566e-05	1.2656e-05	4.27200000000001e-06
0.885	1.4884e-05	1.3452e-05	1.5137e-05	1.1502e-05	1.3313e-05	8.732e-06
0.88	1.4293e-05	1.351e-05	1.4603e-05	1.2532e-05	1.3805e-05	1.1489e-05
0.875	1.4375e-05	1.3501e-05	1.4347e-05	1.2759e-05	1.358e-05	1.1912e-05
0.87	1.431e-05	1.3447e-05	1.4061e-05	1.2601e-05	1.2875e-05	1.1392e-05
0.865	1.3594e-05	1.3197e-05	1.346e-05	1.2808e-05	1.2335e-05	1.0814e-05
0.86	1.3148e-05	1.2925e-05	1.2689e-05	1.2909e-05	1.1754e-05	1.039e-05
0.855	1.2822e-05	1.2684e-05	1.2132e-05	1.264e-05	1.1217e-05	1.0301e-05
0.85	1.1967e-05	1.2288e-05	1.17e-05	1.2246e-05	1.1235e-05	1.0246e-05
0.845	1.1351e-05	1.1818e-05	1.1234e-05	1.1803e-05	1.145e-05	9.88900000000001e-06
0.84	1.127e-05	1.1294e-05	1.1018e-05	1.1462e-05	1.13970000000001e-05	9.22500000000003e-06
0.835	1.1115e-05	1.0699e-05	1.1069e-05	1.1091e-05	1.1152e-05	8.83700000000003e-06
0.83	1.0804e-05	1.0321e-05	1.0984e-05	1.0512e-05	1.0739e-05	8.67100000000001e-06
0.825	1.0616e-05	1.0156e-05	1.0437e-05	9.91800000000001e-06	1.0268e-05	8.22700000000002e-06
0.82	1.0473e-05	1.0194e-05	9.77600000000001e-06	9.52000000000001e-06	9.92500000000001e-06	7.84000000000001e-06
0.815	1.0191e-05	1.0542e-05	9.46399999999999e-06	9.27999999999999e-06	9.52399999999999e-06	7.99599999999999e-06
0.81	1.0029e-05	1.0615e-05	9.26799999999999e-06	9.15799999999999e-06	9.15999999999999e-06	8.10899999999999e-06
0.805	9.97899999999999e-06	1.0287e-05	8.898e-06	9.09099999999999e-06	8.95599999999999e-06	7.611e-06
0.8	9.648e-06	9.87399999999999e-06	8.651e-06	8.87699999999999e-06	8.57899999999999e-06	7.33899999999999e-06
0.795	9.195e-06	9.13899999999999e-06	8.67999999999999e-06	8.72599999999999e-06	8.23599999999999e-06	7.49899999999999e-06
0.79	8.905e-06	8.26099999999999e-06	8.62899999999999e-06	8.72599999999999e-06	8.19099999999999e-06	7.06299999999999e-06
0.785	8.49299999999999e-06	7.954e-06	8.56199999999999e-06	8.43599999999999e-06	8.19699999999999e-06	6.327e-06
0.78	8.07499999999999e-06	8.154e-06	8.53399999999999e-06	7.99999999999999e-06	8.01199999999999e-06	6.23199999999999e-06
0.775	7.93099999999999e-06	8.213e-06	8.20499999999999e-06	7.93599999999999e-06	7.78399999999999e-06	6.29e-06
0.77	7.80099999999999e-06	8.10499999999999e-06	7.694e-06	7.87199999999999e-06	7.43299999999999e-06	6.066e-06
0.765	7.58399999999999e-06	7.99699999999999e-06	7.37699999999999e-06	7.39299999999999e-06	6.89299999999999e-06	6.183e-06
0.76	7.55199999999999e-06	7.66599999999999e-06	7.02299999999999e-06	7.08699999999999e-06	6.69499999999999e-06	6.44e-06
0.755	7.67399999999999e-06	7.22599999999999e-06	6.435e-06	7.12499999999999e-06	6.71399999999999e-06	6.217e-06
