Dispositivi,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealing
100-30,0,-0.395952485701722,-1.53492691988072,-2.29261377523586,-3.25560932688077,-7.85550178423034,-10.3045412328298,-22.1635625947109,-13.5748154665884
100-60,0,-0.336927223719695,-1.62950257289881,-2.56064690026955,-3.71232541043863,-9.21955403087479,-12.8951237441804,-28.7552070570939,-18.6841460426366
100-180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200-30,0,-0.126492801071466,-0.974738643550734,-1.55139700137654,-1.68905093195431,-5.03366940734402,-6.62227017374158,-15.9938985825366,-9.56136761040217
200-60,0,-0.171218915613536,-1.2922951487974,-2.08724011414594,-2.76396249490419,-7.46432939258051,-10.3954341622503,-23.9258051365675,-14.3293925805137
200-180,0,-0.144202222410734,-3.29120366443296,-4.15641699889728,-5.47120196793622,-11.5870726948851,-15.9385868182204,-36.7630842310629,-25.9733650012724
600-30,0,-0.318557846647744,-1.27917026793432,-1.96320533399186,-3.02506482281764,-7.41079145573528,-9.64316582294112,-21.8570193851093,-13.4065934065934
600-60,0,-0.0843994314143641,-0.752931769722812,-1.59914712153518,-1.79237739872069,-5.89685501066099,-7.94465174129354,-20.7800284292822,-12.808724235963
600-180,0,-0.183318056828595,-1.36724717384661,-2.30675221509319,-3.555606477238,-10.0901313779407,-14.4210204705163,-35.9417965169569,-22.1394744882371
