Dispositivi,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealing
100-30,0,-0.331657216219105,-1.17684818658392,-1.78666951963195,-2.18251845511928,-5.5418850968225,-7.44623943511286,-18.6476944474163,-10.2706750829143
100-60,0,-0.276442307692292,-1.29807692307691,-2.07932692307692,-2.56009615384615,-6.97115384615383,-9.95192307692306,-24.9158653846154,-14.5793269230769
100-180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200-30,0,0.00881600987392458,-0.564224631931586,-0.996209115754212,-0.458432513444415,-2.63598695230539,-3.4911399100767,-11.2315965793882,-6.14475888212996
200-60,0,-0.0436681222707406,-0.847161572052401,-1.3886462882096,-1.31004366812228,-4.42794759825328,-6.33187772925764,-17.938864628821,-9.4061135371179
200-180,0,0.031801558276346,-2.05120050882494,-2.62362855779934,-3.10065193194468,-7.53537923358245,-10.6948640483384,-29.6724439497535,-18.8694546032756
600-30,0,-0.0559198820598881,-0.645620456509593,-0.981139748868904,-1.11839764119771,-3.88388999034112,-5.06329113924051,-14.8238523715114,-8.37273143205736
600-60,0,0.0544780998038766,-0.168882109392023,-0.789932447156239,-0.2233602091959,-2.35890172150795,-3.12704292874265,-12.050555676618,-6.52647635650469
600-180,0,-0.0158478605388156,-0.736925515055462,-1.26782884310617,-1.38668779714738,-5.43581616481774,-7.94770206022186,-25.9350237717908,-13.486529318542
