Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
1.2	-5.3894e-06	2.7344e-09	5.2661e-06	3.802e-07	-2.581e-07	-4.6683e-06	1.8781e-09	4.6085e-06	3.2216e-07	-2.6398e-07	-3.9019e-06	1.2464e-09	3.8725e-06	2.9106e-07	-2.6336e-07	-3.0425e-06	7.9467e-10	3.028e-06	2.7502e-07	-2.6252e-07	-2.1557e-06	4.9185e-10	2.153e-06	2.6678e-07	-2.616e-07	-1.2521e-06	2.9154e-10	1.2543e-06	2.621e-07	-2.6026e-07	-3.8761e-09	1.7317e-10	3.4343e-09	2.592e-07	-2.5938e-07
1.195	-5.463e-06	2.6912e-09	5.3387e-06	3.7936e-07	-2.5806e-07	-4.7386e-06	1.8472e-09	4.6712e-06	3.2134e-07	-2.6348e-07	-3.9613e-06	1.2225e-09	3.9313e-06	2.9056e-07	-2.6302e-07	-3.094e-06	7.7819e-10	3.0823e-06	2.7472e-07	-2.622e-07	-2.1972e-06	4.7882e-10	2.1935e-06	2.6658e-07	-2.6144e-07	-1.2835e-06	2.8146e-10	1.283e-06	2.6204e-07	-2.6026e-07	-4.2387e-09	1.6605e-10	4.1838e-09	2.5918e-07	-2.592e-07
1.19	-5.5371e-06	2.6534e-09	5.411e-06	3.7876e-07	-2.5814e-07	-4.7988e-06	1.8149e-09	4.7418e-06	3.2074e-07	-2.6306e-07	-4.0255e-06	1.1982e-09	3.9922e-06	2.9014e-07	-2.6276e-07	-3.1483e-06	7.6026e-10	3.1355e-06	2.7446e-07	-2.6202e-07	-2.241e-06	4.6471e-10	2.2369e-06	2.6646e-07	-2.612e-07	-1.3124e-06	2.7178e-10	1.3096e-06	2.6192e-07	-2.6014e-07	-4.347e-09	1.5742e-10	4.2208e-09	2.592e-07	-2.5914e-07
1.185	-5.6169e-06	2.6138e-09	5.4929e-06	3.7778e-07	-2.581e-07	-4.8672e-06	1.7876e-09	4.8127e-06	3.2e-07	-2.6284e-07	-4.0878e-06	1.1751e-09	4.0547e-06	2.8984e-07	-2.625e-07	-3.1976e-06	7.4276e-10	3.1868e-06	2.743e-07	-2.6186e-07	-2.2908e-06	4.5292e-10	2.2861e-06	2.663e-07	-2.611e-07	-1.3401e-06	2.6272e-10	1.3393e-06	2.619e-07	-2.6016e-07	-4.5037e-09	1.5141e-10	4.3179e-09	2.5918e-07	-2.5912e-07
1.18	-5.6767e-06	2.5755e-09	5.5585e-06	3.7746e-07	-2.5812e-07	-4.9385e-06	1.7585e-09	4.8795e-06	3.1952e-07	-2.625e-07	-4.1488e-06	1.152e-09	4.1182e-06	2.895e-07	-2.623e-07	-3.2526e-06	7.2547e-10	3.2458e-06	2.7412e-07	-2.6162e-07	-2.3345e-06	4.4173e-10	2.3309e-06	2.662e-07	-2.6096e-07	-1.3711e-06	2.5266e-10	1.3681e-06	2.618e-07	-2.6002e-07	-4.5117e-09	1.4383e-10	4.369e-09	2.5916e-07	-2.5912e-07
1.175	-5.7538e-06	2.5375e-09	5.6361e-06	3.7644e-07	-2.5812e-07	-5.008e-06	1.7289e-09	4.9419e-06	3.1904e-07	-2.6232e-07	-4.2107e-06	1.1297e-09	4.1787e-06	2.8926e-07	-2.621e-07	-3.3081e-06	7.1021e-10	3.2958e-06	2.7392e-07	-2.6152e-07	-2.3772e-06	4.2887e-10	2.3748e-06	2.6616e-07	-2.6092e-07	-1.3991e-06	2.4432e-10	1.3979e-06	2.617e-07	-2.5998e-07	-4.6701e-09	1.3809e-10	4.5016e-09	2.5912e-07	-2.5916e-07
1.17	-5.8298e-06	2.5e-09	5.7081e-06	3.7562e-07	-2.5816e-07	-5.0708e-06	1.7008e-09	5.0208e-06	3.1858e-07	-2.6204e-07	-4.2706e-06	1.1115e-09	4.2432e-06	2.8896e-07	-2.6194e-07	-3.3624e-06	6.9557e-10	3.3535e-06	2.738e-07	-2.6138e-07	-2.4279e-06	4.1766e-10	2.4182e-06	2.6592e-07	-2.608e-07	-1.4276e-06	2.3582e-10	1.4258e-06	2.6166e-07	-2.5984e-07	-4.6732e-09	1.3262e-10	4.5571e-09	2.5916e-07	-2.5908e-07
1.165	-5.9133e-06	2.4624e-09	5.7923e-06	3.7502e-07	-2.58e-07	-5.1475e-06	1.6719e-09	5.0915e-06	3.1818e-07	-2.6194e-07	-4.3339e-06	1.0889e-09	4.3087e-06	2.8882e-07	-2.6174e-07	-3.4202e-06	6.7943e-10	3.4061e-06	2.7364e-07	-2.6134e-07	-2.4698e-06	4.0736e-10	2.467e-06	2.6592e-07	-2.6074e-07	-1.4593e-06	2.2822e-10	1.4599e-06	2.6158e-07	-2.5988e-07	-4.8122e-09	1.2649e-10	4.6864e-09	2.5916e-07	-2.5912e-07
1.16	-5.9841e-06	2.4261e-09	5.8694e-06	3.744e-07	-2.58e-07	-5.2185e-06	1.6442e-09	5.1646e-06	3.1776e-07	-2.6172e-07	-4.3986e-06	1.0676e-09	4.3719e-06	2.8864e-07	-2.616e-07	-3.4757e-06	6.6456e-10	3.4672e-06	2.7346e-07	-2.6116e-07	-2.5157e-06	3.9681e-10	2.5116e-06	2.6584e-07	-2.6058e-07	-1.491e-06	2.1876e-10	1.488e-06	2.6158e-07	-2.5984e-07	-4.8949e-09	1.2158e-10	4.7526e-09	2.5922e-07	-2.5908e-07
1.155	-6.0628e-06	2.3912e-09	5.9444e-06	3.737e-07	-2.58e-07	-5.2936e-06	1.6159e-09	5.2369e-06	3.1752e-07	-2.616e-07	-4.4613e-06	1.0467e-09	4.4347e-06	2.8848e-07	-2.617e-07	-3.5361e-06	6.5009e-10	3.5234e-06	2.7346e-07	-2.6106e-07	-2.5623e-06	3.8516e-10	2.558e-06	2.6578e-07	-2.6064e-07	-1.52e-06	2.1189e-10	1.5191e-06	2.6156e-07	-2.598e-07	-5.0306e-09	1.1586e-10	4.9133e-09	2.5912e-07	-2.5908e-07
1.15	-6.1451e-06	2.3544e-09	6.0264e-06	3.731e-07	-2.5796e-07	-5.361e-06	1.5878e-09	5.3062e-06	3.175e-07	-2.6156e-07	-4.5276e-06	1.0274e-09	4.5072e-06	2.8826e-07	-2.6134e-07	-3.5948e-06	6.3609e-10	3.5807e-06	2.7334e-07	-2.6094e-07	-2.612e-06	3.735e-10	2.6025e-06	2.6568e-07	-2.6056e-07	-1.5502e-06	2.0546e-10	1.5489e-06	2.6154e-07	-2.5982e-07	-5.0326e-09	1.1128e-10	4.9251e-09	2.591e-07	-2.5916e-07
