|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-6.54000000000012e-09	-1.95200000000004e-08	-3.3880000000001e-08	-9.04000000000012e-08	-1.73360000000002e-07	-2.80000000000006e-08
-0.295	-4.45666666666667e-09	-1.51733333333334e-08	-2.92666666666669e-08	-6.50299999999998e-08	-1.2617e-07	-7.23333333333336e-08
-0.29	-3.729e-09	-9.15100000000004e-09	-2.01640000000001e-08	-4.8378e-08	-9.70719999999997e-08	-9.80000000000002e-08
-0.285	-3.00099999999998e-09	-5.77599999999995e-09	-1.52519999999999e-08	-3.55959999999997e-08	-7.44479999999993e-08	-1.154e-07
-0.28	-2.535e-09	-3.132e-09	-1.08239999999999e-08	-2.554e-08	-5.74579999999999e-08	-1.25e-07
-0.275	-2.351e-09	-1.658e-09	-7.63599999999997e-09	-2.13480000000001e-08	-5.4552e-08	-1.272e-07
-0.27	-1.939e-09	-1.79000000000001e-09	-7.90599999999998e-09	-2.1048e-08	-5.54560000000002e-08	-1.306e-07
-0.265	-1.288e-09	-3.19200000000002e-09	-9.02799999999997e-09	-2.028e-08	-5.41780000000001e-08	-1.32e-07
-0.26	-8.37e-10	-3.89200000000002e-09	-8.56399999999999e-09	-1.79740000000001e-08	-5.28619999999999e-08	-1.298e-07
-0.255	-4.81999999999999e-10	-3.937e-09	-8.864e-09	-1.6952e-08	-4.883e-08	-1.274e-07
-0.25	-4.99999999999996e-10	-4.383e-09	-9.09999999999999e-09	-1.7534e-08	-4.50200000000002e-08	-1.208e-07
-0.245	-1.15899999999999e-09	-4.317e-09	-7.896e-09	-1.6162e-08	-4.52720000000001e-08	-1.11e-07
-0.24	-1.967e-09	-3.638e-09	-8.04200000000002e-09	-1.41779999999999e-08	-4.46039999999999e-08	-9.90000000000001e-08
-0.235	-2.33700000000001e-09	-3.25100000000002e-09	-7.69800000000004e-09	-1.41899999999999e-08	-4.04200000000002e-08	-8.74e-08
-0.23	-2.27600000000001e-09	-3.39100000000003e-09	-5.776e-09	-1.595e-08	-3.94480000000001e-08	-8.37999999999997e-08
-0.225	-1.91900000000001e-09	-3.35900000000002e-09	-6.67e-09	-1.7502e-08	-4.1688e-08	-8.33999999999998e-08
-0.22	-1.32900000000001e-09	-3.46100000000001e-09	-8.39800000000004e-09	-1.7366e-08	-4.0506e-08	-8.06000000000001e-08
-0.215	-7.8800000000001e-10	-3.32500000000001e-09	-7.80600000000002e-09	-1.81080000000001e-08	-3.6398e-08	-8.26240000000002e-08
-0.21	-5.13e-10	-2.89599999999999e-09	-7.73399999999997e-09	-1.73940000000001e-08	-3.60719999999999e-08	-8.64140000000001e-08
-0.205	-5.59000000000001e-10	-2.495e-09	-7.51199999999998e-09	-1.15740000000001e-08	-3.8068e-08	-8.35340000000002e-08
-0.2	-7.39000000000003e-10	-2.46000000000001e-09	-5.62799999999998e-09	-7.79000000000003e-09	-3.2394e-08	-7.80680000000002e-08
-0.195	-8.66000000000002e-10	-3.50199999999999e-09	-3.80199999999998e-09	-8.26800000000006e-09	-2.4374e-08	-7.22379999999998e-08
-0.19	-4.85000000000002e-10	-3.74199999999998e-09	-2.33999999999997e-09	-5.80000000000002e-09	-2.48280000000001e-08	-6.67319999999996e-08
-0.185	1.27e-10	-2.171e-09	-2.57599999999999e-09	-4.21199999999992e-09	-2.6496e-08	-6.72759999999998e-08
-0.18	1.74000000000002e-10	-6.22e-10	-3.17200000000003e-09	-7.6799999999999e-09	-2.2882e-08	-6.78379999999999e-08
-0.175	1.70000000000002e-10	4.88000000000001e-10	-2.666e-09	-8.63999999999993e-09	-2.2772e-08	-6.32719999999998e-08
-0.17	5.60000000000002e-10	1.93499999999998e-09	-3.49999999999996e-09	-7.03199999999994e-09	-2.52259999999999e-08	-5.75539999999999e-08
-0.165	7.58000000000002e-10	2.65399999999998e-09	-3.61599999999998e-09	-7.52799999999995e-09	-2.03739999999999e-08	-5.22240000000001e-08
-0.16	8.29000000000003e-10	1.904e-09	-3.06000000000003e-10	-6.57200000000001e-09	-1.49279999999999e-08	-4.83220000000001e-08
-0.155	1.343e-09	6.89e-10	1.89799999999999e-09	-3.8740000000001e-09	-1.5632e-08	-4.9946e-08
-0.15	2.172e-09	6.4199999999999e-10	1.438e-09	-4.47200000000014e-09	-1.56839999999999e-08	-5.305e-08
-0.145	3.003e-09	2.30700000000001e-09	2.622e-09	-6.16400000000005e-09	-1.2384e-08	-5.1634e-08
-0.14	3.384e-09	3.91200000000002e-09	3.47999999999997e-09	-4.36999999999999e-09	-8.766e-09	-5.19799999999999e-08
-0.135	3.60299999999999e-09	4.53800000000002e-09	1.03399999999996e-09	-2.37800000000001e-09	-4.18399999999999e-09	-4.8504e-08
-0.13	4.27499999999999e-09	5.27300000000003e-09	6.33999999999971e-10	-8.43999999999977e-10	1.61400000000006e-09	-3.6766e-08
-0.125	4.71599999999999e-09	6.47100000000002e-09	5.35599999999997e-09	2.34000000000007e-09	1.8560000000001e-09	-2.52679999999999e-08
-0.12	5.09199999999999e-09	7.45399999999999e-09	9.13799999999999e-09	5.13200000000003e-09	-1.74999999999993e-09	-1.8348e-08
-0.115	6.62899999999999e-09	7.85299999999996e-09	1.1032e-08	7.36e-09	-4.04000000000008e-10	-1.52580000000001e-08
-0.11	8.92100000000003e-09	8.40499999999998e-09	1.56200000000001e-08	8.79400000000009e-09	1.00000000000005e-09	-1.45439999999999e-08
-0.105	1.0887e-08	1.0595e-08	1.8554e-08	9.53400000000007e-09	4.26000000000045e-10	-1.19499999999998e-08
-0.1	1.315e-08	1.4142e-08	1.8052e-08	1.3536e-08	5.92799999999997e-09	-6.85399999999997e-09
-0.095	1.5983e-08	1.716e-08	1.9284e-08	2.0162e-08	1.4224e-08	-3.20000000000026e-10
-0.09	1.8387e-08	2.0094e-08	2.2826e-08	2.48880000000001e-08	1.9956e-08	1.43959999999999e-08
-0.085	2.0707e-08	2.5129e-08	2.7252e-08	3.2104e-08	2.8748e-08	2.93919999999999e-08
-0.08	2.3954e-08	3.1034e-08	3.2646e-08	4.1978e-08	4.06659999999999e-08	3.60840000000001e-08
-0.075	2.819e-08	3.544e-08	3.9144e-08	4.8448e-08	5.26099999999999e-08	4.41240000000001e-08
-0.07	3.2654e-08	4.0367e-08	4.7504e-08	5.6276e-08	6.7394e-08	5.64539999999999e-08
-0.0649999999999999	3.7646e-08	4.8261e-08	5.7408e-08	6.88099999999998e-08	8.08540000000001e-08	7.05899999999999e-08
-0.0599999999999999	4.4344e-08	5.6925e-08	6.77179999999999e-08	8.19239999999998e-08	9.1828e-08	9.1098e-08
-0.0549999999999999	5.222e-08	6.5302e-08	7.93899999999999e-08	9.65819999999999e-08	1.09842e-07	1.17228e-07
-0.0499999999999999	6.04410000000001e-08	7.55290000000001e-08	9.32500000000002e-08	1.16212e-07	1.33088e-07	1.45162e-07
-0.0449999999999999	7.02840000000003e-08	8.76980000000004e-08	1.10152e-07	1.36646000000001e-07	1.53418e-07	1.76140000000001e-07
-0.0399999999999999	8.27100000000003e-08	1.01648e-07	1.27734e-07	1.56608000000001e-07	1.77398e-07	2.10654000000001e-07
-0.035	9.65820000000003e-08	1.18257e-07	1.45778e-07	1.81290000000001e-07	2.12354000000001e-07	2.49970000000001e-07
-0.03	1.12199e-07	1.38386e-07	1.69796e-07	2.10522000000001e-07	2.50692000000001e-07	2.98722000000001e-07
-0.025	1.30751e-07	1.62982e-07	2.00504e-07	2.44128e-07	2.91092e-07	3.52026e-07
-0.02	1.52032e-07	1.91346e-07	2.3414e-07	2.85006e-07	3.41928e-07	4.055e-07
-0.015	1.76306e-07	2.23088e-07	2.73668e-07	3.33826e-07	4.0174e-07	4.71778e-07
-0.01	2.04468e-07	2.5939e-07	3.22464e-07	3.89698e-07	4.66102e-07	5.57599999999999e-07
-0.005	2.37856e-07	3.01656e-07	3.7669e-07	4.53308e-07	5.43116e-07	6.55599999999999e-07
-0	2.77215e-07	3.5091e-07	4.35728e-07	5.26968e-07	6.38194e-07	7.66199999999999e-07
0.005	3.22816e-07	4.08448e-07	5.05222e-07	6.14857999999999e-07	7.46315999999999e-07	8.99799999999999e-07
0.01	3.76623e-07	4.75244e-07	5.88007999999999e-07	7.18189999999999e-07	8.70201999999999e-07	1.0538e-06
0.015	4.40089e-07	5.52782e-07	6.83253999999999e-07	8.35213999999999e-07	1.016306e-06	1.224e-06
0.02	5.13492e-07	6.43525999999999e-07	7.94723999999999e-07	9.72293999999999e-07	1.184846e-06	1.4234e-06
0.025	5.96958e-07	7.48447999999999e-07	9.25647999999999e-07	1.13312e-06	1.380218e-06	1.666e-06
0.03	6.92876e-07	8.69925999999999e-07	1.07606e-06	1.31943e-06	1.608672e-06	1.9504e-06
0.035	8.04617999999999e-07	1.011284e-06	1.249538e-06	1.53622e-06	1.869706e-06	2.2722e-06
0.04	9.34295999999999e-07	1.17622e-06	1.453558e-06	1.785016e-06	2.173776e-06	2.6458e-06
0.045	1.08418e-06	1.368592e-06	1.690948e-06	2.075722e-06	2.534978e-06	3.0812e-06
0.05	1.259306e-06	1.593308e-06	1.96581e-06	2.42088e-06	2.955058e-06	3.5824e-06
0.055	1.465224e-06	1.853676e-06	2.286216e-06	2.815946e-06	3.4394e-06	4.1638e-06
0.0600000000000001	1.704124e-06	2.157926e-06	2.660326e-06	3.270068e-06	4.0032e-06	4.845e-06
0.0650000000000001	1.978302e-06	2.514488e-06	3.095652e-06	3.811284e-06	4.6556e-06	5.64239999999999e-06
0.0700000000000001	2.29875e-06	2.92558e-06	3.604608e-06	4.4412e-06	5.4082e-06	6.56739999999999e-06
0.0750000000000001	2.67242400000001e-06	3.39750400000001e-06	4.19875400000001e-06	5.15880000000001e-06	6.28080000000001e-06	7.63580000000002e-06
0.0800000000000001	3.10280400000001e-06	3.94466200000002e-06	4.88169400000002e-06	5.99780000000003e-06	7.30660000000003e-06	8.87680000000004e-06
0.0850000000000001	3.60276400000001e-06	4.58378400000002e-06	5.67000000000002e-06	6.97580000000003e-06	8.51080000000003e-06	1.03176e-05
0.09	4.18782000000001e-06	5.32335200000002e-06	6.59440000000002e-06	8.10360000000003e-06	9.89960000000003e-06	1.19914e-05
0.095	4.86386200000001e-06	6.16760000000002e-06	7.66820000000002e-06	9.42260000000003e-06	1.15036e-05	1.3949e-05
0.1	5.651382e-06	7.15180000000001e-06	8.91600000000001e-06	1.096e-05	1.3384e-05	1.62384e-05
0.105	6.58979999999999e-06	8.31939999999999e-06	1.03848e-05	1.27354e-05	1.55722e-05	1.88834e-05
0.11	7.73939999999999e-06	9.68479999999999e-06	1.20862e-05	1.48078e-05	1.81006e-05	2.19078e-05
0.115	9.08699999999999e-06	1.12558e-05	1.4035e-05	1.72346e-05	2.09958e-05	2.53944e-05
0.12	1.05144e-05	1.30848e-05	1.63056e-05	2.00456e-05	2.43252e-05	2.95006e-05
0.125	1.209e-05	1.524e-05	1.8958e-05	2.32558e-05	2.82498e-05	3.43182e-05
0.13	1.39972e-05	1.77486e-05	2.20124e-05	2.6977e-05	3.28602e-05	3.99184e-05
0.135	1.6212e-05	2.0675e-05	2.55374e-05	3.13488e-05	3.8198e-05	4.6478e-05
0.14	1.87312e-05	2.40094e-05	2.9628e-05	3.63986e-05	4.44018e-05	5.40552e-05
0.145	2.17452e-05	2.7823e-05	3.44024e-05	4.2276e-05	5.16782e-05	6.27779999999999e-05
0.15	2.53152e-05	3.22726e-05	3.99774e-05	4.92088e-05	6.0089e-05	7.29229999999999e-05
0.155	2.94562e-05	3.74188e-05	4.64854e-05	5.72613999999999e-05	6.9812e-05	8.46919999999999e-05
0.16	3.4241e-05	4.34068e-05	5.41142e-05	6.64839999999999e-05	8.1143e-05	9.82999999999999e-05
0.165	3.97818e-05	5.05276e-05	6.29919999999999e-05	7.72689999999999e-05	9.43069999999999e-05	0.000114116
0.17	4.62874e-05	5.8876e-05	7.31989999999999e-05	8.98459999999999e-05	0.000109555	0.00013252
0.175	5.38752e-05	6.851e-05	8.50269999999999e-05	0.00010434	0.000127227	0.00015395
0.18	6.257e-05	7.9746e-05	9.88769999999999e-05	0.000121167	0.000147677	0.000178785
0.185	7.27879999999999e-05	9.2733e-05	0.000114876	0.000140778	0.00017142	0.000207546
0.19	8.47189999999999e-05	0.000107635	0.000133226	0.000163521	0.000198965	0.000240825
0.195	9.82019999999999e-05	0.000124918	0.000154677	0.000189839	0.000230905	0.000279427
0.2	0.000113699	0.000145068	0.000179718	0.000220434	0.000267770000000001	0.000323940000000001
0.205	0.000131803000000001	0.000168431000000001	0.000208496000000001	0.000255829000000001	0.000310219000000001	0.000374767000000002
0.21	0.000152762000000001	0.000195448000000001	0.000241682000000001	0.000296620000000001	0.000359420000000001	0.000433330000000002
0.215	0.000177075000000001	0.000227112000000001	0.000280411000000001	0.000343796000000001	0.000416298000000001	0.000501641000000002
0.22	0.000205487000000001	0.000263687000000001	0.000325288000000001	0.000398016000000001	0.000482092000000001	0.000580270000000002
0.225	0.000238664	0.000305488	0.00037693	0.000460385	0.000558338	0.000671000000000001
0.23	0.000276829	0.000353989	0.000436544	0.00053285	0.000645899999999999	0.000776879999999999
0.235	0.000320375	0.000409895	0.000505792	0.000617579999999999	0.000746979999999999	0.000898679999999999
