Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.250239	0.336	0.3608
20	0.261335	0.3398	0.3551
30	0.271454	0.3427	0.3602
40	0.28168	0.3478	0.3622
50	0.290715	0.351	0.365
60	0.298797	0.354	0.3631
70	0.30667	0.3569	0.3625
80	0.313771	0.3585	0.3637
90	0.320177	0.3614	0.3616
100	0.326125	0.3634	0.3606
150	0.348562	0.3713	0.3459
300	0.36764	0.37	0.3239
450	0.360374	0.3768	0.324
600	0.349576	0.3651	0.3146
750	0.338295	0.3347	0.2967
900	0.325522	0.3182	0.2797
