Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.326451	0.3684	0.3773
20	0.334338	0.3693	0.3768
30	0.340921	0.3751	0.375
40	0.347312	0.3776	0.3771
50	0.353255	0.3809	0.3793
60	0.358773	0.384	0.3818
70	0.363942	0.3874	0.3811
80	0.368604	0.3899	0.3814
90	0.372891	0.3928	0.3793
100	0.376823	0.3947	0.3815
150	0.390967	0.405	0.3684
300	0.400133	0.4036	0.3435
450	0.396454	0.3968	0.3539
600	0.390033	0.3906	0.3234
750	0.384071	0.3742	0.3049
900	0.376763	0.3722	0.3151
