Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.304845	0.3592	0.3732
20	0.31346	0.3647	0.3718
30	0.322057	0.3682	0.3753
40	0.329338	0.3722	0.3768
50	0.336439	0.3755	0.3802
60	0.343099	0.3789	0.3803
70	0.349297	0.3815	0.3816
80	0.35511	0.3847	0.3809
90	0.360461	0.3884	0.3775
100	0.365519	0.391	0.3792
150	0.384636	0.4022	0.3642
300	0.402411	0.4	0.3515
450	0.398432	0.3959	0.3452
600	0.393219	0.392	0.3361
750	0.386601	0.3839	0.3265
900	0.379575	0.3739	0.326
