Vsg	Vsd = 150	Vsd = 300	Vsd = 450	Vsd = 600	Vsd = 750	Vsd = 900
-0.3	3.66000000000004e-09	3.80000000000042e-10	1.02400000000001e-08	1.78799999999997e-08	9.68400000000015e-08	8.0000000000013e-09
-0.295	3.085e-09	1.9866666666667e-09	8.86666666666655e-09	1.73233333333331e-08	7.47300000000002e-08	4.43333333333337e-08
-0.29	2.92399999999999e-09	2.61999999999999e-09	6.21599999999991e-09	1.50159999999999e-08	5.6626e-08	6.48000000000001e-08
-0.285	2.64399999999999e-09	3.22899999999998e-09	5.1379999999999e-09	1.36439999999999e-08	4.45019999999997e-08	8.43999999999998e-08
-0.28	2.306e-09	4.163e-09	4.45999999999996e-09	1.1984e-08	3.4474e-08	9.69919999999998e-08
-0.275	2.031e-09	4.407e-09	4.804e-09	9.76399999999996e-09	2.97599999999999e-08	9.3706e-08
-0.27	1.872e-09	4.33300000000001e-09	5.08800000000003e-09	8.24999999999995e-09	2.98259999999999e-08	8.4854e-08
-0.265	1.872e-09	4.53200000000001e-09	5.09600000000004e-09	7.508e-09	3.034e-08	7.9466e-08
-0.26	1.939e-09	4.21500000000001e-09	5.39200000000003e-09	6.85800000000006e-09	2.941e-08	7.43240000000001e-08
-0.255	2.143e-09	3.32299999999999e-09	4.76800000000004e-09	6.55600000000007e-09	2.8672e-08	6.91100000000002e-08
-0.25	2.56e-09	2.76599999999996e-09	3.50000000000003e-09	6.88400000000007e-09	2.8076e-08	6.81820000000001e-08
-0.245	2.762e-09	2.70999999999996e-09	3.06600000000002e-09	7.45200000000001e-09	2.64599999999999e-08	7.09820000000001e-08
-0.24	2.483e-09	2.86099999999997e-09	3.07400000000002e-09	7.28799999999995e-09	2.4916e-08	7.10180000000002e-08
-0.235	2.14e-09	3.09699999999999e-09	3.07000000000003e-09	6.66600000000002e-09	2.39080000000001e-08	6.85500000000003e-08
-0.23	2.027e-09	3.242e-09	3.13399999999999e-09	7.46400000000009e-09	2.31920000000001e-08	6.68720000000001e-08
-0.225	1.77700000000001e-09	3.24700000000003e-09	3.24599999999995e-09	7.97800000000009e-09	2.22440000000001e-08	6.4386e-08
-0.22	1.39700000000001e-09	2.78300000000005e-09	3.38799999999996e-09	6.3640000000001e-09	2.00440000000001e-08	6.25879999999999e-08
-0.215	1.514e-09	1.74900000000006e-09	2.90199999999998e-09	5.58000000000012e-09	1.72980000000002e-08	6.1386e-08
-0.21	1.903e-09	7.94000000000019e-10	2.00199999999999e-09	6.10200000000007e-09	1.5818e-08	5.7218e-08
-0.205	1.894e-09	2.91000000000002e-10	2.10000000000003e-09	5.74199999999999e-09	1.53099999999999e-08	5.29600000000001e-08
-0.2	1.835e-09	2.66000000000007e-10	2.90000000000004e-09	5.64199999999995e-09	1.46899999999999e-08	4.9466e-08
-0.195	2.028e-09	8.39999999999992e-10	3.18000000000003e-09	7.15799999999993e-09	1.46679999999999e-08	4.476e-08
-0.19	1.959e-09	1.77899999999998e-09	3.30200000000001e-09	8.64599999999986e-09	1.60199999999999e-08	4.3982e-08
-0.185	1.642e-09	2.60500000000001e-09	3.74199999999998e-09	8.8419999999998e-09	1.67839999999999e-08	4.60699999999999e-08
-0.18	1.551e-09	3.01600000000003e-09	3.34999999999996e-09	7.95399999999989e-09	1.562e-08	4.46299999999999e-08
-0.175	1.596e-09	2.83200000000001e-09	2.32599999999998e-09	7.21200000000001e-09	1.542e-08	4.335e-08
-0.17	1.59e-09	2.28999999999998e-09	2.03600000000001e-09	6.47800000000002e-09	1.6032e-08	4.47220000000001e-08
-0.165	1.582e-09	2.12199999999998e-09	1.91000000000001e-09	5.18200000000002e-09	1.4572e-08	4.2912e-08
-0.16	1.693e-09	2.37399999999997e-09	1.55e-09	4.33200000000005e-09	1.1704e-08	3.8324e-08
-0.155	1.783e-09	2.69399999999997e-09	1.728e-09	4.18400000000006e-09	1.0528e-08	3.62260000000001e-08
-0.15	1.707e-09	3.202e-09	2.19999999999998e-09	4.35599999999996e-09	1.0878e-08	3.60060000000002e-08
-0.145	1.596e-09	3.56800000000002e-09	2.48199999999994e-09	4.50799999999991e-09	1.084e-08	3.44620000000001e-08
-0.14	1.489e-09	3.24900000000002e-09	2.60599999999993e-09	4.44800000000004e-09	1.0942e-08	3.04699999999998e-08
-0.135	1.312e-09	2.65700000000002e-09	2.43999999999995e-09	4.42200000000009e-09	1.1276e-08	2.78559999999999e-08
-0.13	1.01e-09	2.27800000000001e-09	2.35199999999999e-09	4.02599999999998e-09	1.1206e-08	3.0426e-08
-0.125	6.87999999999999e-10	1.892e-09	2.12000000000002e-09	2.74599999999999e-09	1.13319999999999e-08	3.27539999999999e-08
-0.12	4.40999999999996e-10	1.543e-09	1.69200000000004e-09	1.64400000000002e-09	1.20279999999999e-08	2.99119999999999e-08
-0.115	2.49999999999996e-10	1.541e-09	1.61400000000006e-09	1.25199999999994e-09	1.1224e-08	2.88860000000001e-08
-0.11	1.78999999999998e-10	1.66799999999998e-09	9.34000000000041e-10	1.74199999999991e-09	9.85800000000002e-09	2.96960000000001e-08
-0.105	4.48999999999998e-10	1.58199999999998e-09	-3.71999999999969e-10	2.82999999999998e-09	9.59000000000009e-09	2.35599999999999e-08
-0.1	7.32e-10	1.32199999999997e-09	-6.27999999999981e-10	3.43200000000004e-09	8.36400000000017e-09	1.65459999999998e-08
-0.095	6.30000000000004e-10	1.14299999999997e-09	-1.12000000000006e-10	3.59800000000008e-09	6.45200000000015e-09	1.62879999999999e-08
-0.09	3.79000000000003e-10	8.51999999999999e-10	-5.40000000000127e-11	3.28400000000011e-09	6.10400000000006e-09	1.82979999999999e-08
-0.085	4.99999999999941e-12	2.36000000000006e-10	3.28000000000001e-10	2.0860000000001e-09	7.13000000000001e-09	2.05359999999999e-08
-0.08	-4.66e-10	-2.0999999999994e-11	8.53999999999988e-10	9.46000000000066e-10	7.978e-09	2.3302e-08
-0.075	-8.58999999999998e-10	3.0000000000299e-12	2.67999999999966e-10	3.41999999999964e-10	8.12999999999995e-09	2.41040000000001e-08
-0.07	-1.192e-09	-3.01999999999968e-10	-8.5600000000003e-10	-4.52000000000089e-10	8.00999999999994e-09	2.42960000000001e-08
