Dispositivi	SDLM grado 2	SDLM grado 4	SDLM grado 6	SDLM grado 8	TCM grado 2	TCM grado 4	TCM grado 6	TCM grado 8
P1-100-30	350.2	344.9	343.2	342.9	450.7	452.6	452.6	454.2
P1-100-60	441.0	433.6	428.3	427.9	491.0	492.0	491.8	491.9
P1-200-180	481.3	475.6	473.7	472.0	524.2	525.3	524.1	523.5
P1-200-30	321.4	317.7	320.0	321.7	419.3	421.9	422.3	423.2
P1-200-60	432.1	425.3	422.5	422.3	474.6	477.2	476.9	475.8
P1-600-180	476.9	469.7	464.5	463.6	506.0	508.0	507.2	507.9
P1-600-30	314.5	308.0	313.1	322.5	403.3	407.0	405.5	406.7
P1-600-60	420.6	416.5	415.1	413.0	455.6	458.2	458.4	460.8
