gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
0.0001264	8.08e-05	4.12000000000002e-05	6.76000000000002e-05	5.84e-05	5.72000000000001e-05	4.20000000000003e-05
8.01999999999998e-05	6.94e-05	6.47999999999999e-05	6.22e-05	6.28e-05	7.06e-05	4.76e-05
4.94000000000001e-05	7.38e-05	7.25999999999999e-05	6.53999999999999e-05	7.08000000000001e-05	6.54000000000001e-05	7.25999999999999e-05
8.52e-05	6.82e-05	6.92000000000001e-05	7.04e-05	5.96000000000001e-05	5.92e-05	7.72e-05
7.2e-05	6.56e-05	6.73999999999999e-05	6.6e-05	5.99999999999999e-05	6.13999999999999e-05	6.05999999999999e-05
5.06000000000002e-05	6.12e-05	5.84e-05	6.02e-05	6.98000000000001e-05	6.36000000000001e-05	5.92e-05
7.99999999999999e-05	5.2e-05	6.94e-05	5.88e-05	6.04e-05	6.73999999999999e-05	6.8e-05
7.33999999999998e-05	5.98e-05	6.67999999999999e-05	6.01999999999999e-05	4.69999999999999e-05	5.11999999999999e-05	7.34e-05
4.46000000000001e-05	6.22e-05	3.26e-05	5.9e-05	3.96000000000001e-05	5.54e-05	5.66000000000001e-05
4.86e-05	6.30000000000001e-05	3.98e-05	5.60000000000001e-05	5.38e-05	5.68e-05	4.25999999999999e-05
6.34000000000001e-05	5.78e-05	5.58e-05	5.28000000000001e-05	7.31999999999999e-05	6.00000000000001e-05	4.87999999999999e-05
6.56e-05	5.26e-05	5.74e-05	5.06e-05	6.18e-05	5.46e-05	5.42000000000001e-05
5.26e-05	4.87999999999999e-05	6.04e-05	4.89999999999999e-05	4.32e-05	4.96e-05	5.74e-05
5.18e-05	5.49999999999999e-05	4.37999999999999e-05	4.97999999999999e-05	4.93999999999999e-05	5.34e-05	4.83999999999999e-05
5.26e-05	4.72e-05	4.84000000000001e-05	5.4e-05	4.88000000000001e-05	4.73999999999999e-05	4.76000000000001e-05
5e-05	4.56000000000001e-05	5.24000000000001e-05	5.51999999999999e-05	4.66e-05	5.1e-05	4.78000000000002e-05
5.35999999999999e-05	4.8e-05	5.07999999999999e-05	5.08e-05	5.01999999999999e-05	5.109e-05	4.63999999999999e-05
