Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
1.2	-5.6277e-06	2.17e-12	5.563e-06	5.0824e-07	-4.573e-07	-1.2868e-06	2.164e-11	1.264e-06	4.8528e-07	-4.569e-07	-3.114e-07	-6.12e-12	2.968e-07	4.7216e-07	-4.5692e-07	-6.96274e-08	2.9e-13	6.2538e-08	4.643e-07	-4.5702e-07	-1.4522e-08	-5e-14	1.1178e-08	4.6002e-07	-4.5692e-07	-2.964e-09	5.03e-12	1.6799e-09	4.5794e-07	-4.5682e-07	5.05e-12	1.302e-11	-4.91e-12	4.5682e-07	-4.5674e-07
1.195	-5.6143e-06	-1.59e-12	5.5857e-06	5.0816e-07	-4.574e-07	-1.287e-06	7.78e-12	1.2599e-06	4.8514e-07	-4.5692e-07	-3.1316e-07	2.293e-11	2.971e-07	4.7232e-07	-4.5704e-07	-6.98958e-08	-4.2e-13	6.2789e-08	4.6418e-07	-4.5704e-07	-1.43982e-08	-8.33e-12	1.1235e-08	4.6002e-07	-4.5676e-07	-2.7821e-09	9.76e-12	1.6874e-09	4.5792e-07	-4.5692e-07	-5.1e-12	-1.161e-11	-2.29e-12	4.5674e-07	-4.5672e-07
1.19	-5.562e-06	-1.046e-11	5.5252e-06	5.0814e-07	-4.5738e-07	-1.291e-06	-1.692e-11	1.2655e-06	4.8524e-07	-4.5692e-07	-3.1208e-07	1.5e-12	2.973e-07	4.7228e-07	-4.5704e-07	-7.00738e-08	-1.05e-11	6.27962e-08	4.6428e-07	-4.5704e-07	-1.443e-08	-7e-14	1.12582e-08	4.6014e-07	-4.5702e-07	-2.7815e-09	4.03e-12	1.6909e-09	4.5798e-07	-4.5692e-07	2.46e-12	8.765e-11	2.152e-11	4.5664e-07	-4.567e-07
1.185	-5.6444e-06	1.87e-12	5.607e-06	5.082e-07	-4.5744e-07	-1.2936e-06	1.688e-11	1.2624e-06	4.8514e-07	-4.5686e-07	-3.1208e-07	-1.133e-11	2.9612e-07	4.7228e-07	-4.571e-07	-7.02086e-08	-7.78e-12	6.29656e-08	4.6428e-07	-4.571e-07	-1.44296e-08	9.03e-12	1.12672e-08	4.6014e-07	-4.5694e-07	-2.7883e-09	-3.08e-12	1.6935e-09	4.5794e-07	-4.5696e-07	-2.42e-12	-5.632e-11	-4.07e-12	4.5678e-07	-4.5684e-07
1.18	-5.6761e-06	3.98e-12	5.5973e-06	5.0814e-07	-4.574e-07	-1.2909e-06	1.29e-11	1.2636e-06	4.8516e-07	-4.5692e-07	-3.1306e-07	1.091e-11	2.984e-07	4.7232e-07	-4.5708e-07	-7.02752e-08	-9e-14	6.3024e-08	4.643e-07	-4.5704e-07	-1.44612e-08	1.608e-11	1.12806e-08	4.602e-07	-4.5692e-07	-2.7872e-09	6.79e-12	1.6964e-09	4.5794e-07	-4.5684e-07	2.6e-13	-1.241e-11	-3.56e-12	4.5676e-07	-4.5672e-07
1.175	-5.5992e-06	-2.63e-12	5.5979e-06	5.0814e-07	-4.5746e-07	-1.2914e-06	-2.599e-11	1.2686e-06	4.852e-07	-4.5692e-07	-3.1262e-07	-1.102e-11	2.978e-07	4.7228e-07	-4.5682e-07	-7.02364e-08	1.56e-11	6.29302e-08	4.643e-07	-4.5704e-07	-1.44892e-08	4.47e-12	1.12954e-08	4.6e-07	-4.5682e-07	-2.7902e-09	4.21e-12	1.6951e-09	4.5776e-07	-4.5674e-07	-5.9e-13	5.362e-11	1.336e-11	4.5666e-07	-4.5674e-07
1.17	-5.6447e-06	3.22e-12	5.5204e-06	5.0792e-07	-4.5722e-07	-1.2963e-06	2.22e-12	1.2527e-06	4.8532e-07	-4.5704e-07	-3.121e-07	-8e-13	2.9846e-07	4.722e-07	-4.569e-07	-7.0194e-08	3.3e-12	6.2973e-08	4.6428e-07	-4.5702e-07	-1.44702e-08	1.004e-11	1.13048e-08	4.601e-07	-4.57e-07	-2.7911e-09	-3.17e-12	1.6998e-09	4.5792e-07	-4.5686e-07	-2.79e-12	-1.029e-11	9.73e-12	4.5688e-07	-4.5686e-07
1.165	-5.6171e-06	4.36e-12	5.586e-06	5.0812e-07	-4.5734e-07	-1.2873e-06	1.487e-11	1.2627e-06	4.8532e-07	-4.5704e-07	-3.1466e-07	1.935e-11	2.9922e-07	4.7226e-07	-4.5704e-07	-7.01766e-08	-1.319e-11	6.30794e-08	4.6412e-07	-4.5684e-07	-1.44768e-08	6.34e-12	1.13094e-08	4.6008e-07	-4.569e-07	-2.7916e-09	-5e-13	1.6939e-09	4.5798e-07	-4.568e-07	1.12e-12	-1.985e-11	-1.42e-12	4.5684e-07	-4.5696e-07
1.16	-5.6142e-06	-8.45e-12	5.605e-06	5.0814e-07	-4.5738e-07	-1.2995e-06	-1.638e-11	1.2732e-06	4.8514e-07	-4.568e-07	-3.1456e-07	-1.758e-11	2.981e-07	4.7216e-07	-4.569e-07	-7.02024e-08	-1.278e-11	6.29862e-08	4.643e-07	-4.5704e-07	-1.44684e-08	-2.21e-12	1.13106e-08	4.6008e-07	-4.5694e-07	-2.7989e-09	7.66e-12	1.6988e-09	4.58e-07	-4.569e-07	-3.62e-12	1.781e-11	9.8e-13	4.5684e-07	-4.5694e-07
1.155	-5.6999e-06	-6e-13	5.6062e-06	5.0816e-07	-4.5738e-07	-1.2899e-06	3.89e-12	1.265e-06	4.8514e-07	-4.5688e-07	-3.1386e-07	1.95e-12	2.9914e-07	4.7224e-07	-4.5692e-07	-7.0279e-08	-5.02e-12	6.31172e-08	4.6432e-07	-4.57e-07	-1.44666e-08	-1.19e-11	1.13228e-08	4.5994e-07	-4.5686e-07	-2.7971e-09	-3.41e-12	1.6973e-09	4.58e-07	-4.5686e-07	1.44e-12	2.318e-11	5.23e-12	4.5688e-07	-4.5684e-07
1.15	-5.6722e-06	7.3e-13	5.5243e-06	5.0808e-07	-4.5736e-07	-1.2945e-06	2.703e-11	1.2676e-06	4.8512e-07	-4.569e-07	-3.1448e-07	1.632e-11	2.9988e-07	4.7218e-07	-4.5694e-07	-7.03798e-08	8.69e-12	6.30364e-08	4.6426e-07	-4.5708e-07	-1.4469e-08	-8.47e-12	1.13202e-08	4.6018e-07	-4.5698e-07	-2.8037e-09	-8.02e-12	1.6999e-09	4.5804e-07	-4.5688e-07	-5.66e-12	-2.918e-11	1.68e-12	4.568e-07	-4.569e-07
1.145	-5.6547e-06	-2.73e-12	5.5794e-06	5.0786e-07	-4.5722e-07	-1.2938e-06	-2.581e-11	1.2683e-06	4.8526e-07	-4.57e-07	-3.1344e-07	-1.582e-11	2.9858e-07	4.722e-07	-4.5692e-07	-7.04242e-08	1.1e-12	6.31876e-08	4.6428e-07	-4.5704e-07	-1.44848e-08	3.03e-12	1.13252e-08	4.5996e-07	-4.568e-07	-2.7998e-09	3.71e-12	1.701e-09	4.5792e-07	-4.568e-07	-7.26e-12	-3.412e-11	2.86e-12	4.5694e-07	-4.5684e-07
1.14	-5.7212e-06	1.052e-11	5.6239e-06	5.0804e-07	-4.5722e-07	-1.2965e-06	-1.202e-11	1.2654e-06	4.851e-07	-4.5692e-07	-3.1436e-07	1.435e-11	2.9998e-07	4.7238e-07	-4.5706e-07	-7.05798e-08	-9.53e-12	6.32164e-08	4.6414e-07	-4.569e-07	-1.44722e-08	6.65e-12	1.13006e-08	4.6012e-07	-4.5694e-07	-2.8029e-09	-9.64e-12	1.6987e-09	4.5786e-07	-4.5686e-07	-3.9e-13	5.97e-12	1.371e-11	4.5672e-07	-4.5672e-07
1.135	-5.582e-06	7e-14	5.6556e-06	5.0798e-07	-4.5734e-07	-1.2886e-06	1.29e-11	1.2639e-06	4.8526e-07	-4.5708e-07	-3.15e-07	4.85e-12	2.9992e-07	4.7232e-07	-4.5706e-07	-7.03304e-08	-7.57e-12	6.30698e-08	4.6424e-07	-4.5706e-07	-1.44876e-08	-3.74e-12	1.13236e-08	4.6016e-07	-4.57e-07	-2.8063e-09	-1.277e-11	1.7041e-09	4.5804e-07	-4.5686e-07	-6.52e-12	-1.027e-11	9.48e-12	4.569e-07	-4.5688e-07
1.13	-5.6536e-06	-1.49e-12	5.6581e-06	5.0788e-07	-4.5712e-07	-1.2917e-06	-1.794e-11	1.2661e-06	4.8534e-07	-4.5702e-07	-3.1452e-07	-2.457e-11	2.9882e-07	4.7234e-07	-4.571e-07	-7.04074e-08	-4.12e-12	6.3165e-08	4.6428e-07	-4.5698e-07	-1.44916e-08	-8.29e-12	1.13192e-08	4.6002e-07	-4.5692e-07	-2.8122e-09	1.034e-11	1.7153e-09	4.578e-07	-4.5692e-07	-5.58e-12	-7.396e-11	-1.518e-11	4.5688e-07	-4.568e-07
