gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
-1.41040000000004e-07	1.42000000000005e-08	-2.48960000000005e-07	-1.64800000000004e-08	2.28980000000005e-07	-1.83300000000004e-07	-7.00000000000015e-10
-1.96319999999999e-07	-6.64599999999979e-08	-1.18540000000003e-07	-6.95599999999988e-08	1.20390000000002e-07	-9.64100000000018e-08	8.7018999999998e-08
-2.17939999999999e-07	-8.0259999999998e-08	5.50400000000009e-08	-8.71799999999992e-08	5.69999999999987e-09	3.73000000000028e-09	8.25339999999979e-08
-9.81000000000019e-08	3.87799999999987e-08	7.88400000000002e-08	-5.16800000000001e-08	-1.37999999999999e-09	2.28399999999998e-08	-1.40729999999999e-08
-1.61800000000002e-08	5.85999999999988e-08	-1.65400000000017e-08	-4.18799999999997e-08	-6.29000000000015e-09	3.76400000000002e-08	-1.8311e-08
-7.62199999999988e-08	-4.60599999999982e-08	-1.13959999999999e-07	5.23599999999981e-08	-2.13099999999997e-08	5.25000000000093e-09	-1.7626e-08
-1.8502e-07	-1.38e-07	-9.12999999999989e-08	-1.35400000000034e-08	-3.643e-08	-3.10499999999999e-08	-1.5697e-08
-2.13340000000001e-07	-1.07460000000001e-07	2.14399999999984e-08	-9.41800000000013e-08	-3.26800000000002e-08	-2.30400000000001e-08	-1.70569999999999e-08
-1.07539999999998e-07	1.2680000000001e-08	9.392e-08	-1.31699999999997e-08	-3.16100000000001e-08	-1.73799999999999e-08	-1.64019999999999e-08
-5.40000000000657e-10	7.95199999999999e-08	2.48800000000016e-08	8.33999999999976e-09	-4.16199999999999e-08	3.79899999999988e-08	-1.50319999999999e-08
-2.53400000000015e-08	-5.83000000000029e-08	-9.23200000000011e-08	2.01e-08	-4.339e-08	-6.20000000002013e-10	-1.9088e-08
-1.41679999999998e-07	-1.7446e-07	-1.132e-07	1.92999999999999e-08	-3.39800000000001e-08	-5.31300000000008e-08	-2.047e-08
-2.00840000000001e-07	-1.23039999999999e-07	-1.36399999999983e-08	1.955e-08	-2.33799999999999e-08	1.06120000000003e-07	-1.63069999999999e-08
-1.23760000000002e-07	-9.52000000000172e-09	9.12799999999992e-08	2.89999999999999e-08	-2.12e-08	1.18130000000002e-07	-1.3796e-08
2.40000000002254e-10	7.93600000000006e-08	5.62799999999988e-08	3.59600000000001e-08	-1.92899999999999e-08	7.01999999999994e-09	-1.582e-08
1.82000000000012e-08	2.10999999999999e-08	-6.38400000000014e-08	2.83900000000005e-08	-4.9800000000001e-09	3.12000000000007e-09	-1.49240000000003e-08
-9.03199999999985e-08	-9.95199999999988e-08	-1.157e-07	1.561e-08	1.74299999999998e-08	-2.65999999999993e-09	-1.0727e-08
-1.79440000000001e-07	-1.27439999999999e-07	-4.43999999999985e-08	4.02999999999989e-09	2.40199999999999e-08	-1.04600000000001e-08	-1.0086e-08
-6.66200000000026e-08	-2.8020000000002e-08	7.4819999999999e-08	-3.45999999999996e-09	2.21799999999999e-08	-1.81899999999999e-08	-1.1146e-08
5.60400000000006e-08	7.70200000000004e-08	8.35599999999989e-08	-5.98000000000012e-09	3.61600000000002e-08	-2.458e-08	-8.76199999999995e-09
3.67999999999996e-08	4.77200000000016e-08	1.41200000000004e-08	-2.18399999999996e-08	3.68000000000099e-09	-2.65e-08	-7.61199999999998e-09
-3.9320000000002e-08	-7.5000000000001e-08	-7.1660000000001e-08	-3.73299999999999e-08	-3.981e-08	-2.51799999999999e-08	-9.74900000000003e-09
-1.47919999999998e-07	-1.2758e-07	-7.44600000000011e-08	-3.26200000000001e-08	-3.49200000000001e-08	-2.83799999999999e-08	-5.74800000000012e-09
-1.50259999999999e-07	-5.58999999999984e-08	5.41600000000013e-08	-3.08500000000001e-08	-2.85499999999999e-08	-3.392e-08	2.08900000000005e-09
-3.23600000000018e-08	6.24399999999988e-08	1.02200000000001e-07	-4.40099999999997e-08	-2.13000000000001e-08	-3.321e-08	5.90599999999996e-09
