Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-0.100006	-1.2466e-09	0.100006	4.6824e-07	-4.3934e-07	-0.100008	-1.0235e-09	0.100004	4.7138e-07	-4.4144e-07	-0.07441	-6.3619e-10	0.074472	4.746e-07	-4.4078e-07	-0.035248	-5.873e-11	0.035244	4.77e-07	-4.3738e-07	-0.0085408	7.1722e-10	0.0085224	4.7908e-07	-4.3514e-07	-0.00065786	1.6992e-09	0.00065688	4.7896e-07	-4.3428e-07	-2.7866e-05	2.9516e-09	2.7778e-05	4.8016e-07	-4.34e-07
0.005	-0.100006	-1.2524e-09	0.100004	4.6818e-07	-4.3942e-07	-0.100004	-1.0311e-09	0.100004	4.712e-07	-4.4146e-07	-0.07429	-6.4349e-10	0.074278	4.745e-07	-4.41e-07	-0.03509	-7.689e-11	0.03509	4.7622e-07	-4.3744e-07	-0.0084504	6.9598e-10	0.0084478	4.7814e-07	-4.3512e-07	-0.00064664	1.6911e-09	0.00064662	4.781e-07	-4.3428e-07	-2.7312e-05	2.9048e-09	2.7284e-05	4.7916e-07	-4.3404e-07
0.01	-0.100006	-1.2605e-09	0.100004	4.6774e-07	-4.3942e-07	-0.100008	-1.0342e-09	0.100004	4.708e-07	-4.4164e-07	-0.074082	-6.4565e-10	0.074082	4.7378e-07	-4.4108e-07	-0.03494	-8.905e-11	0.034936	4.7548e-07	-4.3744e-07	-0.0083732	6.947e-10	0.0083712	4.7722e-07	-4.3514e-07	-0.00063708	1.6619e-09	0.00063706	4.7712e-07	-4.3412e-07	-2.682e-05	2.8653e-09	2.6768e-05	4.7828e-07	-4.34e-07
0.015	-0.100004	-1.2688e-09	0.100004	4.6734e-07	-4.3956e-07	-0.100006	-1.0417e-09	0.100004	4.7022e-07	-4.4168e-07	-0.073874	-6.5229e-10	0.073872	4.7324e-07	-4.411e-07	-0.034782	-9.681e-11	0.034784	4.7472e-07	-4.374e-07	-0.0082988	6.7349e-10	0.0083006	4.7626e-07	-4.351e-07	-0.00062788	1.6339e-09	0.00062756	4.7626e-07	-4.3402e-07	-2.6318e-05	2.8224e-09	2.6268e-05	4.7732e-07	-4.3406e-07
0.02	-0.100002	-1.2743e-09	0.100004	4.6678e-07	-4.3962e-07	-0.100006	-1.048e-09	0.100004	4.6974e-07	-4.4176e-07	-0.073676	-6.5871e-10	0.073678	4.7234e-07	-4.4086e-07	-0.034626	-1.0562e-10	0.034622	4.7396e-07	-4.375e-07	-0.008229	6.5605e-10	0.0082258	4.7548e-07	-4.352e-07	-0.00061812	1.6042e-09	0.00061786	4.7538e-07	-4.341e-07	-2.5812e-05	2.7803e-09	2.5786e-05	4.7644e-07	-4.3394e-07
0.025	-0.100004	-1.2828e-09	0.100004	4.6634e-07	-4.399e-07	-0.100006	-1.0544e-09	0.100004	4.6938e-07	-4.4182e-07	-0.073482	-6.6275e-10	0.073476	4.7186e-07	-4.4082e-07	-0.03447	-1.1017e-10	0.034466	4.7318e-07	-4.3734e-07	-0.0081552	6.3864e-10	0.0081542	4.7456e-07	-4.3508e-07	-0.0006089	1.5756e-09	0.00060862	4.746e-07	-4.3408e-07	-2.5344e-05	2.7385e-09	2.5306e-05	4.7566e-07	-4.3392e-07
0.03	-0.100004	-1.29e-09	0.100004	4.6604e-07	-4.3996e-07	-0.100008	-1.0586e-09	0.100006	4.6876e-07	-4.4192e-07	-0.073272	-6.6467e-10	0.07327	4.7124e-07	-4.4084e-07	-0.034314	-1.2023e-10	0.034312	4.7252e-07	-4.3748e-07	-0.0080802	6.2124e-10	0.0080788	4.7376e-07	-4.3512e-07	-0.00059976	1.5467e-09	0.0005994	4.7384e-07	-4.3416e-07	-2.4848e-05	2.6978e-09	2.4814e-05	4.7474e-07	-4.3406e-07
0.035	-0.100004	-1.2985e-09	0.100006	4.6566e-07	-4.3996e-07	-0.100006	-1.0619e-09	0.100004	4.6832e-07	-4.4198e-07	-0.073064	-6.6929e-10	0.073066	4.7062e-07	-4.4098e-07	-0.034162	-1.302e-10	0.034166	4.717e-07	-4.374e-07	-0.0080088	6.0016e-10	0.0080084	4.7282e-07	-4.3494e-07	-0.00059044	1.5171e-09	0.0005904	4.7294e-07	-4.3412e-07	-2.438e-05	2.6582e-09	2.435e-05	4.74e-07	-4.3398e-07
0.04	-0.100008	-1.3063e-09	0.100004	4.6514e-07	-4.3986e-07	-0.100004	-1.0691e-09	0.100002	4.6794e-07	-4.4208e-07	-0.072862	-6.729e-10	0.072858	4.7014e-07	-4.4098e-07	-0.034008	-1.3927e-10	0.03401	4.7104e-07	-4.3748e-07	-0.0079356	5.8335e-10	0.0079368	4.7218e-07	-4.3512e-07	-0.00058178	1.4895e-09	0.00058154	4.7212e-07	-4.3414e-07	-2.3928e-05	2.6177e-09	2.3888e-05	4.7306e-07	-4.3404e-07
0.045	-0.100006	-1.3149e-09	0.100004	4.6434e-07	-4.3982e-07	-0.100006	-1.0762e-09	0.100006	4.6734e-07	-4.4202e-07	-0.07266	-6.8163e-10	0.07266	4.6952e-07	-4.4098e-07	-0.033854	-1.4798e-10	0.033852	4.7054e-07	-4.3762e-07	-0.007865	5.6765e-10	0.0078644	4.7128e-07	-4.3496e-07	-0.00057266	1.4622e-09	0.00057286	4.7138e-07	-4.3418e-07	-2.3486e-05	2.5793e-09	2.3444e-05	4.7232e-07	-4.3396e-07
0.05	-0.100004	-1.3214e-09	0.100004	4.6402e-07	-4.3992e-07	-0.100008	-1.0809e-09	0.100004	4.6696e-07	-4.4212e-07	-0.072454	-6.8545e-10	0.07245	4.6898e-07	-4.4098e-07	-0.0337	-1.5412e-10	0.033696	4.6972e-07	-4.375e-07	-0.007793	5.5126e-10	0.0077904	4.7066e-07	-4.3508e-07	-0.00056398	1.4363e-09	0.00056408	4.7062e-07	-4.3416e-07	-2.3038e-05	2.5397e-09	2.299e-05	4.715e-07	-4.3398e-07
0.055	-0.100006	-1.3304e-09	0.100006	4.6346e-07	-4.3982e-07	-0.100004	-1.0871e-09	0.100006	4.6636e-07	-4.4208e-07	-0.072248	-6.8758e-10	0.072244	4.684e-07	-4.4112e-07	-0.03354	-1.6607e-10	0.033542	4.6906e-07	-4.3744e-07	-0.0077224	5.3495e-10	0.0077236	4.6984e-07	-4.3506e-07	-0.00055524	1.4081e-09	0.00055532	4.6986e-07	-4.3408e-07	-2.261e-05	2.4978e-09	2.2566e-05	4.7076e-07	-4.3388e-07
