Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
1.2	-1.402e-07	7.19e-09	6.52742e-08	5.021e-07	-4.3416e-07	-6.7632e-08	4.9918e-09	3.19796e-08	4.6696e-07	-4.3704e-07	-3.23554e-08	3.3674e-09	1.46286e-08	4.5078e-07	-4.3662e-07	-1.52954e-08	2.1852e-09	6.5559e-09	4.425e-07	-4.3604e-07	-6.8986e-09	1.3247e-09	2.806e-09	4.3832e-07	-4.3546e-07	-2.7544e-09	7.499e-10	1.0928e-09	4.3598e-07	-4.3512e-07	-2.0604e-10	4.3013e-10	-2.029e-10	4.3426e-07	-4.343e-07
1.195	-1.4558e-07	7.1057e-09	7.18062e-08	5.0086e-07	-4.3402e-07	-6.98022e-08	4.9132e-09	3.51408e-08	4.664e-07	-4.3662e-07	-3.35256e-08	3.3089e-09	1.61778e-08	4.5052e-07	-4.3646e-07	-1.58726e-08	2.1407e-09	7.2877e-09	4.4234e-07	-4.3586e-07	-7.1963e-09	1.2908e-09	3.1498e-09	4.3824e-07	-4.3562e-07	-2.876e-09	7.2584e-10	1.246e-09	4.3572e-07	-4.3484e-07	-2.0904e-10	4.1359e-10	-1.8641e-10	4.3428e-07	-4.342e-07
1.19	-1.517e-07	7.0128e-09	7.88e-08	4.9974e-07	-4.3398e-07	-7.29236e-08	4.8371e-09	3.86434e-08	4.6596e-07	-4.365e-07	-3.51164e-08	3.251e-09	1.7856e-08	4.5044e-07	-4.364e-07	-1.65968e-08	2.071e-09	8.0894e-09	4.423e-07	-4.3578e-07	-7.5441e-09	1.2607e-09	3.5303e-09	4.383e-07	-4.3548e-07	-3.0306e-09	7.0162e-10	1.4239e-09	4.357e-07	-4.3488e-07	-1.9702e-10	3.9684e-10	-1.822e-10	4.3452e-07	-4.3446e-07
1.185	-1.5854e-07	6.9017e-09	8.67148e-08	4.9914e-07	-4.3422e-07	-7.65282e-08	4.7644e-09	4.2519e-08	4.6554e-07	-4.3632e-07	-3.68968e-08	3.1958e-09	1.97796e-08	4.501e-07	-4.3616e-07	-1.74648e-08	2.0282e-09	8.9948e-09	4.4214e-07	-4.3562e-07	-7.9437e-09	1.2272e-09	3.9566e-09	4.3822e-07	-4.355e-07	-3.2006e-09	6.7884e-10	1.6179e-09	4.357e-07	-4.3484e-07	-1.9294e-10	3.8172e-10	-1.797e-10	4.3422e-07	-4.3416e-07
1.18	-1.6598e-07	6.8163e-09	9.531e-08	4.981e-07	-4.3416e-07	-8.0522e-08	4.6878e-09	4.67988e-08	4.6526e-07	-4.3622e-07	-3.889e-08	3.1407e-09	2.18698e-08	4.4986e-07	-4.36e-07	-1.8406e-08	1.9894e-09	9.9996e-09	4.42e-07	-4.3568e-07	-8.3679e-09	1.1964e-09	4.4266e-09	4.3808e-07	-4.3536e-07	-3.3832e-09	6.585e-10	1.8244e-09	4.3566e-07	-4.3478e-07	-1.8971e-10	3.6609e-10	-1.6644e-10	4.342e-07	-4.343e-07
1.175	-1.7486e-07	6.7106e-09	1.049338e-07	4.972e-07	-4.3404e-07	-8.5056e-08	4.6191e-09	5.16528e-08	4.6478e-07	-4.3608e-07	-4.11382e-08	3.0821e-09	2.42224e-08	4.4964e-07	-4.3582e-07	-1.9492e-08	1.9462e-09	1.11243e-08	4.4194e-07	-4.3548e-07	-8.8612e-09	1.1624e-09	4.9552e-09	4.382e-07	-4.3534e-07	-3.607e-09	6.3822e-10	2.0629e-09	4.3564e-07	-4.3474e-07	-1.8164e-10	3.5189e-10	-1.5581e-10	4.3422e-07	-4.3422e-07
1.17	-1.8444e-07	6.619e-09	1.155e-07	4.9626e-07	-4.3402e-07	-8.99638e-08	4.5416e-09	5.68618e-08	4.6448e-07	-4.3584e-07	-4.36068e-08	3.0321e-09	2.6784e-08	4.4958e-07	-4.3588e-07	-2.0699e-08	1.9071e-09	1.23718e-08	4.4188e-07	-4.3544e-07	-9.4221e-09	1.1332e-09	5.5355e-09	4.3792e-07	-4.3512e-07	-3.8515e-09	6.1635e-10	2.3268e-09	4.356e-07	-4.3476e-07	-1.7366e-10	3.3753e-10	-1.5547e-10	4.345e-07	-4.3442e-07
1.165	-1.9528e-07	6.5196e-09	1.2732e-07	4.9548e-07	-4.3398e-07	-9.55938e-08	4.472e-09	6.28168e-08	4.6438e-07	-4.3598e-07	-4.64112e-08	2.9779e-09	2.96548e-08	4.4942e-07	-4.3568e-07	-2.202e-08	1.8652e-09	1.37832e-08	4.4176e-07	-4.3536e-07	-1.00626e-08	1.1092e-09	6.2045e-09	4.3786e-07	-4.3512e-07	-4.1245e-09	5.9627e-10	2.6258e-09	4.3542e-07	-4.3458e-07	-1.7051e-10	3.2284e-10	-1.4834e-10	4.342e-07	-4.343e-07
1.16	-2.0724e-07	6.4346e-09	1.4008e-07	4.9474e-07	-4.3388e-07	-1.019332e-07	4.401e-09	6.9255e-08	4.6384e-07	-4.3554e-07	-4.9467e-08	2.9284e-09	3.28252e-08	4.4944e-07	-4.3582e-07	-2.35144e-08	1.8263e-09	1.53054e-08	4.4174e-07	-4.3532e-07	-1.07381e-08	1.0787e-09	6.925e-09	4.3782e-07	-4.3504e-07	-4.4276e-09	5.764e-10	2.9462e-09	4.3552e-07	-4.3472e-07	-1.654e-10	3.0932e-10	-1.3308e-10	4.3418e-07	-4.342e-07
1.155	-2.2084e-07	6.3395e-09	1.5432e-07	4.9414e-07	-4.34e-07	-1.088948e-07	4.3344e-09	7.65216e-08	4.6368e-07	-4.3558e-07	-5.29216e-08	2.8745e-09	3.6412e-08	4.4922e-07	-4.355e-07	-2.52066e-08	1.7853e-09	1.70474e-08	4.4166e-07	-4.3524e-07	-1.15348e-08	1.0472e-09	7.7515e-09	4.3764e-07	-4.3488e-07	-4.7934e-09	5.5613e-10	3.321e-09	4.356e-07	-4.3466e-07	-1.564e-10	2.9609e-10	-1.3011e-10	4.3426e-07	-4.3416e-07
