Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	2.324e-11	-2.31e-12	-1.9e-11	3.6036e-07	-3.6024e-07	3.1279e-09	7.906e-11	-3.3746e-09	3.6014e-07	-3.6018e-07	2.447e-07	3.9469e-10	-2.8634e-07	3.6022e-07	-3.6012e-07	-9.3088e-06	2.142e-09	9.5103e-06	3.601e-07	-3.6004e-07	-2.1858e-05	8.9648e-09	2.799e-05	3.6018e-07	-3.6004e-07	-2.5932e-05	3.33868e-08	4.3368e-05	3.6054e-07	-3.6052e-07	-2.6288e-05	1.341e-07	5.2174e-05	3.6058e-07	-3.6052e-07
0.005	1.2658e-10	2e-13	-1.1663e-10	3.6034e-07	-3.6028e-07	1.7538e-08	8.307e-11	-1.76752e-08	3.6012e-07	-3.6022e-07	2.2599e-06	3.8686e-10	-2.2548e-06	3.6022e-07	-3.6016e-07	6.2098e-05	2.0855e-09	-5.8566e-05	3.601e-07	-3.601e-07	6.0606e-05	8.7617e-09	-0.00026212	3.6006e-07	-3.6004e-07	4.7904e-05	3.25746e-08	-0.00043926	3.6042e-07	-3.6044e-07	0.00055348	1.3064e-07	-0.000553	3.6046e-07	-3.6038e-07
0.01	2.1501e-10	-1.62e-12	-1.9707e-10	3.602e-07	-3.603e-07	2.89008e-08	7.983e-11	-2.90524e-08	3.6028e-07	-3.6016e-07	3.8963e-06	3.7105e-10	-3.8752e-06	3.6018e-07	-3.6024e-07	0.00013252	2.0321e-09	-0.0001322	3.601e-07	-3.601e-07	0.0005532	8.5535e-09	-0.00055266	3.6012e-07	-3.6014e-07	0.00093362	3.18134e-08	-0.0009327	3.6042e-07	-3.6036e-07	0.00115004	1.2722e-07	-0.0011838	3.605e-07	-3.6038e-07
0.015	2.9671e-10	-4.64e-12	-2.6337e-10	3.603e-07	-3.6036e-07	3.8697e-08	8.058e-11	-3.86694e-08	3.6018e-07	-3.6016e-07	5.302e-06	3.7086e-10	-5.28e-06	3.602e-07	-3.6024e-07	0.0001943	1.9761e-09	-0.00019436	3.6016e-07	-3.6006e-07	0.00083896	8.3519e-09	-0.0008391	3.6012e-07	-3.602e-07	0.0014296	3.10594e-08	-0.0014288	3.603e-07	-3.6036e-07	0.0018152	1.239e-07	-0.0018156	3.6052e-07	-3.6038e-07
0.02	3.5329e-10	-6.17e-12	-3.1386e-10	3.6028e-07	-3.6032e-07	4.63722e-08	7.602e-11	-4.64146e-08	3.601e-07	-3.601e-07	6.4037e-06	3.6124e-10	-6.4103e-06	3.603e-07	-3.6028e-07	0.00024998	1.9303e-09	-0.00025002	3.6016e-07	-3.6018e-07	0.00111046	8.1718e-09	-0.00111118	3.601e-07	-3.6008e-07	0.0019112	3.03454e-08	-0.0019104	3.6034e-07	-3.6046e-07	0.0024348	1.2078e-07	-0.0024334	3.6044e-07	-3.6038e-07
0.025	4.0691e-10	-3.09e-12	-3.5646e-10	3.6044e-07	-3.6044e-07	5.2745e-08	7.376e-11	-5.28478e-08	3.6018e-07	-3.6016e-07	7.3622e-06	3.487e-10	-7.347e-06	3.6028e-07	-3.6032e-07	0.00030088	1.8803e-09	-0.00030058	3.6012e-07	-3.601e-07	0.0013746	7.9876e-09	-0.001373	3.6008e-07	-3.6002e-07	0.0023866	2.9694e-08	-0.002386	3.6034e-07	-3.6032e-07	0.0030506	1.1782e-07	-0.0030506	3.6036e-07	-3.6036e-07
0.03	4.5429e-10	-8.92e-12	-3.9665e-10	3.6032e-07	-3.6036e-07	5.82284e-08	7.011e-11	-5.83456e-08	3.6018e-07	-3.6016e-07	8.1808e-06	3.4702e-10	-8.1289e-06	3.6028e-07	-3.5992e-07	0.00034704	1.8289e-09	-0.0003471	3.6006e-07	-3.6012e-07	0.001631	7.8098e-09	-0.001631	3.6006e-07	-3.6022e-07	0.002861	2.89832e-08	-0.0028596	3.6052e-07	-3.6052e-07	0.0036716	1.1474e-07	-0.0036692	3.605e-07	-3.605e-07
0.035	5.0206e-10	-1.239e-11	-4.2187e-10	3.6032e-07	-3.6036e-07	6.25702e-08	6.859e-11	-6.25162e-08	3.6018e-07	-3.6022e-07	8.8249e-06	3.3441e-10	-8.7968e-06	3.6022e-07	-3.6032e-07	0.00038814	1.7961e-09	-0.0003881	3.6018e-07	-3.601e-07	0.001876	7.6396e-09	-0.001876	3.6004e-07	-3.601e-07	0.0033196	2.83406e-08	-0.0033194	3.6046e-07	-3.6042e-07	0.004276	1.119e-07	-0.0042764	3.6042e-07	-3.605e-07
0.04	5.2417e-10	-9.82e-12	-4.4581e-10	3.603e-07	-3.603e-07	6.63122e-08	6.974e-11	-6.6451e-08	3.6012e-07	-3.6016e-07	9.39e-06	3.3471e-10	-9.3436e-06	3.6018e-07	-3.6024e-07	0.00042588	1.7455e-09	-0.00042584	3.6012e-07	-3.6006e-07	0.0021154	7.4812e-09	-0.0021154	3.6004e-07	-3.601e-07	0.0037806	2.77052e-08	-0.0037798	3.604e-07	-3.6044e-07	0.0048876	1.0924e-07	-0.0048866	3.6044e-07	-3.6036e-07
0.045	5.5589e-10	-1.319e-11	-4.7016e-10	3.6036e-07	-3.6042e-07	6.93538e-08	6.92e-11	-6.9291e-08	3.6016e-07	-3.6022e-07	9.8392e-06	3.2151e-10	-9.8163e-06	3.6016e-07	-3.6028e-07	0.00045886	1.7137e-09	-0.0004588	3.601e-07	-3.6012e-07	0.0023422	7.3176e-09	-0.0023418	3.6e-07	-3.6008e-07	0.0042284	2.70916e-08	-0.004228	3.605e-07	-3.6056e-07	0.005484	1.064e-07	-0.0054818	3.6042e-07	-3.6042e-07
