gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
0.0140000000000001	0	0.00239999999999997	0.000519999999999991	3.19999999999956e-06	2.16000000000001e-07	1.844e-07
0.00920000000000018	0.00140000000000001	0.00239999999999997	0.000339999999999997	4.19999999999972e-06	1.90000000000001e-07	1.83e-07
0.00500000000000014	0.00319999999999973	0.00119999999999999	0.000219999999999995	4.59999999999992e-06	1.62000000000001e-07	1.8242e-07
0.00560000000000005	0.00379999999999964	0.00119999999999999	0.000219999999999995	1.99999999999998e-06	1.8e-07	1.8268e-07
0.00560000000000005	0.00319999999999973	0.00220000000000012	0.000240000000000006	5.20000000000022e-06	2.01999999999999e-07	1.7802e-07
0.00539999999999985	0.00259999999999983	0.00140000000000001	0.000360000000000009	5.60000000000008e-06	1.92000000000001e-07	1.7466e-07
0.00559999999999935	0.00320000000000042	0.000999999999999959	0.000259999999999996	3.1999999999999e-06	1.74000000000001e-07	1.7738e-07
0.00560000000000005	0.00340000000000062	0.00160000000000004	8.00000000000019e-05	3.1999999999999e-06	2.05999999999998e-07	1.719e-07
0.00540000000000055	0.00319999999999973	0.00140000000000001	0.000160000000000004	3.00000000000014e-06	2.13999999999999e-07	1.6508e-07
0.00519999999999965	0.00299999999999953	0.00119999999999999	0.000159999999999982	3.4e-06	1.7e-07	1.6404e-07
0.00519999999999965	0.00280000000000002	0.00179999999999989	0.000280000000000007	1.40000000000002e-06	1.50000000000001e-07	1.6054e-07
0.00500000000000015	0.00339999999999993	0.00200000000000009	0.000339999999999998	2.20000000000008e-06	1.48000000000001e-07	1.621e-07
0.00539999999999985	0.00380000000000033	0.00140000000000001	0.000119999999999981	2.9999999999998e-06	1.87999999999999e-07	1.6342e-07
0.00520000000000034	0.00300000000000022	0.00119999999999998	0.000120000000000003	4.80000000000002e-06	2.08e-07	1.5106e-07
0.00540000000000055	0.00299999999999953	0.00160000000000004	0.000200000000000005	5.60000000000008e-06	1.52e-07	1.4658e-07
0.00619999999999996	0.00319999999999973	0.00159999999999987	0.000339999999999997	4.80000000000002e-06	1.22000000000001e-07	1.5e-07
0.00560000000000004	0.00340000000000062	0.00119999999999998	0.000320000000000008	2.000000000001e-07	1.8e-07	1.4714e-07
0.00519999999999965	0.00360000000000013	0.00119999999999999	0.000160000000000004	1.19999999999993e-06	2.13999999999999e-07	1.4494e-07
0.00479999999999994	0.00319999999999973	0.00180000000000007	0.000219999999999994	4.80000000000003e-06	1.38e-07	1.3926e-07
0.00539999999999984	0.00259999999999982	0.00200000000000009	0.000379999999999998	2.40000000000018e-06	1.17999999999999e-07	1.3724e-07
0.00539999999999985	0.00319999999999973	0.00140000000000001	0.000259999999999995	5.19999999999989e-06	1.61999999999999e-07	1.3788e-07
0.00540000000000054	0.00360000000000013	0.00140000000000001	0.000120000000000003	4.80000000000003e-06	1.56000000000002e-07	1.3502e-07
0.00560000000000004	0.00300000000000022	0.00179999999999989	0.000220000000000016	3.1999999999999e-06	1.58000000000002e-07	1.301e-07
0.00559999999999936	0.00360000000000013	0.00180000000000007	0.000160000000000004	3.59999999999976e-06	1.47999999999998e-07	1.2912e-07
0.00560000000000005	0.00339999999999993	0.00140000000000001	0.000279999999999985	2.59999999999994e-06	1.1e-07	1.2928e-07
0.00580000000000024	0.00300000000000022	0.00159999999999986	0.000280000000000007	4.40000000000016e-06	1.66e-07	1.266e-07
0.00579999999999955	0.00399999999999983	0.00160000000000004	0.000140000000000014	5.39999999999998e-06	1.73999999999999e-07	1.2268e-07
0.00539999999999984	0.00379999999999963	0.00100000000000013	0.000200000000000005	2.39999999999984e-06	1.01999999999999e-07	1.2012e-07
0.00560000000000006	0.00360000000000014	0.00199999999999992	0.000279999999999986	3.00000000000015e-06	1.38000000000001e-07	1.1936e-07
0.00619999999999997	0.00339999999999994	0.00159999999999987	0.000339999999999998	3.00000000000015e-06	1.58000000000002e-07	1.1784e-07
0.00640000000000015	0.00280000000000002	0.00140000000000001	0.000299999999999996	3.99999999999996e-06	1.33999999999998e-07	1.163e-07
0.00560000000000004	0.00339999999999993	0.00180000000000006	0.000219999999999994	3.1999999999999e-06	1.26e-07	1.118e-07
0.00539999999999984	0.00440000000000023	0.00160000000000004	0.000160000000000004	3.4e-06	1.42000000000002e-07	1.1312e-07
0.00619999999999995	0.00400000000000018	0.00160000000000004	0.000200000000000005	5.00000000000012e-06	1.24e-07	1.1014e-07
0.00580000000000026	0.00299999999999988	0.00119999999999999	0.000280000000000008	2.00000000000096e-07	1.10000000000001e-07	1.0592e-07
0.00619999999999996	0.00379999999999999	0.00159999999999987	0.000279999999999986	3.79999999999986e-06	1.35999999999998e-07	1.0434e-07
0.00700000000000005	0.00399999999999983	0.00180000000000006	0.000240000000000006	5.99999999999994e-06	1.45999999999999e-07	1.0214e-07
0.00580000000000024	0.00340000000000027	0.00200000000000009	0.000260000000000017	3.20000000000024e-06	1.28000000000002e-07	1.037e-07
0.00539999999999984	0.00339999999999993	0.00179999999999989	0.000199999999999983	1.00000000000016e-06	1.08000000000001e-07	1.0228e-07
0.00640000000000015	0.00359999999999978	0.00140000000000001	0.000199999999999983	3.4e-06	1.12e-07	9.80199999999999e-08
0.00660000000000037	0.00420000000000005	0.0020000000000001	0.000280000000000007	5.39999999999999e-06	1.31999999999999e-07	9.536e-08
0.00599999999999977	0.00379999999999999	0.00199999999999992	0.000300000000000019	4.39999999999983e-06	1.07999999999998e-07	9.56200000000002e-08
