vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-1.43618e-08	-7.2866e-10	-6.6753e-10	3.8141e-06	-3.7836e-06	-4.9091e-09	1.4539e-10	-6.1367e-09	3.6842e-06	-3.666e-06	-5.85786e-08	2.9846e-09	5.1915e-08	3.6741e-06	-3.6568e-06	-1.5178e-05	1.55276e-08	2.0804e-05	3.6701e-06	-3.6544e-06	-2.074e-05	5.43164e-08	3.8286e-05	3.6575e-06	-3.6427e-06	-2.1758e-05	1.8814e-07	5.2352e-05	3.6856e-06	-3.6688e-06	-0.0001119	7.3438e-07	0.00010698	3.7099e-06	-3.6953e-06
0.005	1.00626e-08	-7.411e-10	-2.51122e-08	3.7918e-06	-3.7707e-06	8.68368e-08	1.3908e-10	-1.0284e-07	3.6834e-06	-3.6653e-06	6.6721e-06	2.9158e-09	-6.6675e-06	3.6722e-06	-3.6525e-06	6.7158e-05	1.52492e-08	-0.0001615	3.6723e-06	-3.6608e-06	5.4762e-05	5.31398e-08	-0.00051434	3.6616e-06	-3.6415e-06	0.00074414	1.83e-07	-0.00074148	3.6815e-06	-3.6644e-06	0.00085972	7.1294e-07	-0.00085618	3.7119e-06	-3.6964e-06
0.01	3.43956e-08	-7.5252e-10	-4.94072e-08	3.789e-06	-3.7734e-06	1.7156e-07	1.2411e-10	-1.8688e-07	3.6795e-06	-3.6639e-06	1.2498e-05	2.8464e-09	-1.248e-05	3.6689e-06	-3.6476e-06	0.00033214	1.48498e-08	-0.00033224	3.6717e-06	-3.6543e-06	0.00108722	5.1917e-08	-0.0010859	3.6547e-06	-3.6343e-06	0.0015788	1.7826e-07	-0.0015778	3.6816e-06	-3.6672e-06	0.0018336	6.9244e-07	-0.0018352	3.704e-06	-3.6852e-06
0.015	5.75374e-08	-7.5874e-10	-7.21886e-08	3.7808e-06	-3.7676e-06	2.4456e-07	1.1459e-10	-2.6002e-07	3.6767e-06	-3.6606e-06	1.7324e-05	2.7785e-09	-1.7334e-05	3.6716e-06	-3.6558e-06	0.00048788	1.45772e-08	-0.00048678	3.671e-06	-3.6547e-06	0.001637	5.08426e-08	-0.0016356	3.6565e-06	-3.6353e-06	0.0023974	1.7366e-07	-0.0023984	3.6814e-06	-3.6687e-06	0.0027918	6.7218e-07	-0.0027922	3.7021e-06	-3.6844e-06
0.02	8.04626e-08	-7.6876e-10	-9.4966e-08	3.7751e-06	-3.7623e-06	3.1082e-07	1.0012e-10	-3.262e-07	3.6828e-06	-3.6653e-06	2.1514e-05	2.6954e-09	-2.152e-05	3.6717e-06	-3.6553e-06	0.0006315	1.42848e-08	-0.00063146	3.6707e-06	-3.6534e-06	0.0021804	4.97344e-08	-0.0021782	3.656e-06	-3.6417e-06	0.0032184	1.694e-07	-0.0032192	3.6814e-06	-3.6641e-06	0.0037598	6.5306e-07	-0.0037592	3.699e-06	-3.6868e-06
0.025	1.024266e-07	-7.7557e-10	-1.167412e-07	3.7784e-06	-3.7639e-06	3.7066e-07	7.722e-11	-3.8576e-07	3.6838e-06	-3.6682e-06	2.5002e-05	2.6533e-09	-2.5004e-05	3.6704e-06	-3.6553e-06	0.00076092	1.40474e-08	-0.00076142	3.671e-06	-3.6548e-06	0.0026972	4.87132e-08	-0.0026972	3.6542e-06	-3.64e-06	0.0040192	1.6508e-07	-0.004019	3.6824e-06	-3.6644e-06	0.0047092	6.3486e-07	-0.004706	3.6993e-06	-3.6843e-06
0.03	1.24e-07	-7.9226e-10	-1.3796e-07	3.7762e-06	-3.7602e-06	4.2346e-07	6.079e-11	-4.3952e-07	3.6825e-06	-3.6613e-06	2.797e-05	2.6004e-09	-2.7988e-05	3.6746e-06	-3.6603e-06	0.00088252	1.3825e-08	-0.00088208	3.675e-06	-3.6577e-06	0.00321	4.76626e-08	-0.0032092	3.6559e-06	-3.6374e-06	0.0048208	1.6092e-07	-0.0048222	3.6813e-06	-3.6645e-06	0.0056638	6.1646e-07	-0.0056656	3.7061e-06	-3.6884e-06
0.035	1.451e-07	-7.7159e-10	-1.5904e-07	3.7705e-06	-3.75e-06	4.7294e-07	6.764e-11	-4.8754e-07	3.6836e-06	-3.6669e-06	3.0468e-05	2.5629e-09	-3.052e-05	3.675e-06	-3.6567e-06	0.00099028	1.3503e-08	-0.00098964	3.6699e-06	-3.6561e-06	0.0036992	4.66682e-08	-0.0036982	3.653e-06	-3.634e-06	0.0056062	1.57e-07	-0.0056064	3.6843e-06	-3.6656e-06	0.0066012	5.9962e-07	-0.0066024	3.6999e-06	-3.6858e-06
0.04	1.6468e-07	-7.9808e-10	-1.7846e-07	3.7657e-06	-3.7446e-06	5.1684e-07	5.277e-11	-5.3102e-07	3.6793e-06	-3.6706e-06	3.2614e-05	2.4984e-09	-3.2628e-05	3.6757e-06	-3.6589e-06	0.00108826	1.32856e-08	-0.00108822	3.6646e-06	-3.6523e-06	0.004172	4.57684e-08	-0.0041724	3.6526e-06	-3.6427e-06	0.006378	1.5316e-07	-0.0063766	3.6773e-06	-3.6638e-06	0.007534	5.8268e-07	-0.0075354	3.7009e-06	-3.6822e-06
0.045	1.8516e-07	-7.8704e-10	-1.9862e-07	3.7532e-06	-3.7407e-06	5.571e-07	2.712e-11	-5.7192e-07	3.6858e-06	-3.6682e-06	3.4426e-05	2.4733e-09	-3.446e-05	3.672e-06	-3.6572e-06	0.0011782	1.30268e-08	-0.0011782	3.6746e-06	-3.6629e-06	0.0046386	4.48188e-08	-0.004636	3.6505e-06	-3.6336e-06	0.007154	1.4936e-07	-0.0071536	3.6759e-06	-3.6596e-06	0.0084786	5.6628e-07	-0.0084812	3.6951e-06	-3.6836e-06
0.05	2.0476e-07	-7.9751e-10	-2.1766e-07	3.7548e-06	-3.7344e-06	5.9516e-07	3.256e-11	-6.0882e-07	3.6796e-06	-3.6666e-06	3.5972e-05	2.4222e-09	-3.5984e-05	3.6716e-06	-3.6561e-06	0.0012592	1.28814e-08	-0.0012592	3.6757e-06	-3.6584e-06	0.0050782	4.39618e-08	-0.0050794	3.6508e-06	-3.6359e-06	0.0079076	1.4578e-07	-0.0079068	3.6754e-06	-3.6627e-06	0.009401	5.5058e-07	-0.0094014	3.6965e-06	-3.6807e-06
0.055	2.2346e-07	-8.2798e-10	-2.3658e-07	3.7586e-06	-3.738e-06	6.3102e-07	1.672e-11	-6.44e-07	3.6834e-06	-3.6642e-06	3.7292e-05	2.3699e-09	-3.7296e-05	3.6619e-06	-3.6509e-06	0.0013326	1.26542e-08	-0.0013326	3.6705e-06	-3.6601e-06	0.005512	4.3092e-08	-0.0055132	3.6504e-06	-3.6383e-06	0.0086646	1.4228e-07	-0.008663	3.6801e-06	-3.6665e-06	0.0103346	5.3526e-07	-0.0103336	3.6955e-06	-3.6823e-06
0.06	2.418e-07	-8.0855e-10	-2.5408e-07	3.757e-06	-3.7393e-06	6.6268e-07	2.125e-11	-6.7588e-07	3.6812e-06	-3.6644e-06	3.8436e-05	2.3518e-09	-3.84e-05	3.6667e-06	-3.6544e-06	0.0013984	1.25126e-08	-0.001398	3.6708e-06	-3.6579e-06	0.0059238	4.2241e-08	-0.0059244	3.6526e-06	-3.6382e-06	0.0093962	1.3886e-07	-0.0093966	3.6761e-06	-3.6638e-06	0.011246	5.2036e-07	-0.0112454	3.6925e-06	-3.6771e-06
