Vgs	Gm_Vds=0.01V	Gm_Vds=0.02V	Gm_Vds=0.03V	Gm_Vds=0.04V	Gm_Vds=0.05V	Gm_Vds=0.06V	Gm_Vds=0.07V	Gm_Vds=0.08V	Gm_Vds=0.09V	Gm_Vds=0.10V
-0.295	-1.6239e-09	-2.08e-09	-2.7662e-09	-1.5726e-09	-2.0497e-09	-1.6254e-09	-2.0587e-09	-1.9637e-09	-2.817e-09	-1.7166e-09
-0.29	-1.4626e-09	-1.9488e-09	-2.4655e-09	-1.6007e-09	-1.9019e-09	-1.6408e-09	-2.0556e-09	-1.9083e-09	-2.6707e-09	-1.7902e-09
-0.285	-1.365e-09	-1.7938e-09	-2.1316e-09	-1.6469e-09	-1.7286e-09	-1.6947e-09	-1.9786e-09	-1.8967e-09	-2.4566e-09	-1.9318e-09
-0.28	-1.3827e-09	-1.5913e-09	-1.878e-09	-1.6977e-09	-1.6284e-09	-1.693e-09	-1.8883e-09	-1.8754e-09	-2.1764e-09	-2.0469e-09
-0.275	-1.44e-09	-1.4021e-09	-1.6532e-09	-1.6853e-09	-1.6095e-09	-1.6319e-09	-1.9314e-09	-1.8115e-09	-1.8752e-09	-1.9308e-09
-0.27	-1.5107e-09	-1.4057e-09	-1.5633e-09	-1.6426e-09	-1.5966e-09	-1.6694e-09	-1.9484e-09	-1.7479e-09	-1.6949e-09	-1.7191e-09
-0.265	-1.5754e-09	-1.5035e-09	-1.6222e-09	-1.641e-09	-1.6203e-09	-1.6938e-09	-1.8143e-09	-1.6976e-09	-1.6711e-09	-1.683e-09
-0.26	-1.6033e-09	-1.4827e-09	-1.5984e-09	-1.6409e-09	-1.7295e-09	-1.6271e-09	-1.7748e-09	-1.7165e-09	-1.7034e-09	-1.6772e-09
-0.255	-1.5669e-09	-1.4804e-09	-1.461e-09	-1.6223e-09	-1.7971e-09	-1.62e-09	-1.7821e-09	-1.7777e-09	-1.6859e-09	-1.5738e-09
-0.25	-1.3986e-09	-1.5404e-09	-1.4666e-09	-1.612e-09	-1.758e-09	-1.7126e-09	-1.6704e-09	-1.7485e-09	-1.6907e-09	-1.6276e-09
-0.245	-1.1927e-09	-1.4516e-09	-1.4948e-09	-1.5925e-09	-1.7334e-09	-1.6775e-09	-1.5877e-09	-1.6934e-09	-1.7445e-09	-1.7323e-09
-0.24	-1.1448e-09	-1.327e-09	-1.3769e-09	-1.5493e-09	-1.6829e-09	-1.58e-09	-1.593e-09	-1.7775e-09	-1.7586e-09	-1.7121e-09
-0.235	-1.1317e-09	-1.3422e-09	-1.3578e-09	-1.4573e-09	-1.4852e-09	-1.572e-09	-1.6041e-09	-1.8117e-09	-1.7541e-09	-1.802e-09
-0.23	-1.0633e-09	-1.3173e-09	-1.406e-09	-1.3313e-09	-1.3046e-09	-1.5513e-09	-1.6141e-09	-1.6633e-09	-1.8077e-09	-1.9562e-09
-0.225	-1.1171e-09	-1.2265e-09	-1.3377e-09	-1.2598e-09	-1.2704e-09	-1.498e-09	-1.5989e-09	-1.5856e-09	-1.8128e-09	-1.9324e-09
-0.22	-1.2692e-09	-1.2087e-09	-1.3413e-09	-1.2221e-09	-1.2614e-09	-1.4702e-09	-1.6165e-09	-1.6356e-09	-1.6406e-09	-1.8249e-09
-0.215	-1.3137e-09	-1.1662e-09	-1.4042e-09	-1.1421e-09	-1.2783e-09	-1.4896e-09	-1.6171e-09	-1.5371e-09	-1.3942e-09	-1.7501e-09
-0.21	-1.2145e-09	-1.0961e-09	-1.2745e-09	-1.1234e-09	-1.4285e-09	-1.4952e-09	-1.4839e-09	-1.3189e-09	-1.1679e-09	-1.4985e-09
-0.205	-1.0516e-09	-1.0966e-09	-1.1121e-09	-1.2399e-09	-1.5314e-09	-1.4889e-09	-1.4154e-09	-1.3059e-09	-1.1142e-09	-1.3132e-09
-0.2	-8.865e-10	-1.0987e-09	-1.0796e-09	-1.3325e-09	-1.4323e-09	-1.3784e-09	-1.4633e-09	-1.3342e-09	-1.3516e-09	-1.3882e-09
-0.195	-7.505e-10	-1.0192e-09	-1.0124e-09	-1.2759e-09	-1.3096e-09	-1.1999e-09	-1.3686e-09	-1.2018e-09	-1.6292e-09	-1.3955e-09
-0.19	-6.744e-10	-9.241e-10	-9.345e-10	-1.2145e-09	-1.2509e-09	-1.045e-09	-1.2036e-09	-1.2221e-09	-1.7456e-09	-1.3136e-09
-0.185	-7.384e-10	-8.545e-10	-9.84e-10	-1.1679e-09	-1.1456e-09	-9.124e-10	-1.2131e-09	-1.4496e-09	-1.7287e-09	-1.349e-09
-0.18	-8.683e-10	-7.672e-10	-1.0057e-09	-9.722e-10	-9.757e-10	-9.466e-10	-1.2125e-09	-1.4902e-09	-1.6378e-09	-1.4355e-09
-0.175	-8.711e-10	-7.049e-10	-8.887e-10	-7.918e-10	-9.044e-10	-1.1219e-09	-1.1128e-09	-1.3486e-09	-1.4153e-09	-1.3942e-09
