Vgs	Gm_Vds=0.15V	Gm_Vds=0.30V	Gm_Vds=0.45V	Gm_Vds=0.60V	Gm_Vds=0.75V	Gm_Vds=0.90V
-0.295	-1.8262e-09	-3.553e-09	-7.053e-09	-2.0788e-08	-1.1364e-08	-7.2492e-08
-0.29	-1.9496e-09	-3.579e-09	-6.89e-09	-1.9432e-08	-1.4706e-08	-6.6234e-08
-0.285	-2.03e-09	-3.872e-09	-7.106e-09	-1.7147e-08	-1.8132e-08	-5.8396e-08
-0.28	-2.1457e-09	-4.202e-09	-7.533e-09	-1.4849e-08	-2.1644e-08	-5.195e-08
-0.275	-2.27e-09	-4.434e-09	-7.712e-09	-1.3719e-08	-2.3652e-08	-4.7974e-08
-0.27	-2.271e-09	-4.587e-09	-7.742e-09	-1.3312e-08	-2.1864e-08	-4.7056e-08
-0.265	-2.2444e-09	-4.563e-09	-8.071e-09	-1.2278e-08	-2.046e-08	-4.7194e-08
-0.26	-1.8841e-09	-4.423e-09	-8.089e-09	-1.1242e-08	-2.0238e-08	-4.5322e-08
-0.255	-1.4748e-09	-4.418e-09	-7.15e-09	-1.0946e-08	-1.814e-08	-4.3432e-08
-0.25	-1.7919e-09	-4.217e-09	-6.569e-09	-1.0378e-08	-1.7282e-08	-4.1732e-08
-0.245	-2.0768e-09	-3.877e-09	-7.121e-09	-1.0001e-08	-1.8696e-08	-3.843e-08
-0.24	-1.991e-09	-3.914e-09	-7.307e-09	-1.1099e-08	-1.7706e-08	-3.6146e-08
-0.235	-2.265e-09	-3.953e-09	-6.808e-09	-1.2525e-08	-1.6688e-08	-3.5094e-08
-0.23	-2.4861e-09	-3.929e-09	-6.707e-09	-1.1948e-08	-1.8494e-08	-3.3926e-08
-0.225	-2.0785e-09	-4.056e-09	-6.312e-09	-1.0751e-08	-1.87e-08	-3.3866e-08
-0.22	-1.7307e-09	-3.816e-09	-5.716e-09	-1.1326e-08	-1.6928e-08	-3.3686e-08
-0.215	-1.6113e-09	-3.32e-09	-5.491e-09	-1.099e-08	-1.604e-08	-3.2058e-08
-0.21	-1.6042e-09	-3.212e-09	-5.239e-09	-9.281e-09	-1.497e-08	-3.1352e-08
