Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	3.272018e-05	0.001127069	0.02245198	0.04130692	0.05208632	0.05761696
0.005	3.151962e-05	0.001376546	0.02431732	0.04949944	0.06440508	0.07226204
0.01	2.950762e-05	0.001684527	0.02660104	0.0601752	0.08062176	0.09162048
0.015	2.702081e-05	0.001960769	0.02862676	0.07054416	0.09667984	0.1108819
0.02	2.434385e-05	0.002004037	0.02898218	0.0753096	0.1046985	0.1207432
0.025	2.18246e-05	0.001730368	0.02699972	0.07169308	0.1004787	0.1162388
0.03	1.973e-05	0.00147838	0.0250288	0.067772	0.0958706	0.111279
0.035	1.80458e-05	0.00135434	0.0238638	0.0665156	0.09515	0.110904
0.04	1.67526e-05	0.00124586	0.022699	0.065318	0.094432	0.11057
0.045	1.57326e-05	0.0011514	0.0215582	0.064054	0.093612	0.110134
0.05	1.46622e-05	0.00106964	0.0204868	0.062746	0.09275	0.109616
0.055	1.37318e-05	0.00099942	0.019455	0.061434	0.091896	0.10911
0.06	1.3103e-05	0.00094196	0.0184926	0.060104	0.09101	0.108582
0.065	1.2387e-05	0.00089392	0.017614	0.058726	0.090038	0.10791
0.07	1.17484e-05	0.00085264	0.01677	0.057358	0.089112	0.107244
0.075	1.1603e-05	0.00082082	0.01598	0.056038	0.088234	0.10668
0.08	1.1536e-05	0.00080572	0.015246	0.05474	0.087294	0.106102
0.085	1.1374e-05	0.00079582	0.014548	0.05344	0.08635	0.105518
0.09	1.13e-05	0.0007745	0.01392	0.052152	0.085424	0.105026
0.095	1.1162e-05	0.00075676	0.013344	0.05088	0.084432	0.104672
0.1	1.1071e-05	0.00074704	0.012794	0.04958	0.083382	0.10437
0.105	1.1202e-05	0.00072986	0.012286	0.048254	0.082336	0.103854
0.11	1.1378e-05	0.00071534	0.011812	0.04696	0.081278	0.10312
0.115	1.1665e-05	0.0007216	0.01137	0.045736	0.080436	0.102394
0.12	1.2207e-05	0.0007306	0.010972	0.044464	0.079716	0.101448
0.125	1.2588e-05	0.0007306	0.010606	0.04315	0.078772	0.100306
0.13	1.2529e-05	0.000734	0.010266	0.04193	0.077662	0.0994
0.135	1.2471e-05	0.0007408	0.009964	0.040772	0.076484	0.09866
0.14	1.2655e-05	0.0007436	0.009688	0.0396	0.075134	0.09788
0.145	1.2814e-05	0.0007454	0.00942	0.03847	0.073714	0.09714
0.15	1.3063e-05	0.0007538	0.009174	0.03737	0.07246	0.09638
0.155	1.3518e-05	0.000764	0.008962	0.03623	0.07136	0.09558
0.16	1.3833e-05	0.0007706	0.008768	0.035146	0.07032	0.0948
0.165	1.3897e-05	0.0007788	0.008598	0.034144	0.06916	0.09394
0.17	1.3934e-05	0.000788	0.008466	0.033114	0.06792	0.09308
0.175	1.4e-05	0.0007948	0.00832	0.032074	0.06668	0.09224
0.18	1.4178e-05	0.000799	0.00815	0.031088	0.06538	0.09134
0.185	1.4481e-05	0.000801	0.008	0.030086	0.06416	0.09046
0.19	1.4708e-05	0.0008074	0.007874	0.029082	0.06304	0.08962
0.195	1.4948e-05	0.0008184	0.007804	0.02819	0.06184	0.08868
0.2	1.5263e-05	0.000824	0.00776	0.027416	0.06066	0.0877
0.205	1.554e-05	0.0008268	0.007652	0.026682	0.05956	0.08676
0.21	1.5892e-05	0.000835	0.007528	0.02589	0.0584	0.0858
0.215	1.6226e-05	0.0008396	0.00745	0.025072	0.05722	0.08486
0.22	1.6267e-05	0.000837	0.00733	0.024348	0.05604	0.08394
0.225	1.6197e-05	0.0008356	0.00717	0.023646	0.0548	0.08296
0.23	1.6134e-05	0.0008344	0.007074	0.022866	0.05356	0.08184
0.235	1.6029e-05	0.0008336	0.007006	0.022168	0.05234	0.0807
0.24	1.6224e-05	0.0008298	0.00692	0.021576	0.0511	0.07962
