gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
-1.798e-09	1.562e-09	-1.77999999999997e-10	-5.52399999999999e-09	-1.24000000000001e-09	-6.24000000000001e-09	-1.11599999999999e-08
-4.59e-10	-5.00999999999999e-10	-1.589e-09	-3.209e-09	-2.76000000000002e-09	-4.67000000000002e-09	-6.22e-09
5e-10	-1.711e-09	-1.554e-09	-1.338e-09	-2.94000000000001e-09	-3.92e-09	-3.23000000000004e-09
3.45000000000003e-10	-5.19000000000002e-10	1.32000000000002e-10	-2.094e-09	-8.89999999999984e-10	-5.00999999999999e-09	-4.45999999999998e-09
-7.03999999999997e-10	1.09e-10	-1.90999999999997e-10	-1.37300000000001e-09	-4.29999999999988e-10	-1.41000000000005e-09	-2.38999999999997e-09
-6.11999999999999e-10	-8.87999999999999e-10	-1.368e-09	-1.58999999999999e-10	-1.84e-09	7.19999999999972e-10	-2.45000000000005e-09
8.60999999999999e-10	-1.32e-09	-7.43999999999997e-10	-6.52999999999997e-10	-1.88e-09	-7.49999999999981e-10	-1.30000000000007e-09
-4e-10	6.06999999999999e-10	7.7999999999997e-11	-1.27500000000001e-09	-1.89999999999996e-10	-5.70000000000009e-10	-5.83999999999997e-09
-6.55999999999999e-10	1.55999999999999e-10	-9.83999999999998e-10	3.38999999999992e-10	-8.00000000000038e-11	-5.90000000000015e-10	-2.99999999999678e-11
-1.47e-10	-9.20999999999999e-10	-6.35999999999996e-10	2.63e-09	-8.20000000000003e-10	1.67000000000001e-09	6.97999999999998e-09
2.28e-10	1.18e-10	6.57999999999999e-10	7.50000000000023e-11	4.29999999999987e-10	2.91000000000002e-09	-1.59999999999966e-10
-8.77999999999999e-10	8.33e-10	1.05999999999999e-10	-7.84999999999992e-10	1.72999999999999e-09	4.20000000000004e-10	1.76000000000004e-09
-8.25999999999999e-10	-1.11999999999999e-10	-5.24000000000002e-10	1.639e-09	2.22e-09	1.54999999999998e-09	5.22999999999999e-09
8.64e-10	-4.09999999999999e-10	8.39000000000006e-10	1.265e-09	2.1e-09	5.22e-09	7.93000000000001e-09
-8.42999999999998e-10	1.296e-09	1.708e-09	1.137e-09	3.16000000000002e-09	6.23000000000002e-09	8.19999999999997e-09
-8.89999999999999e-10	8.07e-10	9.34999999999996e-10	2.67300000000001e-09	4.75000000000001e-09	4.57999999999999e-09	7.84999999999996e-09
9.99999999999999e-12	-9.9e-11	1.223e-09	4.19399999999999e-09	4.20999999999998e-09	6.54999999999998e-09	1.14100000000001e-08
3.06e-10	1.114e-09	3.715e-09	2.90799999999999e-09	6.34999999999998e-09	1.085e-08	1.532e-08
-1.035e-09	1.879e-09	2.69e-09	3.936e-09	8.54999999999999e-09	1.174e-08	1.798e-08
-8.40999999999996e-10	7.80999999999998e-10	1.80300000000001e-09	9.55500000000002e-09	8.89000000000004e-09	1.356e-08	2.007e-08
1.092e-09	9.75999999999998e-10	4.68200000000001e-09	6.91000000000003e-09	9.98000000000002e-09	1.429e-08	2.212e-08
-4.46e-10	2.791e-09	5.33499999999999e-09	4.506e-09	1.223e-08	1.894e-08	2.894e-08
-6.02999999999999e-10	2.369e-09	5.157e-09	9.18699999999998e-09	1.339e-08	2.141e-08	3.11e-08
3.16e-10	1.869e-09	6.466e-09	1.1004e-08	1.732e-08	2.38999999999999e-08	3.41e-08
4.97e-10	3.355e-09	8.47699999999999e-09	1.2481e-08	2.051e-08	2.926e-08	4.44599999999999e-08
-6.89000000000006e-10	4.33100000000001e-09	8.92700000000001e-09	1.3814e-08	2.18200000000001e-08	3.44100000000001e-08	5.51300000000001e-08
-5.40000000000006e-10	3.60500000000001e-09	1.0189e-08	1.6821e-08	3.032e-08	4.008e-08	5.81700000000001e-08
1.293e-09	4.743e-09	1.3006e-08	2.128e-08	3.298e-08	4.571e-08	6.135e-08
3.07e-10	6.62099999999999e-09	1.4645e-08	2.448e-08	3.371e-08	5.288e-08	8.22599999999999e-08
-6.99999999999999e-10	6.82199999999999e-09	1.6077e-08	2.79e-08	4.222e-08	6.09499999999999e-08	9.29999999999999e-08
1.22e-10	7.09799999999999e-09	1.8776e-08	3.136e-08	4.782e-08	7.167e-08	1.0591e-07
1.082e-09	9.69800000000003e-09	2.32190000000001e-08	3.50300000000001e-08	5.58100000000001e-08	8.27000000000002e-08	1.2702e-07
-3.32999999999996e-10	1.1804e-08	2.67710000000001e-08	4.26100000000001e-08	6.34700000000001e-08	1.0926e-07	1.4116e-07
-5.82e-10	1.1963e-08	3.0115e-08	4.91e-08	6.933e-08	1.0812e-07	1.5623e-07
1.264e-09	1.4554e-08	3.355e-08	5.55999999999999e-08	8.69299999999999e-08	1.0564e-07	1.8029e-07
2.31e-10	1.8389e-08	3.859e-08	6.65599999999999e-08	1.0343e-07	1.428e-07	2.0774e-07
-1.115e-09	2.078e-08	4.608e-08	7.47800000000001e-08	1.1467e-07	1.6909e-07	2.5179e-07
3.80999999999998e-10	2.309e-08	5.429e-08	8.77600000000001e-08	1.3385e-07	1.9434e-07	2.903e-07
9.38999999999999e-10	2.826e-08	6.19e-08	1.0363e-07	1.4867e-07	2.179e-07	3.1788e-07
-3.44000000000001e-10	3.3524e-08	7.1e-08	1.15e-07	1.6715e-07	2.6475e-07	3.5594e-07
-3.16000000000001e-10	3.7974e-08	8.575e-08	1.3392e-07	2.0059e-07	3.0802e-07	4.105e-07
1.049e-09	4.417e-08	9.777e-08	1.5994e-07	2.3946e-07	3.432e-07	5.0212e-07
6.79999999999999e-10	5.001e-08	1.1341e-07	1.8599e-07	2.783e-07	3.94e-07	5.5252e-07
-1.4e-10	5.97e-08	1.3152e-07	2.1291e-07	3.086e-07	4.5704e-07	6.2706e-07
1.001e-09	6.98899999999999e-08	1.5056e-07	2.4271e-07	3.62959999999999e-07	5.2382e-07	7.41539999999999e-07
1.416e-09	8.01000000000001e-08	1.7535e-07	2.9556e-07	4.3414e-07	5.9144e-07	8.83380000000001e-07
1.36000000000002e-10	9.21400000000001e-08	2.0413e-07	3.4314e-07	4.7602e-07	7.0812e-07	1.01354e-06
3.11e-10	1.0794e-07	2.3967e-07	3.807e-07	5.4384e-07	8.05299999999999e-07	1.13724e-06
2.086e-09	1.2486e-07	2.714e-07	4.3662e-07	6.4136e-07	9.2038e-07	1.2892e-06
2.224e-09	1.4388e-07	3.1803e-07	5.1166e-07	7.4214e-07	1.0656e-06	1.51816e-06
1.101e-09	1.6808e-07	3.7199e-07	5.9266e-07	8.7756e-07	1.21214e-06	1.80258e-06
2.263e-09	1.96e-07	4.304e-07	6.8404e-07	9.7706e-07	1.44708e-06	1.9844e-06
2.804e-09	2.2962e-07	5.0304e-07	7.8254e-07	1.09466e-06	1.70152e-06	2.2337e-06
2.031e-09	2.6591e-07	5.8176e-07	8.7612e-07	1.3643e-06	1.9002e-06	2.56866e-06
3.44e-09	3.1258e-07	6.7358e-07	1.0443e-06	1.53128e-06	2.06378e-06	3.1451e-06
4.456e-09	3.6471e-07	7.7238e-07	1.258e-06	1.76854e-06	2.4185e-06	3.69624e-06
2.794e-09	4.187e-07	9.0426e-07	1.41042e-06	2.10068e-06	2.98854e-06	3.972e-06
3.601e-09	4.9042e-07	1.03986e-06	1.59826e-06	2.38738e-06	3.34324e-06	4.624e-06
6.932e-09	5.674e-07	1.19738e-06	1.91146e-06	2.65922e-06	3.98e-06	5.472e-06
7.778e-09	6.6328e-07	1.42794e-06	2.2241e-06	3.24972e-06	4.478e-06	6.306e-06
6.736e-09	7.6452e-07	1.62056e-06	2.57698e-06	3.70192e-06	5.174e-06	6.898e-06
9.06999999999999e-09	8.9904e-07	1.8964e-06	2.9203e-06	4.138e-06	6.014e-06	8.168e-06
1.5415e-08	1.04566e-06	2.25852e-06	3.35326e-06	4.862e-06	6.656e-06	9.22400000000001e-06
1.6312e-08	1.20446e-06	2.62156e-06	3.888e-06	5.64e-06	8.292e-06	1.0604e-05
1.3536e-08	1.40424e-06	3.0784e-06	4.658e-06	6.332e-06	9.22e-06	1.329e-05
2.0209e-08	1.6333e-06	3.54772e-06	5.246e-06	7.822e-06	1.0526e-05	1.5098e-05
2.1343e-08	1.87668e-06	4.076e-06	5.836e-06	8.652e-06	1.2672e-05	1.7272e-05
2.1935e-08	2.18274e-06	4.802e-06	6.964e-06	9.974e-06	1.4412e-05	2.055e-05
3.4355e-08	2.54062e-06	5.352e-06	8.446e-06	1.1924e-05	1.589e-05	2.1458e-05
3.3517e-08	2.93216e-06	6.114e-06	9.83e-06	1.404e-05	1.8822e-05	2.524e-05
2.5203e-08	3.38684e-06	7.368e-06	1.0708e-05	1.5656e-05	2.2542e-05	3.1286e-05
2.918e-08	3.9724e-06	8.468e-06	1.305e-05	1.7868e-05	2.5774e-05	3.5328e-05
4.158e-08	4.576e-06	9.562e-06	1.5508e-05	2.1146e-05	2.8542e-05	3.806e-05
6.12199999999999e-08	5.26799999999999e-06	1.0948e-05	1.7058e-05	2.4242e-05	3.5274e-05	4.52299999999999e-05
8.07500000000001e-08	6.31000000000001e-06	1.2806e-05	2.0472e-05	2.8616e-05	3.892e-05	5.419e-05
1.3264e-07	7.40400000000001e-06	1.4668e-05	2.3466e-05	3.276e-05	4.217e-05	6.157e-05
1.3237e-07	8.51799999999999e-06	1.7692e-05	2.7046e-05	3.7528e-05	5.452e-05	7.04499999999999e-05
1.1717e-07	9.886e-06	2.1006e-05	3.1218e-05	4.348e-05	6.174e-05	7.694e-05
1.5354e-07	1.1472e-05	2.4198e-05	3.6464e-05	4.841e-05	6.863e-05	9.429e-05
1.6294e-07	1.3286e-05	2.8316e-05	4.171e-05	5.95599999999999e-05	8.01899999999999e-05	0.00010471
1.7885e-07	1.5636e-05	3.2866e-05	4.827e-05	6.554e-05	8.915e-05	0.00011709
2.1429e-07	1.806e-05	3.8382e-05	5.673e-05	7.641e-05	0.00010675	0.00014174
2.4751e-07	2.0958e-05	4.359e-05	6.477e-05	9.58399999999999e-05	0.00012668	0.00016269
