vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.01V	ig_vd = 0.01V	is_vd = 0.01V	iavdd_vd = 0.01V	ignd_vd = 0.01V	id_vd = 0.02V	ig_vd = 0.02V	is_vd = 0.02V	iavdd_vd = 0.02V	ignd_vd = 0.02V	id_vd = 0.03V	ig_vd = 0.03V	is_vd = 0.03V	iavdd_vd = 0.03V	ignd_vd = 0.03V	id_vd = 0.04V	ig_vd = 0.04V	is_vd = 0.04V	iavdd_vd = 0.04V	ignd_vd = 0.04V	id_vd = 0.05V	ig_vd = 0.05V	is_vd = 0.05V	iavdd_vd = 0.05V	ignd_vd = 0.05V	id_vd = 0.06V	ig_vd = 0.06V	is_vd = 0.06V	iavdd_vd = 0.06V	ignd_vd = 0.06V	id_vd = 0.07V	ig_vd = 0.07V	is_vd = 0.07V	iavdd_vd = 0.07V	ignd_vd = 0.07V	id_vd = 0.08V	ig_vd = 0.08V	is_vd = 0.08V	iavdd_vd = 0.08V	ignd_vd = 0.08V	id_vd = 0.09V	ig_vd = 0.09V	is_vd = 0.09V	iavdd_vd = 0.09V	ignd_vd = 0.09V	id_vd = 0.1V	ig_vd = 0.1V	is_vd = 0.1V	iavdd_vd = 0.1V	ignd_vd = 0.1V
-0.3	3.406e-11	-7.393000000000001e-11	3.027e-11	3.124e-07	-3.1248e-07	3.843e-11	-7.756e-11	2.721e-11	3.121e-07	-3.1198e-07	3.4210000000000004e-11	-8.08e-11	2.225e-11	3.122e-07	-3.1196e-07	4.3360000000000006e-11	-8.403e-11	2.3520000000000003e-11	3.1204e-07	-3.1198e-07	4.1610000000000005e-11	-8.792e-11	2.4720000000000003e-11	3.121e-07	-3.1196e-07	5.969e-11	-9.291e-11	2.163e-11	3.12e-07	-3.1184e-07	5.6390000000000005e-11	-9.611e-11	2.631e-11	3.1206e-07	-3.12e-07	5.7590000000000005e-11	-9.955e-11	2.3630000000000003e-11	3.1196e-07	-3.1188e-07	7.768000000000001e-11	-1.0506e-10	2.2060000000000003e-11	3.1214e-07	-3.1198e-07	8.383000000000001e-11	-1.1028e-10	2.389e-11	3.121e-07	-3.118e-07	8.201000000000001e-11	-1.1504e-10	1.9460000000000003e-11	3.1202e-07	-3.1178e-07
-0.295	2.8670000000000003e-11	-6.798000000000001e-11	2.4720000000000003e-11	3.1234e-07	-3.123e-07	4.49e-11	-7.326e-11	2.779e-11	3.1216e-07	-3.1206e-07	3.2790000000000004e-11	-7.4e-11	2.346e-11	3.1198e-07	-3.1196e-07	4.4630000000000005e-11	-7.92e-11	2.0970000000000003e-11	3.1198e-07	-3.119e-07	4.513e-11	-8.221e-11	2.214e-11	3.119e-07	-3.1188e-07	4.472e-11	-8.603000000000001e-11	2.468e-11	3.1214e-07	-3.1212e-07	6.409000000000001e-11	-8.995000000000001e-11	2.132e-11	3.121e-07	-3.1212e-07	6.372e-11	-9.513e-11	1.916e-11	3.1206e-07	-3.12e-07	6.014e-11	-9.883000000000001e-11	2.44e-11	3.1194e-07	-3.1188e-07	7.173000000000001e-11	-1.0425e-10	2.246e-11	3.1202e-07	-3.118e-07	6.955000000000001e-11	-1.0824e-10	2.091e-11	3.1188e-07	-3.1178e-07
-0.29	2.161e-11	-6.41e-11	2.1680000000000003e-11	3.1238e-07	-3.1248e-07	4.007e-11	-6.807e-11	2.131e-11	3.1234e-07	-3.1206e-07	3.75e-11	-7.017e-11	2.73e-11	3.1206e-07	-3.1212e-07	4.3140000000000006e-11	-7.531000000000001e-11	2.549e-11	3.1194e-07	-3.1214e-07	4.7620000000000006e-11	-7.848000000000001e-11	2.478e-11	3.1196e-07	-3.1208e-07	4.9990000000000007e-11	-8.176000000000001e-11	2.3430000000000003e-11	3.1212e-07	-3.1204e-07	5.602e-11	-8.505e-11	1.818e-11	3.1214e-07	-3.1196e-07	5.853e-11	-9.05e-11	2.382e-11	3.119e-07	-3.1208e-07	6.723000000000001e-11	-9.353e-11	1.952e-11	3.1188e-07	-3.1208e-07	7.005e-11	-9.862e-11	1.646e-11	3.121e-07	-3.1198e-07	7.697e-11	-1.033e-10	1.9950000000000003e-11	3.1182e-07	-3.118e-07
-0.285	2.7690000000000003e-11	-6.048000000000001e-11	2.646e-11	3.1234e-07	-3.1246e-07	3.347e-11	-6.309e-11	2.2880000000000003e-11	3.1212e-07	-3.1216e-07	3.882e-11	-6.601e-11	2.04e-11	3.1222e-07	-3.1194e-07	4.9990000000000007e-11	-7.144e-11	2.263e-11	3.12e-07	-3.1198e-07	4.6860000000000007e-11	-7.481000000000001e-11	2.3080000000000003e-11	3.1206e-07	-3.1206e-07	4.6670000000000005e-11	-7.67e-11	1.88e-11	3.1214e-07	-3.121e-07	5.655e-11	-8.16e-11	2.325e-11	3.119e-07	-3.1196e-07	6.592e-11	-8.592000000000001e-11	2.164e-11	3.1206e-07	-3.1206e-07	5.498000000000001e-11	-8.802000000000001e-11	1.5380000000000003e-11	3.1188e-07	-3.1178e-07	5.75e-11	-9.293000000000001e-11	1.5720000000000002e-11	3.1198e-07	-3.118e-07	6.752e-11	-9.813e-11	1.3080000000000002e-11	3.1182e-07	-3.1184e-07
-0.28	2.913e-11	-5.6900000000000005e-11	2.181e-11	3.1262e-07	-3.1236e-07	3.686e-11	-6.074e-11	2.462e-11	3.1228e-07	-3.1224e-07	3.071e-11	-6.208000000000001e-11	1.867e-11	3.122e-07	-3.119e-07	4.276e-11	-6.648e-11	1.612e-11	3.1218e-07	-3.1208e-07	4.2920000000000005e-11	-7.025e-11	1.6800000000000003e-11	3.1194e-07	-3.1192e-07	3.9e-11	-7.228e-11	1.792e-11	3.1188e-07	-3.1186e-07	6.315000000000001e-11	-7.794e-11	1.8930000000000003e-11	3.119e-07	-3.1186e-07	5.619e-11	-8.133e-11	1.6650000000000002e-11	3.1182e-07	-3.1188e-07	5.5340000000000006e-11	-8.348e-11	1.8310000000000003e-11	3.121e-07	-3.12e-07	6.825000000000001e-11	-8.986000000000001e-11	1.967e-11	3.1206e-07	-3.1204e-07	6.526e-11	-9.191000000000001e-11	1.437e-11	3.1204e-07	-3.1178e-07
-0.275	2.3720000000000003e-11	-5.3190000000000006e-11	1.856e-11	3.1228e-07	-3.123e-07	3.996e-11	-5.783e-11	2.06e-11	3.123e-07	-3.1202e-07	3.404e-11	-5.901e-11	2.1570000000000003e-11	3.1204e-07	-3.1196e-07	3.803e-11	-6.357e-11	1.841e-11	3.1194e-07	-3.1208e-07	3.393e-11	-6.668000000000001e-11	1.9550000000000003e-11	3.121e-07	-3.1188e-07	4.415e-11	-6.993000000000001e-11	2.096e-11	3.1202e-07	-3.1206e-07	5.2940000000000007e-11	-7.391e-11	1.559e-11	3.1206e-07	-3.1208e-07	5.3e-11	-7.728e-11	1.673e-11	3.1184e-07	-3.1194e-07	6.307000000000001e-11	-8.012e-11	1.7380000000000002e-11	3.1188e-07	-3.119e-07	6.503000000000001e-11	-8.527e-11	1.313e-11	3.1182e-07	-3.1184e-07	6.939e-11	-8.839e-11	1.672e-11	3.119e-07	-3.118e-07
-0.27	2.0570000000000003e-11	-5.0460000000000006e-11	2.1080000000000003e-11	3.1232e-07	-3.1256e-07	3.187e-11	-5.378000000000001e-11	1.7160000000000002e-11	3.1208e-07	-3.1226e-07	4.029e-11	-5.754e-11	1.947e-11	3.122e-07	-3.1214e-07	4.607e-11	-6.092000000000001e-11	2.013e-11	3.122e-07	-3.1212e-07	4.261e-11	-6.409000000000001e-11	1.988e-11	3.1186e-07	-3.119e-07	4.5940000000000005e-11	-6.569000000000001e-11	1.5780000000000003e-11	3.1204e-07	-3.119e-07	4.8350000000000006e-11	-6.999000000000001e-11	1.6200000000000003e-11	3.12e-07	-3.1182e-07	5.2930000000000005e-11	-7.402e-11	1.8000000000000002e-11	3.1196e-07	-3.1194e-07	5.649e-11	-7.555e-11	1.126e-11	3.1188e-07	-3.1198e-07	6.132e-11	-8.015e-11	1.078e-11	3.1184e-07	-3.1186e-07	7.266000000000001e-11	-8.516e-11	1.149e-11	3.118e-07	-3.1172e-07
-0.265	3.0460000000000004e-11	-4.7730000000000006e-11	2.182e-11	3.1234e-07	-3.125e-07	3.037e-11	-5.146e-11	1.931e-11	3.1218e-07	-3.1208e-07	3.1810000000000004e-11	-5.3520000000000006e-11	1.367e-11	3.1222e-07	-3.1214e-07	4.174e-11	-5.689e-11	1.3900000000000002e-11	3.1194e-07	-3.12e-07	3.7930000000000005e-11	-6.03e-11	1.434e-11	3.1196e-07	-3.1184e-07	4.1030000000000006e-11	-6.253e-11	1.08e-11	3.1212e-07	-3.118e-07	5.2170000000000006e-11	-6.727e-11	1.6940000000000002e-11	3.12e-07	-3.1192e-07	5.3450000000000007e-11	-6.997e-11	1.316e-11	3.12e-07	-3.1184e-07	5.613e-11	-7.217e-11	1.12e-11	3.1202e-07	-3.1206e-07	6.021e-11	-7.731e-11	1.2470000000000002e-11	3.1186e-07	-3.1198e-07	6.753000000000001e-11	-8.044000000000001e-11	7.25e-12	3.1184e-07	-3.118e-07
-0.26	2.601e-11	-4.538e-11	1.6740000000000002e-11	3.123e-07	-3.1226e-07	3.267e-11	-4.9220000000000006e-11	2.074e-11	3.1222e-07	-3.1212e-07	3.0900000000000004e-11	-5.058e-11	1.6090000000000003e-11	3.1212e-07	-3.1202e-07	3.63e-11	-5.416e-11	1.3190000000000002e-11	3.121e-07	-3.1212e-07	2.9260000000000004e-11	-5.551e-11	1.326e-11	3.1192e-07	-3.1182e-07	3.762e-11	-5.925e-11	1.4870000000000003e-11	3.1192e-07	-3.119e-07	4.8490000000000005e-11	-6.341e-11	1.101e-11	3.1192e-07	-3.119e-07	4.535e-11	-6.541000000000001e-11	8.880000000000003e-12	3.1182e-07	-3.1178e-07	5.533e-11	-7.011e-11	1.345e-11	3.1192e-07	-3.1186e-07	6.544000000000001e-11	-7.373e-11	1.05e-11	3.1204e-07	-3.1184e-07	6.384000000000001e-11	-7.702000000000001e-11	8.46e-12	3.119e-07	-3.118e-07
-0.255	2.0750000000000003e-11	-4.2190000000000005e-11	1.5960000000000002e-11	3.1234e-07	-3.1248e-07	2.96e-11	-4.64e-11	1.398e-11	3.121e-07	-3.1208e-07	3.5240000000000006e-11	-4.881e-11	1.82e-11	3.1214e-07	-3.1218e-07	3.5590000000000003e-11	-5.215e-11	1.59e-11	3.12e-07	-3.1196e-07	3.442e-11	-5.3960000000000007e-11	1.52e-11	3.1194e-07	-3.1188e-07	4.761e-11	-5.598e-11	1.314e-11	3.1186e-07	-3.1182e-07	4.344e-11	-6.004000000000001e-11	8.100000000000001e-12	3.1206e-07	-3.1206e-07	4.167e-11	-6.314e-11	1.195e-11	3.1186e-07	-3.1182e-07	6.444e-11	-6.693000000000001e-11	7.53e-12	3.1206e-07	-3.1188e-07	6.278e-11	-7.012e-11	5.060000000000001e-12	3.1186e-07	-3.1184e-07	7.443e-11	-7.376000000000001e-11	8.23e-12	3.1208e-07	-3.1204e-07
