vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	2.6658e-10	1.2e-13	-2.5529e-10	3.125e-07	-3.125e-07	2.45148e-08	1.026e-11	-2.16826e-08	3.1236e-07	-3.123e-07	-1.1622e-07	5.812e-11	2.1222e-07	3.121e-07	-3.1202e-07	-1.2794e-05	3.2548e-10	1.3772e-05	3.1224e-07	-3.1204e-07	-1.8904e-05	1.3161e-09	2.7206e-05	3.1232e-07	-3.1222e-07	-2.0096e-05	4.7491e-09	3.4438e-05	3.1268e-07	-3.1262e-07	-2.1048e-05	1.8419e-08	3.8658e-05	3.1286e-07	-3.1282e-07
0.005	2.0337e-09	6.5e-13	-1.9988e-09	3.1234e-07	-3.1226e-07	1.9394e-07	9.1e-12	-1.9742e-07	3.1212e-07	-3.1232e-07	9.5724e-07	5.642e-11	-1.1872e-05	3.1224e-07	-3.1222e-07	6.7348e-05	3.1639e-10	-0.0001423	3.1234e-07	-3.1206e-07	6.5612e-05	1.2875e-09	-0.00033028	3.1214e-07	-3.123e-07	6.0652e-05	4.6297e-09	-0.00044482	3.1276e-07	-3.1264e-07	5.4516e-05	1.78948e-08	-0.00050586	3.1274e-07	-3.1292e-07
0.01	3.5512e-09	1.71e-12	-3.58e-09	3.1234e-07	-3.1244e-07	3.4272e-07	8.34e-12	-3.4372e-07	3.1224e-07	-3.1208e-07	2.2678e-05	5.341e-11	-2.272e-05	3.1214e-07	-3.1226e-07	0.00029186	3.097e-10	-0.00029214	3.1228e-07	-3.1234e-07	0.00069132	1.2586e-09	-0.00069108	3.1218e-07	-3.123e-07	0.00093634	4.5147e-09	-0.00093622	3.1258e-07	-3.1252e-07	0.0010699	1.74112e-08	-0.0010698	3.1294e-07	-3.1286e-07
0.015	4.9569e-09	3.2e-13	-4.9329e-09	3.1252e-07	-3.1246e-07	4.7824e-07	1.001e-11	-4.7638e-07	3.121e-07	-3.1228e-07	3.24e-05	5.23e-11	-3.2526e-05	3.1222e-07	-3.1206e-07	0.00043688	2.9857e-10	-0.00043798	3.1234e-07	-3.1208e-07	0.00105144	1.2197e-09	-0.00105304	3.124e-07	-3.1242e-07	0.001431	4.4063e-09	-0.0014314	3.1246e-07	-3.1266e-07	0.0016366	1.6934e-08	-0.0016378	3.1276e-07	-3.1262e-07
0.02	6.1564e-09	-2.92e-12	-6.1593e-09	3.1246e-07	-3.1246e-07	5.9542e-07	8.32e-12	-5.971e-07	3.1214e-07	-3.1212e-07	4.1124e-05	5.216e-11	-4.135e-05	3.1232e-07	-3.1228e-07	0.0005738	2.9392e-10	-0.00057442	3.1206e-07	-3.1208e-07	0.001404	1.1913e-09	-0.001402	3.1224e-07	-3.1236e-07	0.0019158	4.2984e-09	-0.0019144	3.1248e-07	-3.126e-07	0.0021944	1.64916e-08	-0.0021928	3.128e-07	-3.1284e-07
0.025	7.2655e-09	-4.2e-13	-7.2647e-09	3.122e-07	-3.1242e-07	7.0204e-07	6.17e-12	-7.063e-07	3.124e-07	-3.1232e-07	4.9046e-05	4.839e-11	-4.9298e-05	3.1214e-07	-3.1206e-07	0.00070388	2.8859e-10	-0.00070524	3.1216e-07	-3.1202e-07	0.0017444	1.1674e-09	-0.0017452	3.1238e-07	-3.1232e-07	0.0023962	4.1987e-09	-0.0023948	3.1246e-07	-3.1242e-07	0.0027502	1.60658e-08	-0.002751	3.1276e-07	-3.1258e-07
0.03	8.3011e-09	2.22e-12	-8.2804e-09	3.1222e-07	-3.1242e-07	8.0064e-07	8.52e-12	-8.0276e-07	3.1208e-07	-3.1208e-07	5.6396e-05	4.968e-11	-5.6684e-05	3.1206e-07	-3.1212e-07	0.00082994	2.7709e-10	-0.0008307	3.1226e-07	-3.123e-07	0.002086	1.1407e-09	-0.0020882	3.1232e-07	-3.1234e-07	0.0028794	4.0987e-09	-0.002881	3.1248e-07	-3.1236e-07	0.0033092	1.56326e-08	-0.0033096	3.1264e-07	-3.1276e-07
0.035	9.2273e-09	-2.25e-12	-9.1892e-09	3.1236e-07	-3.1254e-07	8.8618e-07	9.76e-12	-8.9316e-07	3.1232e-07	-3.1234e-07	6.3042e-05	4.708e-11	-6.3414e-05	3.1228e-07	-3.1216e-07	0.00094822	2.741e-10	-0.00094926	3.1234e-07	-3.121e-07	0.0024182	1.1172e-09	-0.0024182	3.1222e-07	-3.1216e-07	0.0033524	4.0041e-09	-0.0033524	3.1238e-07	-3.125e-07	0.0038636	1.522e-08	-0.0038628	3.1268e-07	-3.1264e-07
0.04	1.00702e-08	-2.5e-12	-1.00654e-08	3.1242e-07	-3.1218e-07	9.6708e-07	7.58e-12	-9.75e-07	3.1216e-07	-3.1206e-07	6.927e-05	4.302e-11	-6.9512e-05	3.122e-07	-3.1208e-07	0.00106154	2.6874e-10	-0.001063	3.1226e-07	-3.123e-07	0.0027466	1.0889e-09	-0.0027486	3.1218e-07	-3.1238e-07	0.003828	3.9109e-09	-0.003827	3.124e-07	-3.1262e-07	0.0044184	1.4822e-08	-0.0044192	3.1292e-07	-3.126e-07
0.045	1.08688e-08	1.57e-12	-1.08547e-08	3.1222e-07	-3.122e-07	1.04728e-06	5.22e-12	-1.04606e-06	3.123e-07	-3.1214e-07	7.4858e-05	4.588e-11	-7.5184e-05	3.1212e-07	-3.1206e-07	0.001171	2.609e-10	-0.001171	3.1224e-07	-3.1224e-07	0.003064	1.0682e-09	-0.003065	3.1224e-07	-3.1216e-07	0.0042928	3.8212e-09	-0.0042928	3.1246e-07	-3.1254e-07	0.004965	1.44552e-08	-0.004965	3.1278e-07	-3.126e-07
0.05	1.1677e-08	8.1e-13	-1.16812e-08	3.1228e-07	-3.1228e-07	1.11406e-06	7.39e-12	-1.11926e-06	3.1228e-07	-3.12e-07	8.0142e-05	4.522e-11	-8.056e-05	3.1216e-07	-3.1222e-07	0.0012712	2.5405e-10	-0.001274	3.1212e-07	-3.1202e-07	0.0033808	1.0398e-09	-0.0033822	3.1218e-07	-3.121e-07	0.0047602	3.7358e-09	-0.0047602	3.1256e-07	-3.1238e-07	0.0055176	1.4057e-08	-0.0055168	3.1252e-07	-3.1274e-07
0.055	1.23672e-08	-2.69e-12	-1.23822e-08	3.1246e-07	-3.125e-07	1.2e-06	7.2e-12	-1.192e-06	3.1206e-07	-3.1212e-07	8.5056e-05	4.132e-11	-8.5448e-05	3.1206e-07	-3.1228e-07	0.001368	2.531e-10	-0.0013692	3.1206e-07	-3.1218e-07	0.003685	1.0198e-09	-0.003687	3.1228e-07	-3.1236e-07	0.0052176	3.6483e-09	-0.005217	3.1238e-07	-3.123e-07	0.0060608	1.37074e-08	-0.006059	3.1258e-07	-3.1254e-07
0.06	1.30466e-08	-2.87e-12	-1.31064e-08	3.1226e-07	-3.1232e-07	1.2487e-06	7.11e-12	-1.255e-06	3.1224e-07	-3.1216e-07	8.9766e-05	4.423e-11	-9.0196e-05	3.122e-07	-3.1214e-07	0.0014606	2.4759e-10	-0.0014632	3.1204e-07	-3.1202e-07	0.0039892	9.998e-10	-0.003991	3.121e-07	-3.1214e-07	0.0056732	3.5671e-09	-0.0056748	3.1258e-07	-3.1254e-07	0.0066064	1.33546e-08	-0.006607	3.1276e-07	-3.1278e-07
0.065	1.3702e-08	-4.39e-12	-1.3729e-08	3.122e-07	-3.1226e-07	1.3089e-06	6.54e-12	-1.3202e-06	3.1236e-07	-3.1212e-07	9.4126e-05	4.091e-11	-9.4684e-05	3.1238e-07	-3.121e-07	0.0015474	2.3832e-10	-0.0015506	3.1224e-07	-3.1224e-07	0.0042802	9.7615e-10	-0.0042836	3.1214e-07	-3.1212e-07	0.0061232	3.4893e-09	-0.0061234	3.1252e-07	-3.1266e-07	0.0071428	1.30254e-08	-0.0071426	3.125e-07	-3.1278e-07
