Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-3.3328e-10	-1.197e-11	-5.94e-12	3.1716e-07	-3.1666e-07	-4.5048e-10	1.0374e-10	-1.367e-11	3.1688e-07	-3.1656e-07	-8.2319e-10	4.9295e-10	0	3.1686e-07	-3.1654e-07	-2.2943e-09	1.9678e-09	-1.97e-12	3.169e-07	-3.1676e-07	-6.7729e-09	6.456e-09	-3.76e-12	3.1686e-07	-3.165e-07	-2.11904e-08	2.09152e-08	-2.82e-12	3.1676e-07	-3.1662e-07	-7.5564e-08	7.52512e-08	-3.03e-12	3.1684e-07	-3.1664e-07
0.005	-3.0892e-10	-1.383e-11	-3.8e-12	3.17e-07	-3.1686e-07	-4.2102e-10	1.0295e-10	3.83e-12	3.1702e-07	-3.1668e-07	-7.8805e-10	4.6435e-10	3.49e-12	3.1702e-07	-3.165e-07	-2.1916e-09	1.8854e-09	-2.32e-12	3.1698e-07	-3.167e-07	-6.5089e-09	6.2067e-09	4.26e-12	3.1704e-07	-3.1644e-07	-2.03346e-08	2.0057e-08	-2.61e-12	3.1696e-07	-3.166e-07	-7.22168e-08	7.1907e-08	5.62e-12	3.1696e-07	-3.1662e-07
0.01	-3.0877e-10	-1.684e-11	7.01e-12	3.1728e-07	-3.167e-07	-4.0981e-10	9.389e-11	6.81e-12	3.1704e-07	-3.164e-07	-7.4918e-10	4.4679e-10	-4.08e-12	3.1706e-07	-3.167e-07	-2.1117e-09	1.811e-09	5.7e-13	3.1686e-07	-3.165e-07	-6.2788e-09	5.975e-09	-5.87e-12	3.1682e-07	-3.1652e-07	-1.95538e-08	1.92854e-08	-5.09e-12	3.1676e-07	-3.1652e-07	-6.90554e-08	6.87894e-08	-2.38e-12	3.168e-07	-3.167e-07
0.015	-2.8804e-10	-1.825e-11	-1.26e-12	3.1702e-07	-3.1672e-07	-3.9314e-10	9.012e-11	-1.936e-11	3.1686e-07	-3.1668e-07	-7.2048e-10	4.2744e-10	6.53e-12	3.1686e-07	-3.1658e-07	-2.0267e-09	1.7334e-09	-4.6e-13	3.1708e-07	-3.165e-07	-6.0362e-09	5.7511e-09	1.96e-12	3.169e-07	-3.1652e-07	-1.87674e-08	1.85146e-08	5.11e-12	3.1696e-07	-3.164e-07	-6.59986e-08	6.58002e-08	-6.45e-12	3.1678e-07	-3.1646e-07
0.02	-2.8992e-10	-1.89e-11	-1.95e-12	3.1718e-07	-3.1672e-07	-3.7707e-10	8.415e-11	9.3e-12	3.1708e-07	-3.1652e-07	-7.0044e-10	4.0765e-10	-1.048e-11	3.1704e-07	-3.1668e-07	-1.9422e-09	1.6646e-09	-1.33e-12	3.1684e-07	-3.1664e-07	-5.8023e-09	5.5325e-09	1.21e-12	3.1692e-07	-3.1658e-07	-1.80322e-08	1.77856e-08	8e-13	3.1696e-07	-3.1668e-07	-6.31958e-08	6.29566e-08	-1.51e-12	3.169e-07	-3.1668e-07
0.025	-2.6503e-10	-2.12e-11	6.65e-12	3.1708e-07	-3.1688e-07	-3.634e-10	7.965e-11	-2.73e-12	3.1682e-07	-3.1646e-07	-6.5796e-10	3.8777e-10	1.409e-11	3.1686e-07	-3.167e-07	-1.8724e-09	1.5961e-09	3.38e-12	3.17e-07	-3.1682e-07	-5.5995e-09	5.3188e-09	-1.418e-11	3.1696e-07	-3.1652e-07	-1.7321e-08	1.70892e-08	-8.58e-12	3.1694e-07	-3.167e-07	-6.04434e-08	6.02104e-08	2.4e-12	3.1704e-07	-3.1658e-07
0.03	-2.6602e-10	-2.29e-11	-1.99e-12	3.1694e-07	-3.1662e-07	-3.5245e-10	7.394e-11	-1.203e-11	3.1706e-07	-3.1676e-07	-6.4472e-10	3.6399e-10	5.66e-12	3.168e-07	-3.166e-07	-1.7855e-09	1.5262e-09	8.5e-13	3.1702e-07	-3.168e-07	-5.3744e-09	5.1246e-09	1.058e-11	3.1708e-07	-3.1656e-07	-1.665e-08	1.64318e-08	-4.13e-12	3.1692e-07	-3.1652e-07	-5.78266e-08	5.75954e-08	1.87e-12	3.168e-07	-3.1666e-07
0.035	-2.4922e-10	-2.608e-11	3.7e-13	3.171e-07	-3.1682e-07	-3.3976e-10	7.02e-11	7.97e-12	3.1702e-07	-3.1652e-07	-6.0389e-10	3.4855e-10	-1.787e-11	3.1684e-07	-3.1656e-07	-1.7223e-09	1.4609e-09	-1.9e-12	3.1686e-07	-3.165e-07	-5.1924e-09	4.9285e-09	-1.184e-11	3.1704e-07	-3.167e-07	-1.60006e-08	1.57788e-08	6.71e-12	3.168e-07	-3.1676e-07	-5.53262e-08	5.51084e-08	1.8e-13	3.1678e-07	-3.1668e-07
0.04	-2.3676e-10	-3.051e-11	4.48e-12	3.1704e-07	-3.1662e-07	-3.2422e-10	6.743e-11	-3.83e-12	3.1686e-07	-3.1658e-07	-5.8925e-10	3.3627e-10	1.46e-11	3.171e-07	-3.1682e-07	-1.6376e-09	1.3962e-09	4.92e-12	3.1698e-07	-3.1656e-07	-4.9862e-09	4.7421e-09	7.7e-13	3.1706e-07	-3.1656e-07	-1.53954e-08	1.51902e-08	7.23e-12	3.1698e-07	-3.1656e-07	-5.29818e-08	5.27592e-08	1.62e-12	3.168e-07	-3.1672e-07
0.045	-2.3748e-10	-3.097e-11	-5.03e-12	3.1704e-07	-3.1676e-07	-3.2308e-10	6.301e-11	-9.63e-12	3.169e-07	-3.1678e-07	-5.6872e-10	3.1418e-10	5.99e-12	3.1682e-07	-3.1656e-07	-1.5831e-09	1.335e-09	-3.13e-12	3.1698e-07	-3.1682e-07	-4.8029e-09	4.5648e-09	1.067e-11	3.1674e-07	-3.167e-07	-1.48092e-08	1.45894e-08	-7.3e-12	3.17e-07	-3.1652e-07	-5.07172e-08	5.0508e-08	-8.18e-12	3.1678e-07	-3.1646e-07
0.05	-2.1556e-10	-3.24e-11	1.29e-12	3.172e-07	-3.1674e-07	-2.9858e-10	6.021e-11	9.8e-12	3.17e-07	-3.1674e-07	-5.2981e-10	3.0265e-10	-1.401e-11	3.1684e-07	-3.165e-07	-1.5065e-09	1.2776e-09	2.62e-12	3.17e-07	-3.1668e-07	-4.6149e-09	4.3875e-09	-1.422e-11	3.1684e-07	-3.1676e-07	-1.42294e-08	1.40178e-08	-5.29e-12	3.1676e-07	-3.1658e-07	-4.8531e-08	4.8337e-08	2.16e-12	3.168e-07	-3.1652e-07
0.055	-2.2774e-10	-3.437e-11	5.2e-13	3.17e-07	-3.1672e-07	-2.9467e-10	5.183e-11	-8.69e-12	3.168e-07	-3.1674e-07	-5.2421e-10	2.8352e-10	6.77e-12	3.1686e-07	-3.1658e-07	-1.4512e-09	1.2199e-09	-2.73e-12	3.1676e-07	-3.167e-07	-4.4444e-09	4.2189e-09	7.8e-12	3.1702e-07	-3.1652e-07	-1.36808e-08	1.34798e-08	1.06e-12	3.1698e-07	-3.167e-07	-4.64876e-08	4.6319e-08	6.74e-12	3.1678e-07	-3.1672e-07
0.06	-2.0553e-10	-3.233e-11	-3.55e-12	3.172e-07	-3.1678e-07	-2.8271e-10	5.236e-11	-4.3e-12	3.1686e-07	-3.1682e-07	-4.9481e-10	2.707e-10	7.89e-12	3.17e-07	-3.1656e-07	-1.3907e-09	1.1676e-09	-2e-12	3.1704e-07	-3.1674e-07	-4.2661e-09	4.0558e-09	6.47e-12	3.1686e-07	-3.1662e-07	-1.31372e-08	1.29566e-08	9.2e-13	3.1678e-07	-3.168e-07	-4.45228e-08	4.43274e-08	-1.99e-12	3.168e-07	-3.165e-07
