Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	2.38968e-08	-5.9872e-10	-1.6311e-08	4.9296e-07	-4.9008e-07	2.6002e-07	3.3903e-10	-4.9644e-07	4.9494e-07	-4.9266e-07	-1.04895e-05	-9.84e-11	1.14232e-05	4.879e-07	-4.9e-07	-2.208e-05	1.2812e-09	3.7726e-05	4.9388e-07	-4.933e-07	-9.674e-05	2.1193e-09	2.6526e-05	4.641e-07	-4.9124e-07	-0.00011354	9.0615e-09	0.00011226	4.9256e-07	-4.9504e-07	-0.00012496	2.81456e-08	0.0001221	4.9164e-07	-4.6422e-07
0.005	7.92174e-08	-1.3344e-10	-7.49356e-08	4.8948e-07	-4.8838e-07	3.8214e-06	-5.559e-11	-3.3637e-06	4.9246e-07	-4.9488e-07	7.8068e-05	-3.8076e-10	-7.3422e-05	4.8916e-07	-4.8884e-07	5.6458e-05	8.689e-10	-0.0004295	4.7894e-07	-4.6802e-07	0.00067926	2.2273e-09	-0.00068062	4.5054e-07	-4.9612e-07	0.00079474	7.5696e-09	-0.00079022	4.9132e-07	-4.7636e-07	0.00084356	2.84988e-08	-0.00084572	4.9254e-07	-4.952e-07
0.01	1.2892e-07	3.986e-10	-1.2456e-07	4.8966e-07	-4.9088e-07	6.4944e-06	6.8991e-10	-6.6231e-06	4.8888e-07	-4.9372e-07	0.00017176	8.6938e-10	-0.00017032	4.9078e-07	-4.8922e-07	0.00089832	1.3198e-09	-0.0008977	4.9506e-07	-4.9108e-07	0.00144	2.4119e-09	-0.0014374	4.9596e-07	-4.9376e-07	0.001681	7.4088e-09	-0.00168	4.9642e-07	-4.9662e-07	0.0017958	2.71936e-08	-0.001799	4.931e-07	-4.9028e-07
0.015	1.7356e-07	2.5607e-10	-1.6576e-07	4.9562e-07	-4.9358e-07	8.7755e-06	2.9873e-10	-8.9816e-06	4.9038e-07	-4.8904e-07	0.00025124	-4.5526e-10	-0.00025032	4.8722e-07	-4.8978e-07	0.001362	1.3698e-09	-0.0013636	4.886e-07	-4.8956e-07	0.0022018	1.9166e-09	-0.0022008	4.9476e-07	-4.5082e-07	0.0025774	7.8699e-09	-0.00258	4.9226e-07	-4.8966e-07	0.0027598	2.61282e-08	-0.0027616	4.9476e-07	-4.9194e-07
0.02	2.155e-07	-5.5106e-10	-2.0372e-07	4.9018e-07	-4.8814e-07	1.09907e-05	-3.6458e-10	-1.12151e-05	4.945e-07	-4.9232e-07	0.00032412	2.318e-11	-0.00032466	4.8932e-07	-4.9148e-07	0.0018028	1.132e-09	-0.0018048	4.8848e-07	-4.9098e-07	0.0029494	2.4168e-09	-0.0029456	4.935e-07	-4.9578e-07	0.003461	7.0336e-09	-0.0034622	4.9162e-07	-4.8964e-07	0.0037054	2.5301e-08	-0.0037082	4.925e-07	-4.904e-07
0.025	2.4108e-07	-4.0362e-10	-2.5322e-07	4.8976e-07	-4.9452e-07	1.3228e-05	1.786e-11	-1.326e-05	4.9088e-07	-4.8874e-07	0.00039092	8.426e-10	-0.00039252	4.8864e-07	-4.9058e-07	0.002232	1.302e-09	-0.0022332	4.9144e-07	-4.9186e-07	0.0036842	3.135e-09	-0.0036856	4.8946e-07	-4.9098e-07	0.0043406	7.2364e-09	-0.0043384	4.84e-07	-4.913e-07	0.004654	2.46564e-08	-0.0046502	4.9192e-07	-4.903e-07
0.03	2.7402e-07	5.2569e-10	-2.8802e-07	4.8972e-07	-4.9252e-07	1.497e-05	-6.1776e-10	-1.504e-05	4.896e-07	-4.571e-07	0.00045456	2.9542e-10	-0.0004545	4.9078e-07	-4.4762e-07	0.0026524	1.2842e-09	-0.0026562	4.9026e-07	-4.9472e-07	0.0044232	2.7825e-09	-0.0044218	4.9076e-07	-4.7606e-07	0.0052284	7.8535e-09	-0.0052294	4.9504e-07	-4.789e-07	0.0056094	2.41046e-08	-0.0056116	4.9636e-07	-4.9586e-07
0.035	3.1638e-07	5.6423e-10	-3.17e-07	4.9136e-07	-4.8562e-07	1.6434e-05	-1.4165e-10	-1.674e-05	4.8812e-07	-4.6488e-07	0.00051358	-4.5676e-10	-0.0005134	4.899e-07	-4.483e-07	0.0030552	1.2571e-09	-0.0030554	4.899e-07	-4.9016e-07	0.005146	2.0588e-09	-0.005148	4.9368e-07	-4.5828e-07	0.0060976	7.6611e-09	-0.0060992	4.9662e-07	-4.9318e-07	0.0065512	2.37244e-08	-0.006553	4.907e-07	-4.9178e-07
0.04	3.3298e-07	-3.3377e-10	-3.3376e-07	4.9256e-07	-4.8948e-07	1.8296e-05	6.863e-10	-1.7746e-05	4.8892e-07	-4.907e-07	0.00056862	-1.1824e-10	-0.00056912	4.8832e-07	-4.8356e-07	0.003449	1.2338e-09	-0.0034514	4.918e-07	-4.9134e-07	0.0058728	1.7781e-09	-0.0058722	4.8926e-07	-4.5558e-07	0.0069766	6.7753e-09	-0.0069776	4.9716e-07	-4.9462e-07	0.007509	2.34448e-08	-0.0075072	4.9018e-07	-4.9212e-07
0.045	3.6074e-07	-6.1727e-10	-3.6094e-07	4.897e-07	-4.8906e-07	1.9724e-05	3.9086e-10	-1.9798e-05	4.9072e-07	-4.8902e-07	0.0006172	7.6316e-10	-0.00061592	4.6998e-07	-4.9554e-07	0.0038238	1.1927e-09	-0.0038276	4.902e-07	-4.9014e-07	0.0065772	2.4417e-09	-0.0065814	4.8858e-07	-4.909e-07	0.0078464	6.2441e-09	-0.0078438	4.9556e-07	-4.901e-07	0.008449	2.28696e-08	-0.0084452	4.8998e-07	-4.8082e-07
