gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
1.96000000000001e-08	-5.10000000000007e-08	-1.40399999999998e-08	-8.20000000000021e-10	1.86000000000003e-09	9.60000000000025e-10	9.5200000000002e-10
-9.4399999999996e-09	-3.18000000000007e-08	-9.39999999999983e-09	-2.80000000000098e-10	-1.29999999999954e-10	2.50000000000009e-10	1.75000000000016e-10
-3.55200000000002e-08	-1.24000000000001e-08	-5.05999999999998e-09	-2.28000000000009e-09	-1.63999999999999e-09	-6.10000000000004e-10	-2.43999999999992e-10
-3.292e-08	-1.13399999999998e-08	-4.30000000000026e-09	-3.2099999999999e-09	-9.99999999999979e-10	-6.89999999999985e-10	-2.43999999999992e-10
-3.204e-08	-1.214e-08	-4.06000000000018e-09	-1.07999999999999e-09	-9.79999999999972e-10	-7.19999999999995e-10	-2.13999999999991e-10
-3.22799999999997e-08	-1.072e-08	-3.58000000000005e-09	-2.19999999999997e-09	-1.21e-09	-4.50000000000022e-10	-1.64999999999992e-10
-3.02799999999994e-08	-7.48000000000013e-09	-3.96000000000009e-09	-2.32000000000001e-09	-1.21e-09	-8.50000000000029e-10	-4.59999999999999e-10
-3.20399999999999e-08	-1.09999999999998e-08	-3.80000000000004e-09	-8.30000000000046e-10	-6.70000000000008e-10	-7.30000000000016e-10	-3.23000000000002e-10
-3.15800000000002e-08	-1.22799999999996e-08	-2.39999999999975e-09	-1.98999999999993e-09	-1.06000000000001e-09	-2.19999999999993e-10	-3.79000000000003e-10
-2.84200000000001e-08	-9.34000000000014e-09	-3.27999999999967e-09	-2.38e-09	-1.20000000000001e-09	-8.79999999999994e-10	-3.38000000000004e-10
-2.71799999999999e-08	-6.48000000000028e-09	-2.92000000000005e-09	-1.90000000000001e-09	-6.59999999999999e-10	-4.69999999999984e-10	-2.91000000000003e-10
-2.226e-08	-9.69999999999962e-09	-3.62000000000016e-09	-1.66000000000011e-09	-5.50000000000009e-10	-1.69999999999981e-10	-2.48000000000004e-10
-2.29000000000002e-08	-8.55999999999949e-09	-4.2200000000002e-09	-1.73000000000009e-09	-1.17000000000001e-09	-6.50000000000015e-10	-5.3600000000001e-10
-2.53399999999997e-08	-5.19999999999986e-09	-2.73999999999994e-09	-1.12000000000004e-09	-1.29e-09	-9.00000000000003e-10	-2.00000000000018e-10
-2.22999999999994e-08	-8.32000000000056e-09	-3.39999999999991e-09	-6.09999999999912e-10	-5.20000000000035e-10	-3.29999999999981e-10	2.98999999999993e-10
-2.05800000000009e-08	-6.46000000000005e-09	-3.60000000000019e-09	-1.86000000000003e-09	-1.20000000000006e-09	-3.80000000000001e-10	-6.82000000000014e-10
-2.19600000000003e-08	-6.0999999999996e-09	-3.66000000000002e-09	-2.11000000000011e-09	-1.34000000000001e-09	-1.07e-09	-4.63000000000019e-10
-1.76199999999998e-08	-8.08000000000017e-09	-3.45999999999979e-09	-1.13999999999992e-09	-6.79999999999998e-10	-2.49999999999998e-10	1.68999999999994e-10
-1.73399999999998e-08	-6.92000000000034e-09	-1.64000000000002e-09	-1.49999999999986e-09	-7.09999999999966e-10	-5.99999999999857e-11	-3.82999999999993e-10
