Dispositivi,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealing
100-30,0,0.369702851333242,1.80230140024956,-2.79125652756595,-2.54632838855769,-2.44928139008272,-3.0546698091409,-5.21743148944035,-5.93835204954017
100-60,0,0.602206213417377,2.80841963079694,-6.18527690229626,-5.9882935614588,-5.9882935614588,-6.69180549302116,-9.82102656461054,-10.6990094552004
100-180,0,0.36645377447388,3.49701601926499,-9.98848288137368,-9.92566223432102,-10.5748089205319,-11.8521620772694,-17.5164904198513,-19.4429902627997
200-30,0,0.570170486620754,1.59478378683526,-2.33713446991081,-2.35689285311054,-2.8706108163035,-3.72304392006323,-6.49204019419669,-7.49407248504009
200-60,0,0.702023298589822,2.71612507664009,-4.60453709380749,-4.65358675659105,-5.15021459227469,-6.1496014714899,-10.0674432863274,-11.020846106683
200-180,0,0.503207255032077,2.81464277814642,-9.59411634594117,-10.0420261004203,-11.8060163680602,-13.6861313868613,-20.7310329573103,-22.4784339747843
600-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600-60,0,0.601065807411079,1.02656256454745,-2.94956004461519,-2.62320816292808,-3.21394637914653,-3.89143636138306,-5.90944768042301,-7.24790349898789
600-180,0,1.06661734332131,3.37556644779432,-5.9218841517926,-6.13150836955517,-7.05015567680878,-8.34797620148587,-13.144671537347,-15.3272295693456
