Dispositivi,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealing
100-30,0,-0.143996455471868,0.601831339536257,-4.52665780534633,-4.20912715994684,-3.82882882882883,-4.16851277507016,-5.7857037365234,-6.52783931472456
100-60,0,0.0762195121951155,1.55773628048781,-9.14634146341464,-8.86528201219513,-8.68426067073172,-9.14634146341464,-11.8521341463415,-12.6524390243902
100-180,0,-0.970873786407766,-0.0466766243465254,-14.8431665421957,-14.7498132935026,-15.2912621359223,-16.411501120239,-21.6112770724421,-23.5997012696042
200-30,0,0.212655151462549,1.27376095825015,-4.59378526169604,-4.50481729016579,-4.69143303532679,-5.30769898446315,-7.79880218731013,-8.90764690565055
200-60,0,0.229838607834703,1.59371606091986,-7.9205920238426,-7.86250094713713,-8.12769934079258,-8.9232945217589,-12.4744272977547,-13.5099638825045
200-180,0,-0.373868555686736,0.211530893349082,-14.0151515151515,-14.3890200708383,-16.0222353404172,-17.7144824872098,-24.3408107044471,-26.254427390791
600-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600-60,0,-0.209199617758735,0.23760944239261,-11.6686897905421,-11.3742606988817,-11.3071102042925,-11.6945169038457,-14.2307394302539,-16.3614762777964
600-180,0,0.121013284569471,1.44140267842737,-11.3456677244124,-11.5123971387081,-12.3460442101866,-13.4943258215457,-18.165438605927,-20.634109611144
