Dispositivi,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealing
100-30,0,0.480884828083675,1.38254388074055,-1.2022120702092,-1.0579466217841,-1.36451069968743,-2.19403702813177,-4.55037268574177,-5.08535705698487
100-60,0,0.731689990765083,2.14534346806848,-3.07593947574057,-2.96227889465084,-3.25353413369326,-4.15571499609291,-7.29558854869645,-8.04148611209774
100-180,0,0.976464697045568,3.55533299949924,-6.28442663995995,-6.29694541812719,-6.96044066099149,-8.35002503755634,-13.9459188783175,-15.6109163745619
200-30,0,0.560512468542673,0.983756577442238,-0.903683367650414,-0.968504537481891,-1.67772439563791,-2.63860291313963,-5.16662853656676,-5.98261267444521
200-60,0,0.70473005255614,1.79566810001593,-2.24159898072942,-2.36900780379041,-3.01003344481605,-4.12486064659977,-7.72814142379359,-8.50055741360088
200-180,0,1.00825551495466,2.73379347678982,-5.88712951684937,-6.36080660441196,-8.09987819732034,-10.0690215184734,-16.7343348220327,-18.1553660847205
600-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600-60,0,0.654996853726904,0.749385046622042,-0.849493736056286,-0.48052170928437,-1.21846576282822,-1.90492534752016,-3.4465991648075,-4.57067673474058
600-180,0,1.08648754657776,2.32594626397333,-2.71818003530104,-2.92606393410473,-3.76936654245931,-5.05981565012747,-9.03314375367719,-10.7315159835262
