vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-6.4222e-09	-2.0758e-10	-4.2676e-10	1.2524e-06	-1.2427e-06	-2.30884e-08	-1.062e-11	1.4857e-08	1.2883e-06	-1.2785e-06	-1.8066e-06	2.6095e-10	1.8256e-06	1.2965e-06	-1.2864e-06	-1.5288e-05	8.4717e-10	1.675e-05	1.3025e-06	-1.2928e-06	-2.144e-05	2.378e-09	3.107e-05	1.3083e-06	-1.299e-06	-2.3186e-05	7.2919e-09	3.8844e-05	1.3184e-06	-1.3089e-06	-2.2992e-05	2.60636e-08	4.3404e-05	1.3278e-06	-1.3193e-06
0.005	-3.0717e-09	-2.1432e-10	-3.7763e-09	1.2555e-06	-1.2456e-06	2.2058e-07	-3.5e-12	-2.281e-07	1.2881e-06	-1.2789e-06	1.3904e-05	2.5795e-10	-1.3656e-05	1.2974e-06	-1.2876e-06	6.5406e-05	8.2919e-10	-0.00014664	1.3024e-06	-1.2932e-06	5.7548e-05	2.3328e-09	-0.00032298	1.3083e-06	-1.2999e-06	4.974e-05	7.133e-09	-0.0004294	1.3172e-06	-1.3076e-06	4.4626e-05	2.53698e-08	-0.00048632	1.3264e-06	-1.3176e-06
0.01	-2.846e-11	-2.0872e-10	-6.7206e-09	1.2566e-06	-1.2474e-06	4.2858e-07	-6.87e-12	-4.355e-07	1.2889e-06	-1.279e-06	2.752e-05	2.6217e-10	-2.7458e-05	1.2966e-06	-1.2877e-06	0.00030854	8.1915e-10	-0.00030818	1.3029e-06	-1.2933e-06	0.00069198	2.3072e-09	-0.00069288	1.3084e-06	-1.2989e-06	0.00092512	6.9817e-09	-0.00092278	1.317e-06	-1.3079e-06	0.00104894	2.47174e-08	-0.0010494	1.3264e-06	-1.3169e-06
0.015	2.6337e-09	-2.1546e-10	-9.2716e-09	1.2582e-06	-1.2487e-06	6.0546e-07	-1.328e-11	-6.0994e-07	1.2888e-06	-1.2793e-06	3.9386e-05	2.5317e-10	-3.9414e-05	1.2965e-06	-1.2881e-06	0.0004606	8.0832e-10	-0.00046006	1.3029e-06	-1.2934e-06	0.0010501	2.2542e-09	-0.00104822	1.308e-06	-1.2991e-06	0.0014076	6.8212e-09	-0.0014066	1.3165e-06	-1.3078e-06	0.0016026	2.40704e-08	-0.0016026	1.3248e-06	-1.3165e-06
0.02	5.0413e-09	-2.1283e-10	-1.15502e-08	1.2592e-06	-1.2508e-06	7.5238e-07	-9.09e-12	-7.595e-07	1.2885e-06	-1.2798e-06	4.9804e-05	2.3252e-10	-4.9858e-05	1.2968e-06	-1.2876e-06	0.00060382	8.0084e-10	-0.00060364	1.3027e-06	-1.294e-06	0.0014008	2.2268e-09	-0.0013996	1.3081e-06	-1.299e-06	0.001887	6.6757e-09	-0.001887	1.3165e-06	-1.3079e-06	0.0021522	2.34954e-08	-0.0021518	1.3233e-06	-1.3157e-06
0.025	7.1841e-09	-2.1343e-10	-1.35508e-08	1.2609e-06	-1.2515e-06	8.819e-07	-9.32e-12	-8.8796e-07	1.2882e-06	-1.2787e-06	5.911e-05	2.3243e-10	-6.001e-05	1.2961e-06	-1.2879e-06	0.0007405	7.8391e-10	-0.00074016	1.3027e-06	-1.294e-06	0.0017478	2.1863e-09	-0.0017472	1.308e-06	-1.2992e-06	0.00237	6.5329e-09	-0.00237	1.317e-06	-1.3076e-06	0.0027096	2.28436e-08	-0.0027098	1.3237e-06	-1.3159e-06
0.03	9.0383e-09	-2.1149e-10	-1.53186e-08	1.2613e-06	-1.2525e-06	9.8908e-07	-6.77e-12	-9.967e-07	1.2885e-06	-1.2793e-06	6.7176e-05	2.4108e-10	-6.7176e-05	1.2969e-06	-1.2882e-06	0.00086768	7.7443e-10	-0.00086762	1.3026e-06	-1.2935e-06	0.002085	2.1497e-09	-0.0020828	1.3082e-06	-1.2994e-06	0.0028416	6.3952e-09	-0.0028418	1.3162e-06	-1.3075e-06	0.0032556	2.22892e-08	-0.003255	1.3236e-06	-1.3155e-06
0.035	1.07805e-08	-2.1688e-10	-1.69134e-08	1.2622e-06	-1.2536e-06	1.08392e-06	-1.099e-11	-1.09176e-06	1.2884e-06	-1.2796e-06	7.4234e-05	2.4881e-10	-7.4248e-05	1.2959e-06	-1.2879e-06	0.00099032	7.7232e-10	-0.00098914	1.3031e-06	-1.2939e-06	0.0024166	2.1157e-09	-0.0024168	1.3081e-06	-1.2999e-06	0.0033156	6.2697e-09	-0.003315	1.3163e-06	-1.3081e-06	0.0038064	2.17242e-08	-0.0038082	1.3236e-06	-1.3146e-06
0.04	1.22934e-08	-2.1856e-10	-1.83174e-08	1.2636e-06	-1.2547e-06	1.1681e-06	-1.363e-11	-1.1706e-06	1.2903e-06	-1.2809e-06	8.032e-05	2.435e-10	-8.041e-05	1.2965e-06	-1.2881e-06	0.00110176	7.6513e-10	-0.00110266	1.3027e-06	-1.2942e-06	0.0027386	2.0806e-09	-0.0027388	1.3083e-06	-1.2998e-06	0.0037782	6.1253e-09	-0.0037788	1.3159e-06	-1.3082e-06	0.0043498	2.1169e-08	-0.0043486	1.3233e-06	-1.3151e-06
0.045	1.37684e-08	-2.1642e-10	-1.96458e-08	1.2637e-06	-1.2547e-06	1.2395e-06	-1.175e-11	-1.2428e-06	1.2892e-06	-1.2807e-06	8.5842e-05	2.3747e-10	-8.5858e-05	1.2971e-06	-1.2881e-06	0.0012102	7.4899e-10	-0.0012088	1.3023e-06	-1.2944e-06	0.0030578	2.0503e-09	-0.0030572	1.3081e-06	-1.2999e-06	0.004245	6.0148e-09	-0.004245	1.3152e-06	-1.3077e-06	0.0048942	2.06766e-08	-0.0048952	1.323e-06	-1.3158e-06
