Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.345858	0.3821	0.4122
20	0.354363	0.385	0.4091
30	0.36145	0.3893	0.4102
40	0.368511	0.3936	0.4115
50	0.374985	0.3967	0.4129
60	0.380973	0.4007	0.4138
70	0.386571	0.4037	0.4134
80	0.391744	0.4077	0.415
90	0.396522	0.4115	0.4152
100	0.400929	0.4153	0.4158
150	0.43279	0.4476	0.4262
300	0.445994	0.4822	0.4214
450	0.446377	0.4857	0.4209
600	0.446145	0.4852	0.422
750	0.445926	0.4845	0.4208
900	0.445648	0.4834	0.4204
