Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.394854	0.4081	-0.1118
20	0.399357	0.4093	0.4073
30	0.403793	0.4132	0.41
40	0.407522	0.4181	-0.1513
50	0.41106	0.4213	-0.1464
60	0.41445	0.4245	0.4163
70	0.417517	0.4299	0.4158
80	0.420382	0.4321	0.4189
90	0.42296	0.4351	0.4196
100	0.425407	0.4394	0.4198
150	0.447664	0.4762	0.4381
300	0.456432	0.5193	0.4334
450	0.456815	0.5307	0.4297
600	0.456715	0.5282	0.4316
750	0.45656	0.53	0.4293
900	0.456379	0.5272	0.4306
