Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.403662	0.4131	0.3846
20	0.407658	0.4174	0.398
30	0.411341	0.4201	0.4036
40	0.414793	0.4243	0.4075
50	0.417983	0.43	0.4119
60	0.420657	0.4324	0.4121
70	0.42337	0.4346	0.4137
80	0.425823	0.4404	0.416
90	0.428083	0.442	0.4163
100	0.430061	0.4463	0.4175
150	0.450762	0.4846	0.4343
300	0.458397	0.5293	0.433
450	0.458719	0.5389	0.4331
600	0.458657	0.5379	0.4297
750	0.458512	0.5385	0.4288
900	0.45836	0.5359	0.4301
